aco_int,Frames,dbm_master_url,error_reason
43.14293540010203,0,sample_data/subj02_timepoint01.mp4,Pass
43.38082628012338,1,sample_data/subj02_timepoint01.mp4,Pass
43.594055104235196,2,sample_data/subj02_timepoint01.mp4,Pass
43.77409079366484,3,sample_data/subj02_timepoint01.mp4,Pass
43.92077348187202,4,sample_data/subj02_timepoint01.mp4,Pass
44.05600205721637,5,sample_data/subj02_timepoint01.mp4,Pass
44.17080658147419,6,sample_data/subj02_timepoint01.mp4,Pass
44.26247154687978,7,sample_data/subj02_timepoint01.mp4,Pass
44.349806099128,8,sample_data/subj02_timepoint01.mp4,Pass
44.421403992172834,9,sample_data/subj02_timepoint01.mp4,Pass
44.468314045345664,10,sample_data/subj02_timepoint01.mp4,Pass
44.51805931631094,11,sample_data/subj02_timepoint01.mp4,Pass
44.57939760877945,12,sample_data/subj02_timepoint01.mp4,Pass
44.64520813151063,13,sample_data/subj02_timepoint01.mp4,Pass
44.68898121959243,14,sample_data/subj02_timepoint01.mp4,Pass
44.75141325243936,15,sample_data/subj02_timepoint01.mp4,Pass
44.81142134526475,16,sample_data/subj02_timepoint01.mp4,Pass
44.86494517616969,17,sample_data/subj02_timepoint01.mp4,Pass
44.91672529622305,18,sample_data/subj02_timepoint01.mp4,Pass
44.960501587133265,19,sample_data/subj02_timepoint01.mp4,Pass
44.99847387576161,20,sample_data/subj02_timepoint01.mp4,Pass
45.025820426082,21,sample_data/subj02_timepoint01.mp4,Pass
45.03048417549732,22,sample_data/subj02_timepoint01.mp4,Pass
45.034973912120584,23,sample_data/subj02_timepoint01.mp4,Pass
45.042260073973246,24,sample_data/subj02_timepoint01.mp4,Pass
45.03039077471803,25,sample_data/subj02_timepoint01.mp4,Pass
45.0149465288462,26,sample_data/subj02_timepoint01.mp4,Pass
44.98327790336567,27,sample_data/subj02_timepoint01.mp4,Pass
44.931347252091626,28,sample_data/subj02_timepoint01.mp4,Pass
44.87996575696225,29,sample_data/subj02_timepoint01.mp4,Pass
44.845199581362806,30,sample_data/subj02_timepoint01.mp4,Pass
44.80305253049533,31,sample_data/subj02_timepoint01.mp4,Pass
44.74747264506785,32,sample_data/subj02_timepoint01.mp4,Pass
44.68171166739371,33,sample_data/subj02_timepoint01.mp4,Pass
44.62524015339389,34,sample_data/subj02_timepoint01.mp4,Pass
44.572506150496196,35,sample_data/subj02_timepoint01.mp4,Pass
44.521035185745305,36,sample_data/subj02_timepoint01.mp4,Pass
44.47260240050636,37,sample_data/subj02_timepoint01.mp4,Pass
44.42995210499988,38,sample_data/subj02_timepoint01.mp4,Pass
44.40718506973354,39,sample_data/subj02_timepoint01.mp4,Pass
44.3989120554093,40,sample_data/subj02_timepoint01.mp4,Pass
44.40559272829346,41,sample_data/subj02_timepoint01.mp4,Pass
44.39860991055773,42,sample_data/subj02_timepoint01.mp4,Pass
44.4020551857073,43,sample_data/subj02_timepoint01.mp4,Pass
44.399496274135934,44,sample_data/subj02_timepoint01.mp4,Pass
44.378654053539265,45,sample_data/subj02_timepoint01.mp4,Pass
44.37422397081644,46,sample_data/subj02_timepoint01.mp4,Pass
44.364952875016016,47,sample_data/subj02_timepoint01.mp4,Pass
44.33791395693178,48,sample_data/subj02_timepoint01.mp4,Pass
44.29027283067859,49,sample_data/subj02_timepoint01.mp4,Pass
44.23223808426036,50,sample_data/subj02_timepoint01.mp4,Pass
44.169530161888616,51,sample_data/subj02_timepoint01.mp4,Pass
44.09436216740458,52,sample_data/subj02_timepoint01.mp4,Pass
44.02305933218935,53,sample_data/subj02_timepoint01.mp4,Pass
43.9385793854415,54,sample_data/subj02_timepoint01.mp4,Pass
43.83585162861714,55,sample_data/subj02_timepoint01.mp4,Pass
43.736264035963785,56,sample_data/subj02_timepoint01.mp4,Pass
43.63688303783631,57,sample_data/subj02_timepoint01.mp4,Pass
43.54019082773754,58,sample_data/subj02_timepoint01.mp4,Pass
43.43953678480179,59,sample_data/subj02_timepoint01.mp4,Pass
43.3204334330526,60,sample_data/subj02_timepoint01.mp4,Pass
43.19406581545358,61,sample_data/subj02_timepoint01.mp4,Pass
43.10021828114976,62,sample_data/subj02_timepoint01.mp4,Pass
42.98185705179052,63,sample_data/subj02_timepoint01.mp4,Pass
42.88474587120221,64,sample_data/subj02_timepoint01.mp4,Pass
42.82064605277898,65,sample_data/subj02_timepoint01.mp4,Pass
42.77781335812857,66,sample_data/subj02_timepoint01.mp4,Pass
42.77021345881416,67,sample_data/subj02_timepoint01.mp4,Pass
42.80037047242771,68,sample_data/subj02_timepoint01.mp4,Pass
42.85846519503188,69,sample_data/subj02_timepoint01.mp4,Pass
42.95651284233152,70,sample_data/subj02_timepoint01.mp4,Pass
43.101740436554515,71,sample_data/subj02_timepoint01.mp4,Pass
43.26492813792705,72,sample_data/subj02_timepoint01.mp4,Pass
43.430100973514314,73,sample_data/subj02_timepoint01.mp4,Pass
43.607439113890976,74,sample_data/subj02_timepoint01.mp4,Pass
43.79482908158748,75,sample_data/subj02_timepoint01.mp4,Pass
43.97954242055601,76,sample_data/subj02_timepoint01.mp4,Pass
44.17602606190252,77,sample_data/subj02_timepoint01.mp4,Pass
44.34027192158632,78,sample_data/subj02_timepoint01.mp4,Pass
44.484267450740404,79,sample_data/subj02_timepoint01.mp4,Pass
44.60410463707344,80,sample_data/subj02_timepoint01.mp4,Pass
44.69676826358872,81,sample_data/subj02_timepoint01.mp4,Pass
44.768256776544646,82,sample_data/subj02_timepoint01.mp4,Pass
44.811466431507874,83,sample_data/subj02_timepoint01.mp4,Pass
44.82773653689588,84,sample_data/subj02_timepoint01.mp4,Pass
44.819405798271404,85,sample_data/subj02_timepoint01.mp4,Pass
44.78605450206422,86,sample_data/subj02_timepoint01.mp4,Pass
44.72848069063869,87,sample_data/subj02_timepoint01.mp4,Pass
44.65687725436271,88,sample_data/subj02_timepoint01.mp4,Pass
44.565198622309524,89,sample_data/subj02_timepoint01.mp4,Pass
44.47456659400527,90,sample_data/subj02_timepoint01.mp4,Pass
44.38416143947211,91,sample_data/subj02_timepoint01.mp4,Pass
44.30313015591488,92,sample_data/subj02_timepoint01.mp4,Pass
44.23529652368468,93,sample_data/subj02_timepoint01.mp4,Pass
44.20601283610531,94,sample_data/subj02_timepoint01.mp4,Pass
44.196946311226526,95,sample_data/subj02_timepoint01.mp4,Pass
44.21119751710676,96,sample_data/subj02_timepoint01.mp4,Pass
44.28088920229773,97,sample_data/subj02_timepoint01.mp4,Pass
44.35127902635997,98,sample_data/subj02_timepoint01.mp4,Pass
44.462908475367364,99,sample_data/subj02_timepoint01.mp4,Pass
44.58221066329949,100,sample_data/subj02_timepoint01.mp4,Pass
44.680535399004704,101,sample_data/subj02_timepoint01.mp4,Pass
44.796175307036954,102,sample_data/subj02_timepoint01.mp4,Pass
44.911479810907444,103,sample_data/subj02_timepoint01.mp4,Pass
45.030457376661374,104,sample_data/subj02_timepoint01.mp4,Pass
45.15633243054519,105,sample_data/subj02_timepoint01.mp4,Pass
45.279369686139844,106,sample_data/subj02_timepoint01.mp4,Pass
