l0_x,l1_x,l2_x,l3_x,l4_x,l5_x,l6_x,l7_x,l8_x,l9_x,l10_x,l11_x,l12_x,l13_x,l14_x,l15_x,l16_x,l17_x,l18_x,l19_x,l20_x,l21_x,l22_x,l23_x,l24_x,l25_x,l26_x,l27_x,l28_x,l29_x,l30_x,l31_x,l32_x,l33_x,l34_x,l35_x,l36_x,l37_x,l38_x,l39_x,l40_x,l41_x,l42_x,l43_x,l44_x,l45_x,l46_x,l47_x,l48_x,l49_x,l50_x,l51_x,l52_x,l53_x,l54_x,l55_x,l56_x,l57_x,l58_x,l59_x,l60_x,l61_x,l62_x,l63_x,l64_x,l65_x,l66_x,l67_x,l0_y,l1_y,l2_y,l3_y,l4_y,l5_y,l6_y,l7_y,l8_y,l9_y,l10_y,l11_y,l12_y,l13_y,l14_y,l15_y,l16_y,l17_y,l18_y,l19_y,l20_y,l21_y,l22_y,l23_y,l24_y,l25_y,l26_y,l27_y,l28_y,l29_y,l30_y,l31_y,l32_y,l33_y,l34_y,l35_y,l36_y,l37_y,l38_y,l39_y,l40_y,l41_y,l42_y,l43_y,l44_y,l45_y,l46_y,l47_y,l48_y,l49_y,l50_y,l51_y,l52_y,l53_y,l54_y,l55_y,l56_y,l57_y,l58_y,l59_y,l60_y,l61_y,l62_y,l63_y,l64_y,l65_y,l66_y,l67_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz
479.933,478.515,479.411,483.283,493.273,509.456,528.903,554.113,588.935,625.146,656.966,684.641,707.409,722.872,732.873,740.729,746.737,500.845,516.182,541.136,567.323,591.105,645.937,673.313,698.908,721.155,732.657,615.937,613.561,611.121,608.651,573.674,589.522,606.225,623.86,639.701,527.994,543.72,560.789,576.282,560.072,543.217,653.767,671.567,688.55,701.825,687.858,671.223,541.531,565.313,586.891,603.795,624.316,646.441,665.755,644.871,622.645,601.424,583.255,562.724,550.042,585.314,602.811,623.476,657.631,623.213,602.575,584.957,273.872,308.171,341.74,375.467,408.989,441.636,471.842,497.724,508.291,505.667,487.094,463.036,434.676,403.499,370.444,337.055,302.886,251.309,233.578,227.55,232.112,242.66,246.357,239.563,240.721,252.086,271.95,275.827,302.51,329.095,356.087,363.813,372.178,379.581,375.28,370.701,274.31,268.244,269.386,278.098,279.908,279.419,284.834,278.649,280.972,288.935,291.446,289.346,404.616,402.059,402.481,407.743,405.567,408.952,414.913,428.417,434.91,435.65,431.943,422.447,407.396,413.272,416.932,416.106,416.121,417.925,418.99,415.101,34.3473,-2.00694,405.285,0.107879,0.0786181,0.0936752
477.877,476.372,477.164,481.023,490.879,506.879,526.698,552.119,586.885,622.894,654.415,681.851,704.732,720.452,730.761,738.993,745.215,498.31,513.224,538.036,564.218,588.081,642.917,670.312,696.035,718.59,730.732,612.894,610.465,607.934,605.333,570.504,586.42,603.329,621.055,637.065,525.327,541.201,558.322,574.209,557.798,540.86,651.199,669.47,686.492,700.055,685.829,669.032,539.182,562.697,584.002,601.247,622.219,644.293,663.554,642.858,620.746,599.068,580.572,560.257,547.68,582.396,600.218,621.344,655.478,621.113,600.066,582.109,274.57,308.631,341.914,375.688,409.049,441.685,472.01,497.733,508.22,505.744,487.836,464.248,436.013,404.558,370.667,336.229,300.852,251.883,234.02,228.023,232.473,242.681,246.005,239.192,240.374,251.926,271.947,275.727,302.777,329.711,356.997,364.112,372.635,380.103,375.727,371.279,274.694,268.763,269.82,278.383,280.155,279.836,284.706,278.715,281.117,288.793,291.391,289.283,404.837,402.395,402.745,408.062,405.749,409.212,414.94,428.651,435.383,436.23,432.419,422.847,407.593,413.445,417.196,416.26,416.155,418.131,419.215,415.172,32.9163,-1.88816,403.024,0.106654,0.0773343,0.0925071
474.962,473.636,474.609,478.409,488.218,504.46,523.976,549.515,583.897,619.491,651.133,678.668,701.887,717.926,728.108,736.199,742.522,495.011,510.012,534.379,559.908,583.324,639.535,666.536,691.452,713.72,726.463,608.914,606.646,604.225,601.741,567.584,583.283,599.958,617.713,633.687,522.208,537.734,554.648,569.974,553.935,537.357,647.972,665.272,682.137,695.461,681.634,665.246,536.302,559.673,580.805,598.186,619.179,641.322,660.714,640.073,617.877,596.125,577.528,557.223,544.871,579.274,597.251,618.409,652.715,618.11,597.004,578.91,274.052,308.62,342.334,376.199,409.819,442.558,472.704,498.254,508.477,506.144,488.475,465.018,436.854,405.098,370.678,335.463,299.388,251.978,234.521,228.852,233.067,242.595,245.84,238.97,239.746,249.948,268.737,275.732,302.97,330.191,357.766,364.502,373.051,380.501,375.814,370.996,275.397,269.4,270.308,278.432,280.559,280.217,284.181,278.178,280.222,287.717,290.428,288.578,405.337,402.642,403.168,408.334,406.009,408.913,414.534,428.141,434.921,435.855,432.198,422.976,408.1,413.757,417.403,416.33,415.918,417.949,419.155,415.294,31.6214,-1.88112,407.999,0.110542,0.0795086,0.0869468
472.041,470.59,471.689,475.891,486.141,502.581,522.259,547.454,581.599,616.992,648.143,675.642,698.839,714.885,725.107,732.992,738.834,491.002,505.988,530.614,556.524,580.121,634.372,661.631,687.368,710.397,723.297,605.075,602.81,600.438,598.026,563.393,579.391,596.451,614.402,630.618,517.396,533.212,550.471,566.517,549.898,532.766,643.647,661.915,679.122,692.95,678.695,661.688,532.817,556.358,577.774,594.697,615.221,637.604,657.814,636.384,613.981,592.692,574.54,554.051,541.356,576.305,593.809,614.51,649.587,614.219,593.589,575.955,273.818,308.539,342.76,377.19,411.068,443.789,473.742,498.83,508.807,506.297,488.718,465.164,436.895,405.089,370.544,335.21,299.032,253.041,235.027,229.008,233.184,243.062,245.712,238.606,239.328,250.235,270.256,275.573,302.575,329.464,356.789,364.429,372.756,380.047,375.471,370.811,275.763,269.629,270.594,279.24,281.168,280.956,284.57,278.016,280.137,287.813,290.74,288.905,405.721,403.004,402.948,408.03,405.518,408.925,414.596,428.547,435.234,436.173,432.703,423.513,408.466,413.746,417.232,416.128,415.916,417.987,419.17,415.459,29.5465,-1.80407,403.216,0.103934,0.0780264,0.0838839
468.291,467.219,468.733,473.248,483.804,500.474,519.639,544.479,578.298,613.679,645.165,672.947,696.111,712.099,722.064,729.688,735.465,487.093,501.858,525.972,551.394,574.616,629.892,657.008,682.384,705.384,718.455,600.454,598.177,595.788,593.41,559.363,575.164,592.117,610.241,626.53,513.896,529.416,546.424,561.864,545.665,528.849,639.232,656.668,673.696,687.344,673.349,656.696,529.296,552.525,573.888,590.622,610.849,633.364,653.932,632.18,609.513,588.481,570.503,550.089,537.74,572.518,589.851,610.274,645.75,609.782,589.402,571.969,274.188,309.551,344.375,379.01,412.961,445.417,474.754,499.137,508.589,505.795,487.829,463.789,435.276,403.349,368.818,333.329,296.992,253.255,235.384,229.258,233.221,242.735,245.121,237.799,238.06,248.145,267.536,275.313,302.643,329.9,357.565,364.615,373.01,380.322,375.442,370.332,276.111,269.937,270.771,279.052,281.211,281.018,283.587,276.969,278.763,286.275,289.283,287.676,406.282,403.275,403.295,408.215,405.629,408.56,414.048,428.378,435.216,436.261,432.942,423.898,408.989,414.003,417.32,416.091,415.573,418.127,419.452,415.964,27.7541,-1.87323,406.918,0.112426,0.0848556,0.0741449
464.469,463.569,465.12,469.72,480.362,497.19,516.927,541.863,575.967,611.907,643.732,671.639,694.423,709.823,719.311,726.618,732.016,482.033,496.507,520.604,546.137,569.638,625.071,652.302,677.955,701.202,714.709,595.704,593.37,590.949,588.553,554.779,570.679,587.726,605.774,622.076,508.415,524.124,541.423,557.304,540.715,523.575,635.076,653.231,670.547,684.471,670.162,653.087,525.449,548.438,569.632,586.635,607.23,629.841,650.522,628.777,606.067,584.64,566.415,546.127,533.809,568.359,585.927,606.76,642.252,606.268,585.495,567.841,275.158,310.312,344.875,379.577,413.576,445.951,475.237,499.427,508.479,504.904,486.057,461.415,432.424,400.215,365.793,330.68,294.632,253.719,235.905,229.631,233.411,242.739,244.621,237.395,237.609,247.722,266.978,275.295,302.289,329.216,356.538,364.726,372.903,379.988,375.174,370.196,276.655,270.266,271,279.501,281.775,281.734,283.534,276.695,278.525,286.038,289.296,287.733,406.495,403.4,403.149,408.019,405.124,408.032,413.291,427.575,434.777,436.135,432.939,424.006,409.065,414.02,417.259,415.794,414.777,417.615,419.211,415.789,25.601,-2.03606,403.965,0.111936,0.0857672,0.0652316
459.907,459.13,460.729,465.327,475.928,492.89,512.922,538.799,573.245,609.213,640.974,668.836,691.646,706.884,715.713,722.382,727.34,477.059,490.892,514.815,540.392,563.872,618.686,646.46,672.6,696.152,709.391,589.633,587.697,585.619,583.554,550.537,566.214,582.981,600.857,616.961,503.97,519.209,536.242,551.819,535.708,518.926,629.067,646.568,663.657,677.461,663.459,646.738,521.583,544.105,565.128,582.164,602.61,625.402,646.056,624.543,601.823,580.46,562.222,541.963,529.988,563.979,581.564,602.244,637.904,601.644,580.995,563.305,275.727,310.66,344.911,379.178,412.861,445.364,475.159,500.085,509.215,505.046,485.557,460.133,430.631,397.672,362.405,326.337,289.335,254.914,236.777,230.365,234.033,243.167,244.303,236.358,236.193,246.492,266.005,275.272,302.295,329.355,356.855,364.679,372.806,379.781,374.649,369.425,277.073,270.717,271.27,279.27,281.759,281.843,282.312,275.449,276.985,284.072,287.519,286.222,406.769,403.413,403.209,407.932,404.934,407.336,412.305,427.83,435.38,436.805,433.675,424.568,409.3,413.943,417.052,415.45,413.938,418.123,419.801,416.451,23.3357,-2.20702,406.219,0.126259,0.0881714,0.0532397
455.162,454.855,456.706,461.453,472.279,489.377,509.089,534.53,568.872,605.182,637.477,665.815,688.657,703.588,711.925,718.049,722.671,471.022,484.503,508.534,534.335,557.977,612.273,640.544,667.18,691.083,704.3,583.606,581.722,579.717,577.768,545.019,560.786,577.595,595.598,611.819,498.153,513.23,530.223,545.652,529.664,512.96,623.753,640.944,658.029,671.776,657.822,641.182,516.989,539.259,560.104,577.389,598.142,621.184,642.025,620.549,597.65,575.949,557.496,537.338,525.426,559.112,576.93,597.967,633.814,597.379,576.361,558.47,277.025,311.708,345.718,379.665,413.207,445.412,474.988,500.011,508.943,504.239,483.79,457.813,428.171,395.386,360.632,325.27,289.001,255.929,237.614,230.933,234.448,243.616,244.352,236.055,235.71,246.066,265.701,275.646,302.354,329.105,356.292,364.717,372.748,379.579,374.292,368.854,277.714,271.12,271.503,279.379,282.05,282.238,281.76,274.734,276.129,283.206,286.64,285.489,407.244,403.634,403.311,407.892,404.664,406.612,411.385,426.55,434.408,436.11,433.142,424.335,409.617,414.172,417.12,415.271,413.024,417.313,419.308,416.109,20.8992,-2.36116,407.493,0.126637,0.0892405,0.044538
450.005,449.613,451.798,457.167,468.636,486.306,506.326,531.447,565.259,601.16,633.18,661.324,683.914,698.576,706.664,712.525,716.892,465.735,478.973,502.502,527.717,550.963,606.975,633.997,659.665,683.167,696.996,577.805,575.86,573.798,571.792,539.593,555.364,572.223,590.178,606.429,491.946,507.111,524.199,539.82,523.637,506.803,618.577,636.016,653.323,667.268,653.289,636.379,511.995,534.423,555.414,572.241,592.406,615.764,637.638,615.234,592.008,570.84,552.844,532.585,520.364,554.518,571.911,592.355,629.222,591.72,571.255,553.823,277.473,312.553,347.055,381.575,415.527,447.75,476.549,500.127,508.108,503.292,483.305,458.008,428.728,396.355,361.746,326.35,290.234,256.514,237.857,230.847,234.151,243.121,243.368,234.836,234.022,243.327,262.43,274.674,301.542,328.426,355.762,364.856,372.504,379.046,373.716,368.262,278.303,271.514,271.824,279.738,282.548,282.784,281.503,274.138,275.227,282.31,285.97,285.044,407.156,403.616,402.917,407.205,403.784,405.755,410.347,425.504,433.269,435.154,432.587,424.299,409.606,413.985,416.628,414.589,412.234,416.243,418.362,415.583,18.1992,-2.482,407.11,0.117013,0.0907259,0.0377257
444,443.947,446.587,452.515,464.694,482.937,502.931,528.163,561.816,597.298,628.849,656.427,678.615,692.903,700.506,705.911,709.891,459.657,472.828,496.105,521.076,544.062,599.473,626.711,652.556,676.375,690.385,570.845,569.177,567.377,565.663,533.761,549.524,566.427,584.496,600.85,485.976,500.906,517.788,533.329,517.336,500.7,611.436,628.503,645.606,659.578,645.663,629.002,507.157,529.465,550.327,567.115,587.112,610.639,632.875,610.41,587.154,566.126,548.228,527.976,515.559,549.611,566.914,587.237,624.455,586.589,566.287,548.951,276.7,312.115,347.306,382.396,416.633,448.892,477.519,500.708,508.25,503.265,483.369,457.966,428.614,396.062,360.908,324.657,287.653,257.37,238.829,231.797,234.898,243.487,242.836,233.818,232.717,241.919,261.143,274.09,301.014,327.971,355.42,364.548,372.126,378.554,372.932,367.175,279.018,272.221,272.256,279.555,282.648,283.162,280.075,272.809,273.721,280.424,284.118,283.352,407.543,403.702,402.844,406.866,403.209,404.805,409.051,424.607,432.528,434.637,432.282,424.276,409.892,413.855,416.23,413.865,411.05,415.442,417.77,415.219,15.3676,-2.68466,408.407,0.115404,0.0857559,0.0274547
439.106,439.591,442.512,448.468,460.198,478.02,498.298,524.093,558.164,593.985,625.563,653.117,675.166,689.063,696.115,701.135,704.681,452.781,465.438,488.538,513.561,536.781,591.721,619.415,645.71,669.989,684.611,563.64,562.295,560.787,559.383,528.062,543.767,560.664,578.566,594.743,479.251,493.973,510.923,526.712,510.695,494.054,604.716,621.899,639.067,653.301,639.253,622.494,502.8,524.547,545.039,561.738,581.507,604.873,626.987,604.987,582.052,561.192,543.4,523.344,511.146,544.492,561.687,581.78,618.663,581.133,561.04,543.814,280.277,315.349,349.903,384.222,417.595,449.189,477.381,500.402,507.692,502.238,482.122,456.246,426.339,392.9,357.145,320.529,283.291,258.782,240.146,232.901,235.484,243.405,242.097,233.104,231.811,240.911,259.917,273.817,300.701,327.655,355.105,364.54,371.897,378.037,372.202,366.345,279.795,272.859,272.642,279.694,283.004,283.796,279.247,271.84,272.639,278.992,282.964,282.389,408.374,403.91,402.635,406.443,402.539,404.029,408.162,423.876,431.933,434.203,432.124,424.567,410.509,413.545,415.69,413.203,410.151,414.669,417.15,414.823,12.4951,-2.8827,408.166,0.113574,0.0877784,0.0128859
