aco_ff,Frames,aco_voicelabel,error_reason,dbm_master_url
0.0,73,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,74,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,75,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,76,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,77,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,78,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,79,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,80,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,81,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,82,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,83,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,84,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,85,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,86,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,87,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,88,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,89,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,90,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,91,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,92,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,93,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,94,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,95,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,96,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,97,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,98,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,99,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,100,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,101,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,102,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,103,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,104,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,105,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,106,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,107,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,108,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,109,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,110,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,111,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,112,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,113,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,114,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,115,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,116,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,117,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,118,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,119,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,120,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,121,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,122,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,123,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,124,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,125,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,126,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,127,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,128,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,129,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,130,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,131,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,132,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,133,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,134,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,135,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,136,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,137,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,138,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,139,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,140,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,141,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,142,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,143,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,144,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,145,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,146,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,147,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,148,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,149,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,150,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,151,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,152,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,153,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,154,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,155,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,156,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,157,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,158,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,159,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,160,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,161,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,162,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,163,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,164,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,165,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,166,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,167,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,168,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,169,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,170,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,171,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,172,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,173,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,174,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,175,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,176,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,177,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,178,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,179,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,180,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,181,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,182,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,183,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,184,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,185,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,186,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,187,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,188,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,189,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,190,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,191,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,192,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,193,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,194,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,195,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,196,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,197,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,198,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,199,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,200,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,201,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,202,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,203,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,204,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,205,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,206,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,207,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,208,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,209,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,210,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,211,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,212,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,213,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,214,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,215,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,216,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,217,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,218,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,219,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,220,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,221,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,222,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,223,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,224,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,225,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,226,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,227,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,228,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,229,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,230,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,231,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,232,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,233,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,234,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,235,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,236,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,237,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,238,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,239,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,240,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,241,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,242,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,243,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,244,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,245,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,246,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,247,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,248,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,249,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,250,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,251,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,252,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,253,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,254,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,255,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,256,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,257,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,258,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,259,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,260,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,261,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,262,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,263,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,264,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,265,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,266,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,267,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,268,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,269,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,270,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,271,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,272,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,273,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,274,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,275,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,276,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,277,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,278,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,279,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,280,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,281,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,282,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,283,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,284,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,285,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,286,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,287,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,288,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,289,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,290,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,291,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,292,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,293,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,294,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,295,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,296,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,297,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,298,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,299,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,300,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,301,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,302,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,303,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,304,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,305,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,306,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,307,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,308,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,309,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,310,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,311,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,312,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,313,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,314,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,315,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,316,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,317,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,318,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,319,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,320,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,321,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,322,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,323,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,324,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,325,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,326,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,327,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,328,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,329,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,330,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,331,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,332,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,333,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,334,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,335,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,336,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,337,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,338,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,339,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,340,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,341,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,342,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,343,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,344,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,345,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,346,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,347,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,348,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,349,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,350,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,351,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,352,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,353,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,354,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,355,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,356,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,357,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,358,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,359,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,360,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,361,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,362,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,363,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,364,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,365,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,366,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,367,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,368,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,369,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,370,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,371,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,372,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,373,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,374,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,375,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,376,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,377,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,378,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,379,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,380,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,381,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,382,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,383,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,384,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,385,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,386,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,387,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,388,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,389,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,390,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,391,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,392,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,393,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,394,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,395,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,396,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,397,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,398,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,399,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,400,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,401,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,402,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,403,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,404,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,405,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,406,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,407,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,408,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,409,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,410,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,411,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,412,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,413,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,414,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,415,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,416,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,417,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,418,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,419,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,420,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,421,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,422,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,423,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,424,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,425,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,426,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,427,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,428,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,429,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,430,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,431,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,432,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,433,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,434,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,435,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,436,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,437,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,438,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,439,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,440,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,441,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,442,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,443,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,444,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,445,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,446,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,447,no,Pass,sample_data/subj01_timepoint01.mp4
0.0,448,no,Pass,sample_data/subj01_timepoint01.mp4
