mov_hposepitch,mov_hposeyaw,mov_hposeroll,mov_hposedist,error_reason,dbm_master_url
0.174,0.026000000000000002,0.017,,Pass,sample_data/subj02_timepoint01.mp4
0.188,0.025,0.017,0.014035668847618213,Pass,sample_data/subj02_timepoint01.mp4
0.191,0.025,0.018000000000000002,0.003162277660168382,Pass,sample_data/subj02_timepoint01.mp4
0.18899999999999997,0.024,0.019,0.0024494897427832017,Pass,sample_data/subj02_timepoint01.mp4
0.185,0.023,0.02,0.004242640687119263,Pass,sample_data/subj02_timepoint01.mp4
0.182,0.023,0.021,0.003162277660168382,Pass,sample_data/subj02_timepoint01.mp4
0.18,0.024,0.021,0.0022360679774997916,Pass,sample_data/subj02_timepoint01.mp4
0.18,0.024,0.022000000000000002,0.0010000000000000009,Pass,sample_data/subj02_timepoint01.mp4
0.183,0.025,0.021,0.003316624790355403,Pass,sample_data/subj02_timepoint01.mp4
0.18600000000000003,0.024,0.021,0.0031622776601684085,Pass,sample_data/subj02_timepoint01.mp4
0.18100000000000002,0.025,0.021,0.00509901951359279,Pass,sample_data/subj02_timepoint01.mp4
0.18,0.025,0.021,0.0010000000000000286,Pass,sample_data/subj02_timepoint01.mp4
0.183,0.026000000000000002,0.019,0.0037416573867739447,Pass,sample_data/subj02_timepoint01.mp4
0.191,0.027999999999999997,0.018000000000000002,0.00830662386291808,Pass,sample_data/subj02_timepoint01.mp4
0.19,0.027999999999999997,0.018000000000000002,0.0010000000000000009,Pass,sample_data/subj02_timepoint01.mp4
0.193,0.027000000000000003,0.017,0.0033166247903554007,Pass,sample_data/subj02_timepoint01.mp4
0.20600000000000002,0.03,0.015,0.013490737563232052,Pass,sample_data/subj02_timepoint01.mp4
0.209,0.028999999999999998,0.015,0.003162277660168356,Pass,sample_data/subj02_timepoint01.mp4
0.218,0.03,0.013999999999999999,0.009110433579144307,Pass,sample_data/subj02_timepoint01.mp4
0.243,0.040999999999999995,0.012,0.0273861278752583,Pass,sample_data/subj02_timepoint01.mp4
0.239,0.040999999999999995,0.013000000000000001,0.004123105625617665,Pass,sample_data/subj02_timepoint01.mp4
0.257,0.05,0.012,0.020149441679609904,Pass,sample_data/subj02_timepoint01.mp4
0.267,0.055999999999999994,0.012,0.011661903789690604,Pass,sample_data/subj02_timepoint01.mp4
0.27899999999999997,0.07200000000000001,0.011000000000000001,0.02002498439450077,Pass,sample_data/subj02_timepoint01.mp4
0.259,0.07,0.015,0.02049390153191916,Pass,sample_data/subj02_timepoint01.mp4
0.27,0.081,0.013999999999999999,0.0155884572681199,Pass,sample_data/subj02_timepoint01.mp4
0.29600000000000004,0.09300000000000001,0.009000000000000001,0.02906888370749729,Pass,sample_data/subj02_timepoint01.mp4
0.29100000000000004,0.092,0.009000000000000001,0.005099019513592792,Pass,sample_data/subj02_timepoint01.mp4
0.28800000000000003,0.091,0.008,0.003316624790355403,Pass,sample_data/subj02_timepoint01.mp4
0.28300000000000003,0.09,0.008,0.00509901951359279,Pass,sample_data/subj02_timepoint01.mp4
0.282,0.08800000000000001,0.008,0.002236067977499804,Pass,sample_data/subj02_timepoint01.mp4
0.282,0.08800000000000001,0.009000000000000001,0.0010000000000000009,Pass,sample_data/subj02_timepoint01.mp4
0.27699999999999997,0.086,0.009000000000000001,0.005385164807134514,Pass,sample_data/subj02_timepoint01.mp4
