aco_int,Frames,dbm_master_url,error_reason
43.11341135858405,0,sample_data/subj02_timepoint02.mp4,Pass
43.19199026665811,1,sample_data/subj02_timepoint02.mp4,Pass
43.25622157616521,2,sample_data/subj02_timepoint02.mp4,Pass
43.30852214595076,3,sample_data/subj02_timepoint02.mp4,Pass
43.356418041005284,4,sample_data/subj02_timepoint02.mp4,Pass
43.40453035960087,5,sample_data/subj02_timepoint02.mp4,Pass
43.47100212307316,6,sample_data/subj02_timepoint02.mp4,Pass
43.53939514362758,7,sample_data/subj02_timepoint02.mp4,Pass
43.6085937430185,8,sample_data/subj02_timepoint02.mp4,Pass
43.679563140632126,9,sample_data/subj02_timepoint02.mp4,Pass
43.76541099735963,10,sample_data/subj02_timepoint02.mp4,Pass
43.873781448384776,11,sample_data/subj02_timepoint02.mp4,Pass
43.99283734968975,12,sample_data/subj02_timepoint02.mp4,Pass
44.12025699829719,13,sample_data/subj02_timepoint02.mp4,Pass
44.2489478681742,14,sample_data/subj02_timepoint02.mp4,Pass
44.384678617647836,15,sample_data/subj02_timepoint02.mp4,Pass
44.52068567550836,16,sample_data/subj02_timepoint02.mp4,Pass
44.65519925416645,17,sample_data/subj02_timepoint02.mp4,Pass
44.7781593571615,18,sample_data/subj02_timepoint02.mp4,Pass
44.88801918843273,19,sample_data/subj02_timepoint02.mp4,Pass
44.98562237968977,20,sample_data/subj02_timepoint02.mp4,Pass
45.0688276094379,21,sample_data/subj02_timepoint02.mp4,Pass
45.13648419578008,22,sample_data/subj02_timepoint02.mp4,Pass
45.189129257407515,23,sample_data/subj02_timepoint02.mp4,Pass
45.234475732042576,24,sample_data/subj02_timepoint02.mp4,Pass
45.255337957851545,25,sample_data/subj02_timepoint02.mp4,Pass
45.25672909612975,26,sample_data/subj02_timepoint02.mp4,Pass
45.247966046805544,27,sample_data/subj02_timepoint02.mp4,Pass
45.22683443263901,28,sample_data/subj02_timepoint02.mp4,Pass
45.197957362401944,29,sample_data/subj02_timepoint02.mp4,Pass
45.16638659382635,30,sample_data/subj02_timepoint02.mp4,Pass
45.12812332693238,31,sample_data/subj02_timepoint02.mp4,Pass
45.06337044346573,32,sample_data/subj02_timepoint02.mp4,Pass
45.00299512761603,33,sample_data/subj02_timepoint02.mp4,Pass
44.934449083678615,34,sample_data/subj02_timepoint02.mp4,Pass
44.85500024566257,35,sample_data/subj02_timepoint02.mp4,Pass
44.769359394376536,36,sample_data/subj02_timepoint02.mp4,Pass
44.664504869588384,37,sample_data/subj02_timepoint02.mp4,Pass
44.54203894800759,38,sample_data/subj02_timepoint02.mp4,Pass
44.412536829429705,39,sample_data/subj02_timepoint02.mp4,Pass
44.27050690671628,40,sample_data/subj02_timepoint02.mp4,Pass
44.1231656497536,41,sample_data/subj02_timepoint02.mp4,Pass
43.95133256361626,42,sample_data/subj02_timepoint02.mp4,Pass
43.75142940843943,43,sample_data/subj02_timepoint02.mp4,Pass
43.552591861750955,44,sample_data/subj02_timepoint02.mp4,Pass
43.36767606504476,45,sample_data/subj02_timepoint02.mp4,Pass
43.19688074334094,46,sample_data/subj02_timepoint02.mp4,Pass
43.0178364995858,47,sample_data/subj02_timepoint02.mp4,Pass
42.872609908873315,48,sample_data/subj02_timepoint02.mp4,Pass
42.74344566995545,49,sample_data/subj02_timepoint02.mp4,Pass
42.6582499890739,50,sample_data/subj02_timepoint02.mp4,Pass
42.614745765529065,51,sample_data/subj02_timepoint02.mp4,Pass
42.605012463457996,52,sample_data/subj02_timepoint02.mp4,Pass
42.63532820896259,53,sample_data/subj02_timepoint02.mp4,Pass
42.69976355163509,54,sample_data/subj02_timepoint02.mp4,Pass
42.79151978122474,55,sample_data/subj02_timepoint02.mp4,Pass
42.90815769035212,56,sample_data/subj02_timepoint02.mp4,Pass
43.0403239638342,57,sample_data/subj02_timepoint02.mp4,Pass
43.198062653413075,58,sample_data/subj02_timepoint02.mp4,Pass
43.333932695875575,59,sample_data/subj02_timepoint02.mp4,Pass
43.48434071767556,60,sample_data/subj02_timepoint02.mp4,Pass
43.619347547657824,61,sample_data/subj02_timepoint02.mp4,Pass
43.75169361758091,62,sample_data/subj02_timepoint02.mp4,Pass
43.876369913032285,63,sample_data/subj02_timepoint02.mp4,Pass
43.989947194382935,64,sample_data/subj02_timepoint02.mp4,Pass
44.099897449721965,65,sample_data/subj02_timepoint02.mp4,Pass
44.18939765953823,66,sample_data/subj02_timepoint02.mp4,Pass
44.25809689274451,67,sample_data/subj02_timepoint02.mp4,Pass
44.31925110889895,68,sample_data/subj02_timepoint02.mp4,Pass
44.37633424820811,69,sample_data/subj02_timepoint02.mp4,Pass
44.43112574645732,70,sample_data/subj02_timepoint02.mp4,Pass
44.44838248305789,71,sample_data/subj02_timepoint02.mp4,Pass
44.46366170412007,72,sample_data/subj02_timepoint02.mp4,Pass
44.451647597282424,73,sample_data/subj02_timepoint02.mp4,Pass
44.42643790932446,74,sample_data/subj02_timepoint02.mp4,Pass
44.38640186069054,75,sample_data/subj02_timepoint02.mp4,Pass
44.325447337990525,76,sample_data/subj02_timepoint02.mp4,Pass
44.23952006519072,77,sample_data/subj02_timepoint02.mp4,Pass
44.13764913592553,78,sample_data/subj02_timepoint02.mp4,Pass
44.02214025880962,79,sample_data/subj02_timepoint02.mp4,Pass
