aco_totaltime,aco_speakingtime,aco_numpauses,aco_pausetime,aco_pausefrac,error_reason,dbm_master_url
4.19999999999998,1.779999999999978,1,2.420000000000002,0.5761904761904795,Pass,sample_data/subj02_timepoint02.mp4
