mov_lefteyex,mov_lefteyey,mov_lefteyez,mov_righteyex,mov_righteyey,mov_righteyez,mov_leyedisp,mov_reyedisp,error_reason,dbm_master_url
0.066096,0.274798,-0.9592280000000001,-0.15929300000000002,0.239195,-0.957816,,,Pass,sample_data/subj02_timepoint01.mp4
0.06191900000000001,0.294146,-0.9537530000000001,-0.153838,0.262092,-0.952702,0.020536992428298775,0.024086980508150033,Pass,sample_data/subj02_timepoint01.mp4
0.067326,0.294044,-0.953418,-0.159461,0.255314,-0.9536180000000001,0.005418327970878095,0.008854290993636927,Pass,sample_data/subj02_timepoint01.mp4
0.059153,0.302408,-0.951341,-0.135673,0.257037,-0.956831,0.011877219960916768,0.02406576493693894,Pass,sample_data/subj02_timepoint01.mp4
0.057824,0.299442,-0.952361,-0.134044,0.252048,-0.9583860000000001,0.0034064346463715074,0.005473736109824847,Pass,sample_data/subj02_timepoint01.mp4
0.055527999999999994,0.29801,-0.952946,-0.141569,0.246625,-0.958715,0.0027684770181455247,0.0092813142927066,Pass,sample_data/subj02_timepoint01.mp4
0.05639500000000001,0.2952,-0.9537700000000001,-0.148241,0.24569899999999997,-0.957944,0.0030539752782234777,0.00677993370174076,Pass,sample_data/subj02_timepoint01.mp4
0.056563999999999996,0.295106,-0.9537889999999999,-0.157957,0.24068499999999998,-0.957664,0.00019431417858713917,0.0109370586539526,Pass,sample_data/subj02_timepoint01.mp4
0.057557000000000004,0.293772,-0.954141,-0.15434900000000001,0.238767,-0.9587319999999999,0.0016998555821010537,0.004223388686824789,Pass,sample_data/subj02_timepoint01.mp4
0.065848,0.293145,-0.9537979999999999,-0.153702,0.24678899999999998,-0.956802,0.008321746150898863,0.008276230603360392,Pass,sample_data/subj02_timepoint01.mp4
0.06755599999999999,0.292582,-0.953851,-0.157737,0.246052,-0.956335,0.0017991781457098524,0.004128254231512377,Pass,sample_data/subj02_timepoint01.mp4
