mov_lefteyex,mov_lefteyey,mov_lefteyez,mov_righteyex,mov_righteyey,mov_righteyez,mov_leyedisp,mov_reyedisp,error_reason,dbm_master_url
0.034707,0.325706,-0.9448340000000001,-0.072899,0.330741,-0.940902,,,Pass,sample_data/subj01_timepoint02.mp4
0.004958,0.315948,-0.9487629999999999,-0.11516099999999999,0.266362,-0.9569690000000001,0.03155405847113805,0.07866943989885782,Pass,sample_data/subj01_timepoint02.mp4
0.00949,0.30941799999999997,-0.9508790000000001,-0.14973399999999998,0.23910599999999999,-0.9593790000000001,0.008225410628047785,0.044090701570739375,Pass,sample_data/subj01_timepoint02.mp4
0.006959999999999999,0.32460300000000003,-0.945825,-0.087667,0.288312,-0.953515,0.016202717086958068,0.07942247428152815,Pass,sample_data/subj01_timepoint02.mp4
0.005961,0.311176,-0.950334,-0.132132,0.24955300000000002,-0.959304,0.014199063736739844,0.05926979692052268,Pass,sample_data/subj01_timepoint02.mp4
0.004554,0.310081,-0.950699,-0.19539700000000002,0.21889899999999998,-0.955983,0.001819862357432559,0.07037866851539609,Pass,sample_data/subj01_timepoint02.mp4
0.00399,0.31593699999999997,-0.948772,-0.18651199999999998,0.21883200000000003,-0.9577709999999999,0.006190651096613322,0.009063369020402966,Pass,sample_data/subj01_timepoint02.mp4
0.002029,0.302802,-0.953051,-0.177597,0.21672399999999997,-0.959943,0.013952906041395069,0.00941480074138588,Pass,sample_data/subj01_timepoint02.mp4
0.00394,0.319969,-0.94742,-0.136388,0.266154,-0.954233,0.01816771782585801,0.06460735779305637,Pass,sample_data/subj01_timepoint02.mp4
0.007634999999999999,0.31883,-0.947781,-0.140007,0.25136,-0.957714,0.0038833834474591815,0.015622962523158033,Pass,sample_data/subj01_timepoint02.mp4
0.000153,0.327266,-0.944932,-0.13986700000000002,0.247682,-0.958692,0.011630271750909344,0.003808381283432603,Pass,sample_data/subj01_timepoint02.mp4
0.033229,0.315971,-0.9481870000000001,-0.154616,0.259439,-0.9533020000000001,0.0351026185063166,0.01961662942505663,Pass,sample_data/subj01_timepoint02.mp4
0.015246000000000001,0.330358,-0.943733,-0.072851,0.294204,-0.9529620000000001,0.023456601927815547,0.08884951350457697,Pass,sample_data/subj01_timepoint02.mp4
0.066608,0.297576,-0.9523719999999999,-0.099497,0.25362399999999996,-0.9621719999999999,0.06154142417104105,0.049412243583953984,Pass,sample_data/subj01_timepoint02.mp4
0.054229,0.301659,-0.9518719999999999,-0.064849,0.297821,-0.952416,0.013044559402294889,0.0570003355165564,Pass,sample_data/subj01_timepoint02.mp4
0.075422,0.30443200000000004,-0.949543,-0.151699,0.24238200000000001,-0.958247,0.021500163231938492,0.10320080320423866,Pass,sample_data/subj01_timepoint02.mp4
0.083225,0.315626,-0.945227,-0.050526,0.304249,-0.9512520000000001,0.014311544326172466,0.11879575599742609,Pass,sample_data/subj01_timepoint02.mp4
0.076503,0.317091,-0.945305,-0.09073400000000001,0.29384699999999997,-0.951536,0.006880232045505432,0.0415327042702495,Pass,sample_data/subj01_timepoint02.mp4
0.085845,0.319619,-0.943649,-0.12415999999999999,0.281763,-0.951417,0.009818659990039369,0.03554341982702282,Pass,sample_data/subj01_timepoint02.mp4
0.093164,0.319781,-0.9429,-0.090847,0.294089,-0.951451,0.007359008492996858,0.035520239315072186,Pass,sample_data/subj01_timepoint02.mp4
0.09398,0.316291,-0.943996,-0.091681,0.294488,-0.951247,0.0037479557094501417,0.0009467697713805985,Pass,sample_data/subj01_timepoint02.mp4
0.112168,0.303578,-0.9461809999999999,-0.099732,0.254558,-0.961901,0.02229793573405394,0.04210381475591021,Pass,sample_data/subj01_timepoint02.mp4
0.11291199999999998,0.305221,-0.945564,-0.08645,0.25705300000000003,-0.9625229999999999,0.0019062198194332058,0.01352861533934645,Pass,sample_data/subj01_timepoint02.mp4
0.12330799999999999,0.302104,-0.9452659999999999,-0.044525,0.277212,-0.959777,0.010857315920613174,0.046600766324171095,Pass,sample_data/subj01_timepoint02.mp4
0.130089,0.297426,-0.9458409999999999,-0.0562,0.272339,-0.960559,0.00825810329312972,0.012675301889895964,Pass,sample_data/subj01_timepoint02.mp4
0.10457999999999999,0.278839,-0.954627,-0.091153,0.230632,-0.9687620000000001,0.032762470083923814,0.0550315842675822,Pass,sample_data/subj01_timepoint02.mp4
0.13633800000000001,0.29253,-0.9464870000000001,-0.098893,0.242155,-0.9651850000000001,0.035528490609650173,0.014334645374057932,Pass,sample_data/subj01_timepoint02.mp4
0.132678,0.303875,-0.943428,-0.022930000000000002,0.29086,-0.956491,0.012306994190296842,0.09065395760803827,Pass,sample_data/subj01_timepoint02.mp4
0.14765899999999998,0.292639,-0.9447530000000001,-0.079951,0.257447,-0.9629790000000001,0.018773217145710546,0.06640720709380875,Pass,sample_data/subj01_timepoint02.mp4
0.1443,0.307611,-0.940507,-0.020886000000000002,0.29466,-0.955374,0.015920809684183832,0.07022334098431947,Pass,sample_data/subj01_timepoint02.mp4
0.116382,0.325744,-0.938268,-0.053926999999999996,0.278985,-0.95878,0.0333651544878785,0.03672892786347023,Pass,sample_data/subj01_timepoint02.mp4
0.14660499999999999,0.287285,-0.946559,-0.084887,0.25639,-0.9628389999999999,0.04961113877951198,0.03854258821096475,Pass,sample_data/subj01_timepoint02.mp4
0.12248800000000001,0.303273,-0.944998,-0.096459,0.25758000000000003,-0.9614299999999999,0.028977276511087075,0.011718044418758618,Pass,sample_data/subj01_timepoint02.mp4
0.14920999999999998,0.303789,-0.940983,-0.075989,0.256851,-0.9634590000000001,0.027026871165564063,0.020583225743308575,Pass,sample_data/subj01_timepoint02.mp4
0.148537,0.310212,-0.938992,-0.068829,0.268293,-0.960875,0.006758101730515751,0.013742707884547366,Pass,sample_data/subj01_timepoint02.mp4
0.14541800000000002,0.29036300000000004,-0.9458030000000001,-0.075012,0.26551199999999997,-0.9611850000000001,0.02121557642393904,0.006786718647476123,Pass,sample_data/subj01_timepoint02.mp4
0.150619,0.282679,-0.947315,-0.052520000000000004,0.273282,-0.960499,0.00940108509694493,0.0238061664280497,Pass,sample_data/subj01_timepoint02.mp4
0.140733,0.286144,-0.947795,-0.066708,0.271335,-0.9601700000000001,0.01048664011969516,0.01432474760685158,Pass,sample_data/subj01_timepoint02.mp4
0.149977,0.289665,-0.945305,-0.066514,0.280956,-0.957413,0.010200444941275873,0.01001011118819369,Pass,sample_data/subj01_timepoint02.mp4
0.130977,0.286491,-0.9490879999999999,-0.072869,0.256835,-0.9637040000000001,0.019631234423744207,0.025725188959461544,Pass,sample_data/subj01_timepoint02.mp4
0.115602,0.29604899999999995,-0.948152,-0.059366999999999996,0.27789400000000003,-0.958775,0.018127936589694908,0.025496676763845184,Pass,sample_data/subj01_timepoint02.mp4
