fac_features_mean_5,fac_tremor_median_5,fac_disp_median_5,fac_corr_5,fac_features_mean_12,fac_tremor_median_12,fac_disp_median_12,fac_corr_12,fac_features_mean_8,fac_tremor_median_8,fac_disp_median_8,fac_corr_8,fac_features_mean_48,fac_tremor_median_48,fac_disp_median_48,fac_corr_48,fac_features_mean_54,fac_tremor_median_54,fac_disp_median_54,fac_corr_54,fac_features_mean_28,fac_tremor_median_28,fac_disp_median_28,fac_corr_28,fac_features_mean_51,fac_tremor_median_51,fac_disp_median_51,fac_corr_51,fac_features_mean_66,fac_tremor_median_66,fac_disp_median_66,fac_corr_66,fac_features_mean_57,fac_tremor_median_57,fac_disp_median_57,fac_corr_57,error_reason
1.906217589449094,1.5346066090398505,0.6467189612597108,0.5923224678092318,1.7915022049903717,1.5093258706358486,0.6909035756737407,0.6246807124316883,1.823555821139087,1.448210227778657,0.6210441760253558,0.5993691169409483,0.3474736011605867,0.2541314326736099,0.4749649062339928,0.9080753107951064,0.5584633213404897,0.40937528776526244,0.47282194338593225,0.8512492012730328,0.0,0.0,0.5180152405449433,1.0,0.25319165078534867,0.18578159182831405,0.48664298542653883,0.934411527084465,0.34918626653965606,0.26562996641030495,0.5117895941537501,0.9108295571784039,0.3767477133018226,0.2707341977223331,0.48414190016584296,0.9039260262444311,
