c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,
1.73297,1.33572,0.863132,1.40454,1.58387,0.538198,0.509893,1.04164,0.375461,0.685577,0.554443,0.768565,1.21144,0.782346,0.398587,0.727287,0.356637,1.36569,0.381433,0.274155,0.191187,0.436648,0.209632,0.128675,0.142458,0.644062,2.20488,0.998434,0.194408,0.454043,0.96958,2.57451,2.97519,3.49836,2.80548,1.33427,2.48249,2.27856,1.55673,2.48349,4.49521,3.67381,4.89737,4.4354,3.31546,3.41666,4.67792,5.4029,1.97868,2.64877,4.88164,4.90287,3.975,1.40552,3.57251,0.47674,1.6507,1.69924,1.50943,0.400151,1.82858,3.77759,5.77438,3.51813,3.45029,2.90736,5.56059,2.15076
3.66688,2.64104,1.98459,1.64224,3.20222,2.3948,0.32996,1.26692,1.27911,0.866418,1.04295,1.99663,1.93415,1.78023,1.29567,1.29206,2.26043,3.27201,2.09343,1.85428,0.563687,0.461287,1.92511,0.46847,0.486784,2.40039,3.54979,3.5112,1.16138,4.39903,4.46498,4.43988,5.18742,6.30691,5.87537,4.52376,5.0348,4.02305,4.08332,3.82572,4.55858,4.6221,4.8157,4.74959,5.02089,4.72226,5.73327,5.51596,4.08903,1.84506,4.5856,5.96594,6.36448,6.29319,3.73775,2.8975,3.48973,3.85586,3.30842,3.16914,3.58613,5.4346,5.78995,5.84571,2.99818,5.7129,5.65683,5.09796
3.63117,2.6092,2.01557,1.51062,3.23802,2.63648,0.355558,1.02247,1.0823,0.899459,0.947637,2.02117,2.04614,1.75004,1.357,1.20681,2.28087,3.06675,2.45748,1.84396,0.569696,0.430318,2.03695,0.483335,0.495376,2.49705,3.4837,3.30769,1.30249,4.65362,4.39536,4.48776,5.24907,6.32806,5.8585,4.49505,2.92227,0.804635,0.687632,2.65554,3.206,0.686912,3.78502,3.52016,3.67865,4.6657,5.17076,4.08992,3.78155,1.96421,4.95064,6.02361,6.15474,6.33423,3.71363,2.81495,3.23369,3.64799,3.09466,2.69962,3.31287,5.535,5.87843,5.97668,2.73598,5.68394,5.77735,5.02298
3.89557,2.51506,2.00972,1.43617,3.17041,2.76199,0.381343,0.915746,0.668655,0.714044,1.09668,2.02528,2.30005,1.63496,1.45122,1.42873,2.41975,2.47855,2.6331,1.79955,0.467932,0.430284,2.52957,0.787928,0.446008,2.10644,3.39482,3.06739,1.58728,4.40278,4.27146,4.46993,5.14555,6.22676,5.69362,4.63038,1.65022,2.0623,3.53174,2.87102,2.83826,0.8602,2.98325,4.3365,5.06744,3.04832,4.49467,4.10953,3.35548,1.94941,5.02795,6.08676,6.18046,6.25916,3.87038,3.06374,3.20103,3.51817,2.65717,2.58114,3.04222,5.48685,5.73367,6.0343,2.74796,6.11736,5.56124,4.64753
3.79639,2.50734,1.98078,1.4897,3.14068,2.55225,0.37647,0.76207,0.614646,0.530219,1.1404,2.01812,2.40963,1.61928,1.23381,1.46753,2.11509,2.52305,2.4789,1.83012,0.437925,0.455892,2.5294,0.639293,0.548378,2.04662,2.91494,3.11062,1.57581,4.22322,4.44046,4.57535,5.12848,6.29911,5.68028,4.5892,1.75679,2.09514,4.01068,2.77404,3.53542,1.18821,2.79463,4.28423,4.83149,3.65195,5.12277,3.85936,3.1029,1.75929,4.95678,6.03644,6.20123,6.35536,3.96236,2.7689,3.13678,3.20443,2.17846,2.24481,2.90316,5.5384,5.56235,6.06174,2.75889,5.94591,5.59051,4.22661
3.76131,2.55538,1.96893,1.59276,3.12602,2.60276,0.388204,0.771012,0.657719,0.369721,1.08847,2.07036,2.35919,1.69938,1.1913,1.35684,2.18507,2.83601,2.59752,2.00335,0.624887,0.461074,2.49102,0.6652,0.566976,2.07032,3.27285,3.63383,1.3894,4.27297,4.59899,4.55059,5.28781,6.38304,5.75783,4.41419,2.96561,2.24551,3.14483,2.68278,3.75044,1.38158,4.39344,3.84754,4.92878,4.52276,5.33514,4.20945,2.92929,1.6577,5.29284,6.10919,6.1723,6.42898,3.65059,2.95323,3.30147,3.25745,1.96183,2.1514,2.77446,5.56999,5.38047,5.85918,2.62638,5.592,5.76528,4.25482
3.72948,2.55904,1.92189,1.58143,3.14045,2.82284,0.391764,0.768994,0.600249,0.357857,1.11496,2.05076,2.34378,1.74152,1.11704,1.29536,2.21691,3.27104,2.50473,1.93712,0.525415,0.505934,2.64618,0.740565,0.546987,2.21495,3.51954,3.78765,1.31724,4.35579,4.43598,4.53558,5.28623,6.38002,5.48709,4.35397,3.96364,2.53328,2.62209,3.71874,4.10436,2.00708,5.24682,3.73862,3.88703,4.1785,6.44427,4.70079,2.8796,1.64522,5.3234,6.13468,6.06613,6.36237,3.75088,2.98988,3.31964,3.41561,1.68933,1.96748,2.60362,5.61217,5.4,5.71985,2.42143,5.65304,5.73346,4.13109
3.68554,2.58151,1.88482,1.69477,3.1649,2.74741,0.363365,0.790677,0.657806,0.413476,1.09909,2.03628,2.28875,1.68831,1.17544,1.30427,2.37053,3.30676,2.39697,1.95358,0.538268,0.52968,2.5787,0.735801,0.60327,2.0583,3.68005,3.80515,1.34236,4.47608,4.47301,4.54373,5.30977,6.34922,5.7327,4.45148,4.97583,3.59016,3.93061,3.68045,4.29791,3.78964,5.06799,4.86726,5.15402,5.27467,5.93653,5.20412,2.90725,1.63315,5.36082,5.98983,6.09243,6.19174,3.37519,2.6673,3.2014,3.46435,1.6096,1.86292,2.5425,5.45773,5.44234,5.63476,2.546,5.55397,5.92143,4.10705
3.69961,2.57274,1.86816,1.61674,3.05228,2.49961,0.393696,0.728259,0.61056,0.476881,0.965656,2.04675,2.34343,1.89706,1.18492,1.45155,2.37751,3.23967,2.15409,1.90483,0.5399,0.535,2.5342,0.700766,0.616902,2.22807,3.60789,3.78926,1.29219,4.52336,4.49654,4.61631,5.27463,6.30844,5.75747,4.46488,5.35537,3.45706,4.07414,3.5562,4.13559,4.09798,5.29475,5.22457,5.42667,5.08614,5.57274,4.93717,2.84278,1.64204,5.07222,5.97842,6.14204,6.06393,3.14128,2.96415,3.16483,3.50181,1.50284,1.72782,2.53266,5.37949,5.65927,5.56561,2.73065,5.68053,5.84554,3.95887
3.71341,2.56006,1.929,1.64168,3.0862,2.63879,0.387427,0.728423,0.610765,0.436646,0.851676,2.00153,2.36626,1.86357,1.17331,1.42528,2.57698,3.23363,2.09592,1.94947,0.580432,0.538329,2.51888,0.61296,0.675126,2.48962,3.65194,3.8618,1.28319,4.61085,4.48131,4.63076,5.32159,6.33992,5.68294,4.38978,4.82476,3.52858,4.562,3.9402,4.37955,4.3328,5.05936,5.23189,5.64435,4.99645,5.7909,4.95543,2.98094,1.7559,4.97174,5.97488,5.97597,6.38862,3.69339,2.83932,3.53506,3.67851,1.5499,1.83492,2.7627,5.55321,5.65216,5.84544,3.07317,5.7842,5.86413,4.18811
3.66604,2.57756,1.97224,1.6582,3.10254,2.59326,0.402702,0.799195,0.526864,0.411311,0.780446,2.00592,2.27915,1.78833,1.14849,1.43489,2.5821,3.26575,1.96012,1.92789,0.601691,0.53077,2.48995,0.697973,0.666859,2.58741,3.57759,3.88964,1.28802,4.59434,4.48861,4.64944,5.33152,6.4003,5.73841,4.32885,4.69883,3.67251,4.69664,4.09352,4.35859,4.37942,4.95271,5.17129,5.64192,4.91491,5.66123,4.99611,2.96379,1.77295,5.00021,5.95006,6.11993,6.34301,3.83719,2.84264,3.46656,3.62319,1.69325,1.96261,2.84291,5.50759,5.7136,6.02656,2.83296,5.71172,5.85984,4.30533
