frame,fac_asymmaskmouth,fac_asymmaskeyebrow,fac_asymmaskeye,fac_asymmaskcom,error_reason,face_id,timestamp,confidence,success,dbm_master_url
1,2.4123564658290473,2.105378632060894,0.6331237274149996,1.7697098553382549,pass,0,0.0,0.98,1,sample_data/subj02_timepoint01.mp4
2,2.7300294118370525,1.780513736619976,0.6864158699876346,1.8348052209327428,pass,0,0.033,0.98,1,sample_data/subj02_timepoint01.mp4
3,2.6525379255217594,1.866797738057116,0.7281906953038974,1.8380755929622652,pass,0,0.067,0.98,1,sample_data/subj02_timepoint01.mp4
4,2.260400457471106,1.5755757718042864,0.4797155826698285,1.5178618955162764,pass,0,0.1,0.98,1,sample_data/subj02_timepoint01.mp4
5,2.811703871586482,1.6061595710766663,0.6065368680076424,1.7980868440063709,pass,0,0.133,0.98,1,sample_data/subj02_timepoint01.mp4
6,2.4018782810478325,1.4548254444788642,0.656578921631669,1.601506684240368,pass,0,0.16699999999999998,0.98,1,sample_data/subj02_timepoint01.mp4
7,2.1353114884435382,1.7765932794707258,0.5267746690424321,1.532952964166133,pass,0,0.2,0.98,1,sample_data/subj02_timepoint01.mp4
8,2.1118664681119865,1.391922263043431,0.5116846527857385,1.4170868935172356,pass,0,0.233,0.98,1,sample_data/subj02_timepoint01.mp4
9,2.033920449962917,1.1935600449638435,0.5354572737540136,1.339574077212981,pass,0,0.267,0.98,1,sample_data/subj02_timepoint01.mp4
10,2.1534227606263894,1.345106773216267,0.6538300706813788,1.4671524407989855,pass,0,0.3,0.98,1,sample_data/subj02_timepoint01.mp4
11,2.0159225258707494,1.5732823305033934,0.6231905393218933,1.459628162916543,pass,0,0.33299999999999996,0.98,1,sample_data/subj02_timepoint01.mp4
12,1.881778166004822,1.443437602219274,0.5622512914058384,1.3497326888194727,pass,0,0.36700000000000005,0.98,1,sample_data/subj02_timepoint01.mp4
13,1.8723418012341466,1.3875372839287345,0.57481560989565,1.3350165520468815,pass,0,0.4,0.98,1,sample_data/subj02_timepoint01.mp4
14,1.6896253981531049,1.2420085803237628,0.4296689057092635,1.173950501110486,pass,0,0.433,0.98,1,sample_data/subj02_timepoint01.mp4
15,1.6772250235014408,1.2436180086917357,0.4259695196802478,1.1679845973448257,pass,0,0.467,0.98,1,sample_data/subj02_timepoint01.mp4
16,1.6458823062903085,1.1826308830174672,0.41461831156551066,1.1351538281475193,pass,0,0.5,0.98,1,sample_data/subj02_timepoint01.mp4
17,1.5445704983995632,1.0145572353811314,0.3504721403635296,1.0280096319096497,pass,0,0.5329999999999999,0.98,1,sample_data/subj02_timepoint01.mp4
18,1.574426062003285,1.1414883411093308,0.4476211886598171,1.1046619649227283,pass,0,0.5670000000000001,0.98,1,sample_data/subj02_timepoint01.mp4
19,1.5388860091124767,1.3908326357622345,0.5598597456179312,1.1907584066009775,pass,0,0.6,0.98,1,sample_data/subj02_timepoint01.mp4
20,1.5100670990926526,1.3619527777423102,0.4184420218867492,1.1263659375143824,pass,0,0.633,0.98,1,sample_data/subj02_timepoint01.mp4
21,1.30212018636757,1.327585509471384,0.4281371069033572,1.032826930511454,pass,0,0.667,0.98,1,sample_data/subj02_timepoint01.mp4
22,1.2649921846959704,1.7214987105792852,0.5326868998193198,1.1538711804936899,pass,0,0.7,0.98,1,sample_data/subj02_timepoint01.mp4
23,2.474366907939406,2.055723698104133,1.069741209049408,1.9206316320174925,pass,0,0.733,0.98,1,sample_data/subj02_timepoint01.mp4
24,2.158843644622175,2.143722276473892,1.1480419744110726,1.835663809779647,pass,0,0.767,0.98,1,sample_data/subj02_timepoint01.mp4
25,1.2724103283205488,1.6561145189263151,0.9714471106934663,1.2783440992293034,pass,0,0.8,0.98,1,sample_data/subj02_timepoint01.mp4
26,1.6708650805177492,0.9921983317078678,0.6690895772499835,1.1759184087463808,pass,0,0.833,0.98,1,sample_data/subj02_timepoint01.mp4
27,1.9579457442176411,1.5642103848601498,1.257654819412174,1.6331866733955223,pass,0,0.867,0.98,1,sample_data/subj02_timepoint01.mp4
28,1.798441440409615,1.4918726902930446,1.1764934951385473,1.5213608392407065,pass,0,0.9,0.98,1,sample_data/subj02_timepoint01.mp4
29,1.4775475657880766,1.3542252727388306,0.9514048585626774,1.2789440021776228,pass,0,0.9329999999999999,0.98,1,sample_data/subj02_timepoint01.mp4
30,1.7341842635202882,1.7725722239612645,1.115774306184356,1.5489990034249874,pass,0,0.9670000000000001,0.98,1,sample_data/subj02_timepoint01.mp4
31,1.704636878604365,1.6915546389891098,0.9386248843313494,1.4592956594615034,pass,0,1.0,0.98,1,sample_data/subj02_timepoint01.mp4
32,1.9303803330405875,1.7128400490737743,1.0356111051220782,1.5905741863382126,pass,0,1.033,0.98,1,sample_data/subj02_timepoint01.mp4
33,1.9947920364774117,1.8033196805235079,0.9153380289656794,1.6035243614858374,pass,0,1.067,0.98,1,sample_data/subj02_timepoint01.mp4
34,2.2820946964633455,1.8425974239844927,0.8987613065175711,1.7295953963544555,pass,0,1.1,0.98,1,sample_data/subj02_timepoint01.mp4
35,2.4808784520652423,2.083011827875988,0.9677723936401109,1.898353743039081,pass,0,1.133,0.98,1,sample_data/subj02_timepoint01.mp4
36,2.2807001219814182,1.928588340903305,0.9749602600758623,1.7757002232012131,pass,0,1.167,0.98,1,sample_data/subj02_timepoint01.mp4
37,2.168559422528788,1.778292587150916,0.8485626506629109,1.6490165378927555,pass,0,1.2,0.98,1,sample_data/subj02_timepoint01.mp4
38,2.0610153242068083,1.8637339337765713,0.7193318324309819,1.585409645111748,pass,0,1.2329999999999999,0.98,1,sample_data/subj02_timepoint01.mp4
39,2.169569387820279,1.9547358582576806,1.0155557238018138,1.7486088808769218,pass,0,1.2670000000000001,0.98,1,sample_data/subj02_timepoint01.mp4
40,2.201452968772857,1.9192449224974601,1.12685138911777,1.787839826177725,pass,0,1.3,0.98,1,sample_data/subj02_timepoint01.mp4
