l0_x,l1_x,l2_x,l3_x,l4_x,l5_x,l6_x,l7_x,l8_x,l9_x,l10_x,l11_x,l12_x,l13_x,l14_x,l15_x,l16_x,l17_x,l18_x,l19_x,l20_x,l21_x,l22_x,l23_x,l24_x,l25_x,l26_x,l27_x,l28_x,l29_x,l30_x,l31_x,l32_x,l33_x,l34_x,l35_x,l36_x,l37_x,l38_x,l39_x,l40_x,l41_x,l42_x,l43_x,l44_x,l45_x,l46_x,l47_x,l48_x,l49_x,l50_x,l51_x,l52_x,l53_x,l54_x,l55_x,l56_x,l57_x,l58_x,l59_x,l60_x,l61_x,l62_x,l63_x,l64_x,l65_x,l66_x,l67_x,l0_y,l1_y,l2_y,l3_y,l4_y,l5_y,l6_y,l7_y,l8_y,l9_y,l10_y,l11_y,l12_y,l13_y,l14_y,l15_y,l16_y,l17_y,l18_y,l19_y,l20_y,l21_y,l22_y,l23_y,l24_y,l25_y,l26_y,l27_y,l28_y,l29_y,l30_y,l31_y,l32_y,l33_y,l34_y,l35_y,l36_y,l37_y,l38_y,l39_y,l40_y,l41_y,l42_y,l43_y,l44_y,l45_y,l46_y,l47_y,l48_y,l49_y,l50_y,l51_y,l52_y,l53_y,l54_y,l55_y,l56_y,l57_y,l58_y,l59_y,l60_y,l61_y,l62_y,l63_y,l64_y,l65_y,l66_y,l67_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz
444.769,446.776,451.588,458.321,468.423,484.294,504.406,531.876,568.344,605.557,636.552,662.074,681.617,693.508,700.799,707.409,711.651,466.213,480.581,503.996,529.653,554.142,598.841,625.931,651.103,674.166,688.506,575.914,575.496,574.86,574.267,543.876,558.545,574.058,590.122,604.487,491.065,505.386,522.689,537.952,522.756,505.801,614.744,630.822,648.011,661.562,648.4,631.623,520.034,538.913,557.236,572.534,590.243,610.8,628.048,610.539,590.476,571.881,555.294,537.871,528.771,556.3,572.193,590.125,620.062,589.643,571.775,555.897,277.66,312.094,345.016,377.244,409.238,440.522,468.802,491.927,499.854,496.117,477.687,451.294,420.071,386.502,352.733,318.501,283.157,261.671,242.933,234.289,234.438,239.718,238.629,232.381,233.133,242.923,261.183,269.14,295.587,322.003,348.854,362.463,368.433,373.74,369.244,364.447,278.413,269.517,269.005,277.652,281.522,282.632,277.462,268.686,270.049,278.243,282.556,281.466,415.405,404.848,400.225,404.418,401.114,406.568,417.007,427.822,432.767,434.007,431.8,426.538,416.341,413.482,415.487,414.242,417.452,413.955,415.402,412.963,17.9601,-3.92418,414.797,0.115872,0.065371,0.0195366
444.808,446.687,451.193,457.891,467.874,483.437,503.472,530.701,566.987,603.777,634,659.303,679.443,692.173,700.153,707.096,711.479,466.18,480.207,503.471,529.422,554.209,597.798,625.44,651.175,674.647,689.036,575.473,575.338,574.947,574.552,543.64,558.403,574.154,590.236,604.648,491.086,505.404,522.371,538.114,522.93,506.24,613.692,630.091,646.921,660.74,647.218,630.629,519.641,538.948,557.321,572.58,590.369,610.833,627.971,610.517,590.576,572.013,555.452,537.943,528.38,556.216,572.078,590.081,620.319,589.619,571.784,555.922,278.49,311.662,343.571,375.222,406.716,437.988,466.718,490.643,499.424,496.11,478.253,452.183,421.232,387.707,353.244,318.25,282.051,262.163,243.663,234.74,234.503,239.279,237.447,231.28,232.443,243.445,262.224,268.497,295.047,321.528,348.444,361.712,367.776,373.088,368.669,364.102,278.55,270.214,269.458,277.137,280.901,282.418,276.365,268.355,269.994,277.433,281.503,280.258,414.626,404.921,400.455,404.648,401.317,406.706,416.258,427.432,432.293,433.535,431.116,425.615,415.801,413.312,415.411,414.085,416.814,413.315,414.704,412.087,17.7031,-4.08915,412.289,0.118595,0.0538795,0.0231128
445.189,446.441,450.488,457.528,467.52,482.932,503.046,529.46,565.93,603.027,633.122,658.571,679.173,692.264,700.222,707.105,711.277,465.295,479.691,503.004,529.145,554.056,597.192,624.472,650.266,673.654,688.755,574.797,574.886,574.737,574.554,542.567,557.897,574.314,590.576,605.176,487.535,502.515,519.411,536.908,520.624,503.92,613.022,631.235,648.099,662.852,648.374,631.255,519.349,538.595,556.929,572.374,590.448,610.963,628.214,610.581,590.761,571.842,555.183,537.704,528.122,555.763,571.793,590.022,620.448,589.919,571.752,555.666,278.125,311.601,343.707,375.142,406.204,436.612,464.556,488.299,497.672,495.172,478.309,452.762,421.516,387.079,352.428,317.807,282.484,261.621,243.422,234.692,234.406,239.26,237.686,232.214,233.196,244.007,262.45,270.612,296.324,321.82,347.812,362,367.891,373.14,368.736,364.385,281.643,274.922,273.999,280.3,283.737,285.637,280.893,274.406,276.393,282.389,286.295,284.935,413.768,404.5,399.573,404.016,400.878,407.114,416.615,427.169,432.027,433.13,430.682,425.03,415.141,412.624,414.967,414.153,416.889,412.792,413.927,411.219,17.2864,-3.75173,406.541,0.117534,0.0470337,0.0248714
444.996,446.76,450.558,457.254,467.55,483.475,502.725,529.246,565.267,601.991,632.723,658.713,679.387,692.08,699.229,706.278,711.351,465.821,480.201,503.174,529.173,553.992,597.06,624.32,649.566,672.964,688.994,574.462,574.575,574.374,574.114,542.476,557.93,574.225,590.494,605.204,488.667,503.602,519.905,536.719,520.879,505.004,613.211,630.592,646.979,661.673,647.098,630.663,518.807,538.876,556.994,572.538,590.323,610.83,628.768,610.382,590.393,571.814,555.253,537.772,527.635,555.782,571.854,589.863,620.99,589.421,571.622,555.487,278.996,312.076,343.942,375.538,406.239,436.573,464.06,487.597,496.749,494.365,478.583,453.674,422.913,388.643,353.628,318.343,282.336,264.044,245.068,235.769,234.844,238.921,236.549,230.767,232.185,242.56,260.943,273.689,298.101,322.354,347.232,362.085,367.918,373.174,368.745,364.558,288.708,283.316,281.911,285.559,290.181,292.25,284.128,279.967,281.784,286.181,290.068,288.93,414.628,404.708,399.886,403.817,400.478,406.322,415.789,426.472,431.117,432.411,430.394,425.468,415.752,413.082,415.099,413.783,416.191,412.347,413.614,411.397,17.6801,-3.3856,416.828,0.095719,0.0431339,0.0241116
444.975,446.725,450.597,457.353,467.564,483.245,502.242,528.281,564.332,601.288,632.215,658.46,679.354,692.174,699.383,706.339,711.262,465.316,480.041,502.837,528.558,553.17,597.64,624.863,649.993,673.179,689.095,574.351,574.436,574.223,573.968,542.235,557.698,574.019,590.323,605.033,487.783,502.789,519.218,536.212,520.194,504.166,613.069,630.523,647.04,661.884,647.211,630.627,518.369,538.43,556.694,572.25,590.143,610.76,628.756,610.288,590.157,571.454,554.857,537.274,527.206,555.483,571.579,589.701,620.962,589.297,571.359,555.208,279.141,312.08,343.955,375.391,405.955,436.006,463.236,486.769,496.194,494.139,478.496,453.742,423.2,389.239,354.707,319.912,284.404,263.678,245.416,236.416,235.476,239.399,237.025,231.476,232.836,243.08,261.131,273.872,298.323,322.589,347.444,362.257,368.064,373.299,368.936,364.743,288.579,283.09,281.719,285.64,290.091,292.154,284.279,279.831,281.629,286.196,290.052,288.918,414.496,404.496,399.613,403.562,400.234,406.226,415.803,426.298,430.984,432.265,430.219,425.198,415.66,412.937,414.946,413.702,416.211,412.065,413.326,411.104,17.5399,-3.35716,416.111,0.0931519,0.0421204,0.0264029
444.996,446.631,450.564,457.276,467.444,483.194,502.372,528.185,563.918,600.779,631.463,657.724,679.114,692.587,700.181,706.937,711.408,464.901,479.616,502.842,528.66,553.258,597.618,624.94,650.191,673.454,688.919,574.574,574.617,574.37,574.108,541.992,557.395,573.84,590.397,605.202,487.322,502.101,518.582,535.295,519.461,503.397,614.059,631.107,647.607,662.11,647.741,631.312,518.336,538.234,556.595,572.127,590.149,610.796,628.48,610.402,590.189,571.354,554.648,537.077,527.167,555.359,571.507,589.711,620.802,589.406,571.306,555.131,278.669,312.111,344.292,375.686,406.558,436.597,463.738,487.118,496.486,494.465,478.413,453.605,423.049,388.975,354.194,318.944,283.062,262.642,244.597,235.958,235.453,239.698,237.686,232.124,233.232,243.324,261.29,271.65,297.157,322.514,348.401,361.634,367.811,373.257,368.714,364.163,284.19,277.975,276.748,281.641,285.658,287.531,280.94,275.585,277.383,282.709,286.303,285.063,414.096,404.383,399.809,403.932,400.668,406.36,415.888,426.232,431.02,432.19,429.927,424.68,415.384,412.773,414.885,413.762,416.313,412.217,413.434,411.013,17.4192,-3.70582,414.283,0.10513,0.046108,0.026102
444.881,446.641,450.821,457.574,467.67,483.057,502.286,527.873,563.492,600.332,631.076,657.303,678.815,692.495,700.472,707.267,711.501,465.379,479.649,502.828,528.719,553.383,597.248,624.796,650.51,674.113,689.148,574.753,574.732,574.42,574.082,542.257,557.411,573.728,590.219,604.958,489.306,503.965,520.308,536.726,521.278,505.251,613.403,630.055,646.398,660.794,646.513,630.293,518.368,538.073,556.558,572.142,590.412,610.921,628.248,610.488,590.386,571.346,554.479,536.945,527.088,555.266,571.486,589.944,620.692,589.576,571.262,555.04,278.609,311.867,344.043,375.559,406.502,436.623,463.823,487.033,496.388,494.316,478.039,453.216,422.865,389.271,354.423,318.829,282.317,261.744,244.136,235.633,235.437,239.972,237.492,231.452,232.496,243.33,261.731,269.869,296.33,322.583,349.281,361.329,367.678,373.167,368.674,364.142,280.817,274.01,272.829,278.35,281.961,283.855,277.411,271.331,273.121,278.915,282.308,281.004,413.945,404.652,400.12,404.355,401.014,406.513,415.605,426.375,431.394,432.639,430.104,424.492,415.315,412.92,415.074,413.852,416.248,412.171,413.427,410.783,17.3298,-4.006,411.472,0.117157,0.0480702,0.0263293
444.952,446.697,451.148,457.869,467.83,483.025,502.297,528.437,564.141,600.863,631.759,657.863,678.916,692.18,700.147,707.134,711.623,465.886,479.941,503.122,528.912,553.502,597.934,625.027,650.493,673.976,689.006,575.144,574.911,574.372,573.781,542.723,557.716,573.696,589.947,604.589,490.567,505.248,522.194,538.247,522.786,506.123,613.887,630.485,647.439,661.646,647.809,631.068,518.11,537.961,556.561,572.133,590.379,611.092,628.796,610.741,590.462,571.41,554.543,536.872,526.838,555.297,571.516,589.963,621.019,589.538,571.241,555.007,278.293,311.993,344.28,375.934,407.002,437.455,464.988,488.07,497.003,494.854,478.647,453.738,423.044,389.235,354.249,318.678,281.996,262.077,243.761,235.268,235.331,240.269,238.319,231.861,232.713,243.205,261.811,269.632,296.183,322.595,349.429,362.157,368.296,373.656,369.229,364.846,279.727,271.814,271.065,278.374,282.016,283.495,277.892,270.184,271.707,278.773,282.781,281.642,414.194,404.92,400.431,404.677,401.397,406.858,416.154,426.847,431.627,432.763,430.295,424.838,415.599,413.262,415.443,414.222,416.841,412.875,414.035,411.344,17.5115,-3.93114,412.914,0.117667,0.0541795,0.0270641
444.792,446.617,451.037,457.406,467.153,482.612,501.964,528.945,564.612,600.981,631.797,657.853,679.082,692.447,700.253,707.08,711.689,466.093,480.144,503.476,529.252,553.744,597.873,625.117,650.406,673.764,688.619,574.951,574.75,574.215,573.64,543.023,557.818,573.453,589.66,604.245,490.917,505.231,522.291,537.504,522.513,505.895,614.655,630.217,647.245,660.92,647.723,631.228,518.027,537.964,556.5,572.084,590.149,611.147,628.954,610.933,590.365,571.462,554.585,536.885,526.911,555.253,571.519,589.781,621.18,589.292,571.158,554.896,278.527,312.126,344.059,375.296,406.336,436.97,464.747,488.175,496.866,494.614,478.374,453.806,423.479,389.827,354.832,319.148,282.302,262.445,243.843,235.424,235.468,240.409,238.889,232.173,233.106,243.282,261.741,269.827,296.427,322.996,349.983,362.512,368.747,374.149,369.558,364.95,279.461,270.728,270.083,278.054,282.009,283.189,277.682,269.287,270.62,278.451,282.551,281.509,414.55,405.039,400.844,405.019,401.864,406.895,416.499,427.162,431.783,432.784,430.344,425.074,415.886,413.687,415.826,414.565,417.142,413.484,414.579,411.904,17.7191,-3.92473,418.892,0.121486,0.0588181,0.0271131
444.832,446.641,451.088,457.493,467.308,482.925,502.461,529.465,564.99,601.246,631.976,657.959,679.122,692.459,700.239,707.033,711.556,465.944,480.022,503.393,529.108,553.574,598.16,625.216,650.329,673.589,688.515,575.026,574.797,574.238,573.636,543.122,557.871,573.448,589.592,604.127,490.605,504.961,522.147,537.373,522.304,505.575,614.994,630.628,647.777,661.416,648.275,631.666,518.128,537.912,556.385,572.049,590.196,611.163,628.816,610.926,590.368,571.359,554.383,536.767,527.009,555.13,571.487,589.828,621.02,589.316,571.081,554.727,278.469,312.201,344.188,375.53,406.748,437.478,465.294,488.588,497.079,494.626,478.122,453.44,423.059,389.377,354.375,318.645,281.745,262.444,243.909,235.64,235.779,240.727,239.258,232.536,233.339,243.226,261.438,269.915,296.533,323.148,350.169,362.765,368.969,374.341,369.789,365.202,279.335,270.462,269.85,278.08,282.047,283.167,277.755,269.155,270.451,278.415,282.641,281.618,414.838,405.265,401.038,405.251,402.067,407.141,416.851,427.578,432.307,433.343,430.882,425.518,416.169,413.938,416.098,414.835,417.488,413.968,415.101,412.402,17.7331,-3.84299,418.932,0.125057,0.0601241,0.0257426
