l0_x,l1_x,l2_x,l3_x,l4_x,l5_x,l6_x,l7_x,l8_x,l9_x,l10_x,l11_x,l12_x,l13_x,l14_x,l15_x,l16_x,l17_x,l18_x,l19_x,l20_x,l21_x,l22_x,l23_x,l24_x,l25_x,l26_x,l27_x,l28_x,l29_x,l30_x,l31_x,l32_x,l33_x,l34_x,l35_x,l36_x,l37_x,l38_x,l39_x,l40_x,l41_x,l42_x,l43_x,l44_x,l45_x,l46_x,l47_x,l48_x,l49_x,l50_x,l51_x,l52_x,l53_x,l54_x,l55_x,l56_x,l57_x,l58_x,l59_x,l60_x,l61_x,l62_x,l63_x,l64_x,l65_x,l66_x,l67_x,l0_y,l1_y,l2_y,l3_y,l4_y,l5_y,l6_y,l7_y,l8_y,l9_y,l10_y,l11_y,l12_y,l13_y,l14_y,l15_y,l16_y,l17_y,l18_y,l19_y,l20_y,l21_y,l22_y,l23_y,l24_y,l25_y,l26_y,l27_y,l28_y,l29_y,l30_y,l31_y,l32_y,l33_y,l34_y,l35_y,l36_y,l37_y,l38_y,l39_y,l40_y,l41_y,l42_y,l43_y,l44_y,l45_y,l46_y,l47_y,l48_y,l49_y,l50_y,l51_y,l52_y,l53_y,l54_y,l55_y,l56_y,l57_y,l58_y,l59_y,l60_y,l61_y,l62_y,l63_y,l64_y,l65_y,l66_y,l67_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz
444.723,446.53,450.992,457.41,467.211,482.9,502.662,529.864,565.504,601.782,632.427,658.254,679.261,692.5,700.29,707.1,711.583,465.871,480.003,503.495,529.315,553.88,597.853,624.92,650.097,673.429,688.402,575.056,574.82,574.263,573.667,543.098,557.875,573.477,589.628,604.166,490.457,504.826,522.05,537.321,522.225,505.447,615.018,630.73,647.909,661.556,648.41,631.755,518.196,537.864,556.311,572.043,590.244,611.198,628.751,610.972,590.465,571.391,554.337,536.744,527.102,555.086,571.509,589.903,620.921,589.408,571.108,554.691,278.362,312.136,344.133,375.513,406.804,437.611,465.51,488.722,497.068,494.458,477.784,453.072,422.741,389.157,354.308,318.718,281.954,262.568,243.961,235.676,235.852,240.912,239.482,232.751,233.517,243.368,261.585,269.971,296.627,323.285,350.344,362.996,369.161,374.521,369.988,365.398,279.226,270.325,269.745,278.125,282.031,283.125,277.863,269.156,270.458,278.474,282.741,281.711,415.251,405.527,401.192,405.44,402.238,407.419,417.298,427.97,432.751,433.818,431.362,426.014,416.551,414.198,416.365,415.117,417.9,414.269,415.43,412.734,17.7272,-3.76738,418.455,0.127205,0.060443,0.0250019
444.688,446.598,451.209,457.679,467.344,482.843,502.628,530.037,566.042,602.662,633.422,659.067,679.66,692.516,700.166,707.006,711.512,465.983,480.242,503.609,529.238,553.71,598.044,624.953,649.92,673.083,688.155,575.098,574.837,574.257,573.646,543.201,557.932,573.515,589.64,604.133,490.473,504.815,522.085,537.387,522.241,505.424,615.015,630.837,648.041,661.673,648.549,631.856,518.402,537.915,556.311,571.985,590.13,611.041,628.619,610.834,590.362,571.337,554.358,536.82,527.267,555.131,571.483,589.822,620.762,589.325,571.075,554.732,278.541,312.367,344.38,375.785,407.128,438.104,466.21,489.54,497.888,495.205,478.412,453.406,422.788,389.114,354.41,318.984,282.365,262.73,244.235,236.013,236.122,241.027,239.617,233.048,233.81,243.399,261.345,269.865,296.67,323.488,350.7,363.262,369.437,374.829,370.265,365.609,279.326,270.353,269.775,278.245,282.172,283.282,277.952,269.17,270.454,278.555,282.867,281.83,415.513,405.675,401.368,405.584,402.374,407.571,417.546,428.145,432.884,433.97,431.571,426.309,416.77,414.292,416.435,415.181,418.13,414.479,415.685,413.034,17.7334,-3.66259,417.938,0.124107,0.0621009,0.0241823
444.703,446.682,451.388,457.85,467.414,482.795,502.59,530.092,566.16,602.855,633.697,659.352,679.864,692.598,700.152,707.023,711.555,466.031,480.272,503.537,529.054,553.506,598.271,625.059,649.847,672.885,688.002,575.121,574.85,574.254,573.621,543.361,558.029,573.542,589.599,604.034,490.586,504.922,522.278,537.536,522.383,505.492,615.069,630.867,648.152,661.781,648.705,631.946,518.596,537.98,556.312,571.963,590.071,610.923,628.449,610.728,590.294,571.294,554.338,536.869,527.432,555.135,571.463,589.763,620.587,589.244,571.032,554.707,278.348,312.375,344.492,375.964,407.291,438.285,466.365,489.639,497.95,495.318,478.654,453.589,422.817,388.958,354.128,318.532,281.688,262.997,244.461,236.225,236.222,240.909,239.515,233.098,233.923,243.411,261.269,269.818,296.73,323.662,350.978,363.468,369.624,375.014,370.45,365.814,279.438,270.328,269.765,278.409,282.382,283.469,278.044,269.101,270.349,278.572,282.982,281.972,415.772,405.802,401.466,405.675,402.459,407.691,417.765,428.425,433.166,434.239,431.857,426.614,416.996,414.373,416.511,415.262,418.355,414.777,415.964,413.312,17.7573,-3.61231,418.227,0.124968,0.0636016,0.0234671
444.659,446.637,451.368,457.877,467.453,482.815,502.583,529.97,566.04,602.768,633.616,659.247,679.72,692.42,700.005,706.901,711.452,466.096,480.334,503.63,529.21,553.715,598.2,624.938,649.714,672.721,687.791,575.192,574.911,574.31,573.674,543.434,558.09,573.588,589.623,604.035,490.587,504.932,522.276,537.56,522.411,505.519,615.094,630.91,648.187,661.809,648.727,631.963,518.691,538.043,556.372,572.006,590.109,610.953,628.435,610.753,590.34,571.35,554.399,536.944,527.538,555.199,571.512,589.806,620.576,589.314,571.103,554.795,278.523,312.518,344.618,376.062,407.375,438.322,466.355,489.619,497.977,495.426,478.774,453.775,423.085,389.381,354.748,319.355,282.706,263.231,244.651,236.327,236.288,241.023,239.636,233.228,234.09,243.618,261.477,269.943,296.887,323.833,351.155,363.761,369.887,375.263,370.73,366.111,279.612,270.484,269.922,278.586,282.532,283.631,278.276,269.317,270.585,278.847,283.227,282.195,416.057,406.104,401.749,405.971,402.757,408.031,418.112,428.753,433.539,434.629,432.24,426.964,417.283,414.718,416.861,415.62,418.701,415.078,416.277,413.619,17.7565,-3.48479,418.048,0.124244,0.0624369,0.024182
444.735,446.668,451.351,457.871,467.545,482.953,502.62,529.712,565.498,602.046,632.876,658.665,679.413,692.363,700.044,706.982,711.57,466.003,480.205,503.677,529.448,554.062,598.164,625.031,650.033,673.18,688.149,575.273,574.984,574.364,573.703,543.435,558.079,573.548,589.553,603.951,490.586,504.984,522.358,537.687,522.504,505.565,615.124,631.001,648.313,661.961,648.845,632.03,518.592,537.963,556.225,571.918,590.142,610.945,628.336,610.662,590.261,571.159,554.135,536.784,527.426,554.986,571.369,589.781,620.502,589.272,570.948,554.56,278.484,312.541,344.692,376.182,407.457,438.323,466.317,489.628,498.084,495.677,479.11,454.193,423.527,389.738,354.898,319.278,282.375,263.537,244.788,236.428,236.44,241.284,239.85,233.348,234.272,244.115,262.317,270.206,297.181,324.153,351.494,364.027,370.171,375.558,371.084,366.569,279.733,270.616,270.081,278.783,282.702,283.794,278.573,269.594,270.9,279.169,283.569,282.519,416.063,406.335,402.055,406.341,403.149,408.426,418.356,429.032,433.824,434.878,432.383,426.955,417.348,414.975,417.196,415.975,418.949,415.359,416.519,413.76,17.7278,-3.3567,417.74,0.12646,0.062023,0.0256003
444.794,446.751,451.399,457.879,467.568,482.935,502.481,529.541,565.293,601.769,632.536,658.363,679.22,692.282,700.035,707.015,711.648,465.864,480.115,503.684,529.554,554.216,598.249,625.435,650.676,673.934,688.744,575.303,575.034,574.435,573.801,543.421,558.091,573.579,589.607,604.027,490.641,505.026,522.438,537.75,522.575,505.597,615.093,630.944,648.263,661.896,648.778,631.961,518.683,538.09,556.335,572.06,590.333,611.091,628.339,610.827,590.496,571.357,554.3,536.933,527.539,555.093,571.496,589.963,620.536,589.476,571.111,554.691,278.632,312.661,344.824,376.314,407.593,438.504,466.665,490.223,498.775,496.318,479.601,454.492,423.713,389.776,354.798,319.101,282.098,263.677,244.954,236.612,236.602,241.411,240.006,233.571,234.612,244.769,263.207,270.41,297.339,324.269,351.57,364.098,370.28,375.679,371.18,366.657,279.797,270.636,270.103,278.816,282.758,283.865,278.617,269.641,271.002,279.283,283.669,282.594,416.293,406.506,402.224,406.506,403.305,408.537,418.467,429.207,434.027,435.088,432.572,427.123,417.566,415.107,417.331,416.089,419.044,415.539,416.719,413.924,17.7595,-3.26522,417.607,0.126476,0.0603146,0.0262219
444.879,446.763,451.33,457.784,467.562,483.047,502.595,529.446,564.813,600.863,631.424,657.392,678.676,692.151,700.145,707.224,711.995,465.724,479.917,503.513,529.455,554.167,598.721,626.107,651.442,674.696,689.295,575.351,575.068,574.456,573.812,543.514,558.124,573.521,589.492,603.873,490.68,505.067,522.515,537.734,522.627,505.615,615.257,630.942,648.304,661.929,648.839,632.012,518.748,538.181,556.447,572.086,590.252,611.005,628.158,610.743,590.446,571.415,554.415,537.019,527.644,555.188,571.518,589.873,620.4,589.397,571.141,554.792,278.857,312.761,344.818,376.168,407.322,438.084,466.11,489.707,498.349,495.931,479.28,454.462,424.061,390.4,355.507,319.876,282.922,263.741,245.081,236.734,236.69,241.484,240.105,233.716,234.84,245.248,263.792,270.795,297.662,324.523,351.745,364.259,370.405,375.758,371.288,366.812,279.848,270.628,270.121,278.924,282.862,283.918,278.769,269.695,271.061,279.409,283.801,282.734,416.36,406.666,402.355,406.627,403.454,408.648,418.491,429.449,434.397,435.454,432.915,427.347,417.675,415.299,417.515,416.283,419.125,415.777,416.939,414.126,17.7956,-3.1873,418.47,0.129375,0.0593448,0.028164
444.861,446.74,451.34,457.863,467.745,483.29,502.783,529.454,564.824,600.965,631.621,657.545,678.628,691.916,699.848,706.886,711.602,465.735,480.023,503.52,529.315,553.927,598.747,626.036,651.218,674.328,688.831,575.289,574.936,574.276,573.599,543.298,557.927,573.342,589.345,603.747,490.606,505.001,522.424,537.588,522.508,505.507,615.122,630.765,648.115,661.715,648.634,631.828,518.501,537.903,556.225,571.952,590.228,611.021,628.148,610.763,590.43,571.285,554.184,536.739,527.391,555.011,571.427,589.902,620.361,589.423,571.04,554.619,278.876,312.891,345.128,376.629,407.916,438.679,466.579,489.888,498.303,495.7,478.73,453.757,423.412,390.027,355.585,320.383,283.842,263.833,245.388,237.056,237.01,241.797,240.399,234.062,235.132,245.412,263.778,271.041,297.878,324.707,351.882,364.595,370.675,375.996,371.554,367.047,280.056,270.838,270.334,279.171,283.068,284.11,278.947,269.847,271.18,279.541,283.913,282.855,416.862,407.058,402.659,406.934,403.706,408.89,418.785,429.613,434.694,435.852,433.348,427.822,418.16,415.77,417.952,416.684,419.453,415.937,417.186,414.423,17.7554,-3.06748,418.823,0.13096,0.0598548,0.0271233
444.836,446.723,451.307,457.776,467.489,482.909,502.504,529.44,565.093,601.565,632.344,658.218,679.011,692.019,699.802,706.735,711.318,465.874,480.015,503.424,529.126,553.664,598.568,625.623,650.624,673.619,688.21,575.174,574.833,574.184,573.505,543.263,557.871,573.281,589.245,603.607,490.486,504.835,522.227,537.407,522.316,505.368,615.128,630.849,648.159,661.682,648.648,631.868,518.64,537.846,556.077,571.789,590.032,610.768,627.808,610.485,590.182,571.064,553.994,536.668,527.515,554.857,571.256,589.697,620.016,589.196,570.839,554.442,279.347,313.058,344.916,376.227,407.555,438.569,466.855,490.505,498.981,496.114,478.714,453.332,422.706,389.253,354.901,319.804,283.383,264.016,245.604,237.326,237.396,242.246,240.816,234.392,235.317,245.327,263.466,271.295,298.169,325.054,352.281,364.796,370.944,376.302,371.854,367.313,280.222,271.043,270.531,279.347,283.258,284.297,279.045,270.028,271.346,279.652,284.055,282.992,417.057,407.188,402.823,407.116,403.86,409.049,419.059,429.91,434.985,436.153,433.638,428.088,418.311,415.953,418.141,416.88,419.676,416.281,417.556,414.786,17.692,-2.99309,418.614,0.133452,0.0609195,0.0255625
444.809,446.681,451.342,457.932,467.716,483.215,502.977,530.169,565.977,602.457,633.094,658.651,679.204,692.074,699.791,706.67,711.126,465.97,480.238,503.429,528.805,553.104,598.477,625.354,650.148,673.033,687.862,574.917,574.64,574.048,573.417,543.224,557.835,573.28,589.255,603.637,490.331,504.646,522.022,537.311,522.154,505.232,614.861,630.69,647.982,661.551,648.499,631.722,518.644,537.739,555.942,571.787,590.166,610.967,628.033,610.736,590.389,571.117,553.938,536.624,527.505,554.757,571.277,589.855,620.221,589.344,570.852,554.334,279.559,313.328,345.253,376.683,408.151,439.396,467.94,491.609,499.968,496.986,479.538,453.982,423.124,389.442,354.844,319.475,282.803,264.042,245.99,237.977,238.081,242.74,241.294,234.923,235.746,245.458,263.241,271.447,298.333,325.26,352.534,365.065,371.208,376.563,372.069,367.486,280.482,271.345,270.794,279.54,283.461,284.55,279.207,270.244,271.54,279.756,284.186,283.131,417.461,407.529,403.129,407.42,404.147,409.353,419.415,430.272,435.353,436.549,434.032,428.487,418.725,416.203,418.393,417.114,420.025,416.659,417.955,415.18,17.665,-2.81297,417.912,0.133286,0.0626331,0.0231538
444.885,446.654,451.218,457.729,467.311,482.684,502.643,530.269,566.324,602.806,633.312,658.731,679.299,692.192,699.901,706.766,711.222,466.079,480.232,503.393,528.791,553.064,598.222,625.187,650.121,673.095,687.98,574.676,574.469,573.926,573.326,543.261,557.823,573.219,589.14,603.487,490.328,504.583,521.922,537.265,522.143,505.276,614.699,630.522,647.783,661.38,648.336,631.587,518.792,537.779,555.899,571.681,589.937,610.78,627.89,610.601,590.264,571.097,553.997,536.745,527.689,554.708,571.165,589.607,620.087,589.12,570.755,554.298,280.268,313.674,345.204,376.319,407.601,438.902,467.647,491.578,500.068,497.114,479.867,454.537,423.826,390.177,355.45,319.886,283.037,264.317,246.264,238.328,238.502,243.227,241.688,235.093,235.832,245.613,263.469,271.825,298.683,325.59,352.854,365.271,371.434,376.77,372.266,367.693,280.799,271.682,271.105,279.775,283.706,284.822,279.445,270.497,271.777,279.927,284.373,283.337,417.683,407.777,403.373,407.659,404.429,409.672,419.755,430.704,435.707,436.835,434.298,428.725,418.93,416.405,418.594,417.363,420.325,417.025,418.246,415.452,17.631,-2.68088,417.775,0.133751,0.0632084,0.0234835
