aco_totaltime,aco_speakingtime,aco_numpauses,aco_pausetime,aco_pausefrac,error_reason,dbm_master_url
0.13999999999999996,0.13999999999999996,0,0,0.0,Pass,sample_data/subj01_timepoint01.mp4
