aco_fm1,aco_fm2,aco_fm3,aco_fm4,error_reason,Frames,dbm_master_url
,,,,Pass,0,sample_data/subj01_timepoint02.mp4
,,,,Pass,1,sample_data/subj01_timepoint02.mp4
,,,,Pass,2,sample_data/subj01_timepoint02.mp4
,,,,Pass,3,sample_data/subj01_timepoint02.mp4
,,,,Pass,4,sample_data/subj01_timepoint02.mp4
,,,,Pass,5,sample_data/subj01_timepoint02.mp4
,,,,Pass,6,sample_data/subj01_timepoint02.mp4
,,,,Pass,7,sample_data/subj01_timepoint02.mp4
,,,,Pass,8,sample_data/subj01_timepoint02.mp4
,,,,Pass,9,sample_data/subj01_timepoint02.mp4
,,,,Pass,10,sample_data/subj01_timepoint02.mp4
,,,,Pass,11,sample_data/subj01_timepoint02.mp4
,,,,Pass,12,sample_data/subj01_timepoint02.mp4
,,,,Pass,13,sample_data/subj01_timepoint02.mp4
,,,,Pass,14,sample_data/subj01_timepoint02.mp4
,,,,Pass,15,sample_data/subj01_timepoint02.mp4
,,,,Pass,16,sample_data/subj01_timepoint02.mp4
,,,,Pass,17,sample_data/subj01_timepoint02.mp4
,,,,Pass,18,sample_data/subj01_timepoint02.mp4
,,,,Pass,19,sample_data/subj01_timepoint02.mp4
,,,,Pass,20,sample_data/subj01_timepoint02.mp4
,,,,Pass,21,sample_data/subj01_timepoint02.mp4
,,,,Pass,22,sample_data/subj01_timepoint02.mp4
,,,,Pass,23,sample_data/subj01_timepoint02.mp4
651.2265303148034,1606.2882929668626,2966.7620305300593,3980.0346743335695,Pass,24,sample_data/subj01_timepoint02.mp4
647.0883124151842,1568.537978185928,2929.326167308205,3945.628853166363,Pass,25,sample_data/subj01_timepoint02.mp4
646.0061873719692,1533.0916858003682,2893.294068121804,3909.1745150006795,Pass,26,sample_data/subj01_timepoint02.mp4
646.5688860676518,1500.6740620178955,2856.9581862540394,3872.088651478127,Pass,27,sample_data/subj01_timepoint02.mp4
645.8417994208615,1470.9351155536463,2817.6753648317563,3836.5818419011534,Pass,28,sample_data/subj01_timepoint02.mp4
639.4720064404223,1443.4660308708858,2774.3925523803614,3807.0508289307845,Pass,29,sample_data/subj01_timepoint02.mp4
623.5905804133763,1418.5374207475115,2729.431303076087,3788.5543885765037,Pass,30,sample_data/subj01_timepoint02.mp4
598.6632384199023,1397.384557301531,2688.187666937874,3782.8763730944797,Pass,31,sample_data/subj01_timepoint02.mp4
570.8253460394809,1381.257346759716,2655.6483893381637,3786.2020084667183,Pass,32,sample_data/subj01_timepoint02.mp4
547.0854749233456,1370.352664608855,2633.1523989427264,3791.3476853910197,Pass,33,sample_data/subj01_timepoint02.mp4
530.3262728645224,1363.8875140109835,2618.8809292797573,3791.9525888189737,Pass,34,sample_data/subj01_timepoint02.mp4
519.5165573413349,1360.6133153892163,2610.100342215018,3784.0406424141593,Pass,35,sample_data/subj01_timepoint02.mp4
512.1786092606046,1359.0574116297155,2604.413509923839,3765.0622728130843,Pass,36,sample_data/subj01_timepoint02.mp4
505.8987747339386,1357.6064244999823,2599.8564949726947,3733.312382318101,Pass,37,sample_data/subj01_timepoint02.mp4
498.7670035572701,1354.6964467511573,2594.6256684549967,3688.854623239757,Pass,38,sample_data/subj01_timepoint02.mp4
489.4219398768852,1349.2361325722045,2586.911369854503,3634.796316283953,Pass,39,sample_data/subj01_timepoint02.mp4
476.98642659094014,1341.1857895681565,2574.8531424451608,3576.5508910789613,Pass,40,sample_data/subj01_timepoint02.mp4
460.8416407890839,1331.8908674296547,2556.3133568717385,3518.7303235559343,Pass,41,sample_data/subj01_timepoint02.mp4
440.06864948470684,1323.5980858352443,2528.2088579506476,3462.813993632629,Pass,42,sample_data/subj01_timepoint02.mp4
412.2959048284968,1318.1753175808703,2485.698522561945,3408.060744550717,Pass,43,sample_data/subj01_timepoint02.mp4
371.48820701702925,1316.1755486129275,2422.613726527031,3354.7628696285356,Pass,44,sample_data/subj01_timepoint02.mp4
304.06070193888775,1317.5596906856745,2336.222800792563,3306.507028180003,Pass,45,sample_data/subj01_timepoint02.mp4
182.65856114170074,1324.2112092147763,2237.781929776107,3268.700575795875,Pass,46,sample_data/subj01_timepoint02.mp4
1325.1808524462074,2143.914823459088,3230.8788655659314,4732.16858541496,Pass,47,sample_data/subj01_timepoint02.mp4
106.16227127256728,1388.645735260373,2143.374163861942,3264.6501985727887,Pass,48,sample_data/subj01_timepoint02.mp4
280.7978144165109,1420.8277275447967,2160.150301358588,3260.4515239279303,Pass,49,sample_data/subj01_timepoint02.mp4
383.9559206364402,1458.130886811559,2231.744474860645,3300.775284349023,Pass,50,sample_data/subj01_timepoint02.mp4
438.3755302513535,1484.2822399761305,2300.444283139022,3359.855679657695,Pass,51,sample_data/subj01_timepoint02.mp4
468.2297709847237,1503.399222399511,2346.8632653753907,3430.4568929078537,Pass,52,sample_data/subj01_timepoint02.mp4
486.01782776128965,1519.1860084988755,2370.812773331286,3506.341439082061,Pass,53,sample_data/subj01_timepoint02.mp4
498.64353048965296,1533.4945289777472,2375.4776101742345,3585.2555588634755,Pass,54,sample_data/subj01_timepoint02.mp4
511.1263608422214,1546.3568661686115,2360.585512502808,3667.0649599463172,Pass,55,sample_data/subj01_timepoint02.mp4
528.785463374852,1555.3078179580018,2319.2392420085216,3748.9876495460917,Pass,56,sample_data/subj01_timepoint02.mp4
560.5721679466631,1547.785592010781,2234.6712532486254,3818.517315105734,Pass,57,sample_data/subj01_timepoint02.mp4
637.5323225167754,1397.9136896371408,2127.43339060419,3852.288968089018,Pass,58,sample_data/subj01_timepoint02.mp4
347.0547681535138,891.9561442716937,2091.6598894783506,3830.6275264395786,Pass,59,sample_data/subj01_timepoint02.mp4
929.8117098727779,2069.9339074884806,3730.1039042524926,4583.37246358742,Pass,60,sample_data/subj01_timepoint02.mp4
952.4835830578323,2092.06510227094,3674.4766697092336,4655.383064000581,Pass,61,sample_data/subj01_timepoint02.mp4
957.6774634749727,2098.8179922459913,3612.6827791519368,4709.275774340849,Pass,62,sample_data/subj01_timepoint02.mp4
959.0355032621015,2105.0192753809024,3565.557667208072,4746.001441320458,Pass,63,sample_data/subj01_timepoint02.mp4
958.2410310964211,2108.355048694606,3525.456454367831,4764.97423906725,Pass,64,sample_data/subj01_timepoint02.mp4
956.0790301739446,2107.0173648847876,3486.0152059217558,4764.369864911942,Pass,65,sample_data/subj01_timepoint02.mp4
953.4501814324225,2100.0789020420625,3440.4629352257966,4739.081862091268,Pass,66,sample_data/subj01_timepoint02.mp4
951.7370595255076,2088.3242005442626,3383.8371019316614,4685.80589073466,Pass,67,sample_data/subj01_timepoint02.mp4
952.4881709947535,2074.5671897176157,3324.0913225378636,4622.857220465891,Pass,68,sample_data/subj01_timepoint02.mp4
956.5696207620061,2061.987659341018,3280.075239825688,4583.652840100211,Pass,69,sample_data/subj01_timepoint02.mp4
963.304183530303,2052.1062436423404,3259.3716920184697,4571.796365461765,Pass,70,sample_data/subj01_timepoint02.mp4
970.298666061667,2044.849354304239,3257.9825027568477,4573.996075344332,Pass,71,sample_data/subj01_timepoint02.mp4
974.6164657215772,2039.9406679037736,3270.3815278087195,4581.173257992272,Pass,72,sample_data/subj01_timepoint02.mp4
975.2765156288536,2038.0717125928604,3292.951110180169,4589.077976621295,Pass,73,sample_data/subj01_timepoint02.mp4
281.77763574393236,991.2723061425274,2059.544355770341,3342.560596378971,Pass,74,sample_data/subj01_timepoint02.mp4
747.2959298832075,983.5078719255803,2050.6101071805565,3360.2093317607128,Pass,75,sample_data/subj01_timepoint02.mp4
843.9105459060446,1013.5173152292463,2067.114209011698,3401.5382849085236,Pass,76,sample_data/subj01_timepoint02.mp4
809.2539817225522,1095.534113941115,2089.989406306192,3445.6409426628716,Pass,77,sample_data/subj01_timepoint02.mp4
746.6819710019249,1191.9237488230024,2122.196299547041,3491.8143722506125,Pass,78,sample_data/subj01_timepoint02.mp4
729.5463551375408,1276.1193151774823,2193.981323419955,3541.208936430563,Pass,79,sample_data/subj01_timepoint02.mp4
812.1192199342302,1393.319940677868,2469.554719942498,4358.354167130246,Pass,80,sample_data/subj01_timepoint02.mp4
869.5161568921314,1475.8710077333071,2634.649768592715,4315.882436223381,Pass,81,sample_data/subj01_timepoint02.mp4
819.4360722117319,1501.4551949667639,2706.1099604585006,4301.491220205817,Pass,82,sample_data/subj01_timepoint02.mp4
734.7506410534822,1507.961774005217,2751.008699713805,4304.594900797538,Pass,83,sample_data/subj01_timepoint02.mp4
649.8901733750888,1506.683152638517,2783.6337685002986,4317.650888516184,Pass,84,sample_data/subj01_timepoint02.mp4
593.6443184144811,1501.1893280810846,2808.047456366923,4340.2439496544,Pass,85,sample_data/subj01_timepoint02.mp4
556.7053418283379,1492.565605364666,2825.5845116687387,4377.603790675909,Pass,86,sample_data/subj01_timepoint02.mp4
526.3113342691554,1480.383781203898,2836.684635535661,4139.98929348424,Pass,87,sample_data/subj01_timepoint02.mp4
491.3449209859872,1461.8833008740426,2838.4947397771202,3447.3994291447966,Pass,88,sample_data/subj01_timepoint02.mp4
418.78153534546186,1426.3885338712798,2630.8105175603387,3310.5006277660646,Pass,89,sample_data/subj01_timepoint02.mp4
1318.7057198667019,2242.1050632863303,3362.1423214040547,4533.705059050206,Pass,90,sample_data/subj01_timepoint02.mp4
1204.1084032054418,2116.6067441289606,3388.649888938266,4558.635245637848,Pass,91,sample_data/subj01_timepoint02.mp4
1139.096637612257,2105.956562826779,3389.66777005624,4561.439818101619,Pass,92,sample_data/subj01_timepoint02.mp4
1102.9384471722217,2113.982225553153,3385.424147528914,4564.737647163215,Pass,93,sample_data/subj01_timepoint02.mp4
1074.104125755041,2125.2417283831455,3379.640231779593,4573.453276255,Pass,94,sample_data/subj01_timepoint02.mp4
