frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, AU09_c, AU23_r,s_confidence,fac_hapintsoft,fac_sadintsoft,fac_surintsoft,fac_feaintsoft,fac_angintsoft,fac_disintsoft,fac_conintsoft,fac_paiintsoft,fac_negintsoft,fac_posintsoft,neu_exp,fac_comlowintsoft,fac_comuppintsoft,cai_exp,fac_comintsoft,fac_happres,fac_sadpres,fac_surpres,fac_feapres,fac_angpres,fac_dispres,fac_conpres,fac_hapinthard,fac_sadinthard,fac_surinthard,fac_feainthard,fac_anginthard,fac_disinthard,fac_coninthard,fac_paiinthard,fac_neginthard,fac_posinthard,neu_exp_full,cai_exp_full,fac_comlowinthard,fac_comuppinthard,fac_cominthard,error_reason,dbm_master_url
31,0,1.0,0.98,1,0.0,0.0,0.77,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.1,0.08,0.03,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
32,0,1.033,0.98,1,0.0,0.0,0.85,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.08,0.03,0.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
33,0,1.067,0.98,1,0.0,0.0,0.84,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
34,0,1.1,0.98,1,0.0,0.0,0.85,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
35,0,1.133,0.98,1,0.0,0.0,0.82,0.12,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.02,0.02,0.02,0,0,0.0,0.008,0,0.02,0,0.06,0.02,0.008571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
36,0,1.167,0.98,1,0.0,0.0,0.79,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.02,0.02,0.02,0,0,0.0,0.008,0,0.02,0,0.06,0.02,0.008571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
37,0,1.2,0.98,1,0.0,0.0,0.84,0.12,0.0,0.08,0.1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.02,0.02,0.02,0,0,0.0,0.008,0,0.02,0,0.06,0.02,0.008571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
38,0,1.2329999999999999,0.98,1,0.0,0.0,0.78,0.0,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.02,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
39,0,1.2670000000000001,0.98,1,0.0,0.0,0.75,0.0,0.0,0.08,0.01,0.0,0.0,0.0,0.0,0.08,0.0,0.11,0.06,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
40,0,1.3,0.98,1,0.0,0.0,0.66,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.11,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
41,0,1.3330000000000002,0.98,1,0.0,0.0,0.68,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
42,0,1.367,0.98,1,0.0,0.0,0.66,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
43,0,1.4,0.98,1,0.0,0.0,0.62,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
44,0,1.433,0.98,1,0.0,0.0,0.64,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.07,0.06,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
45,0,1.4669999999999999,0.98,1,0.0,0.0,0.74,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.07,0.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
46,0,1.5,0.98,1,0.0,0.0,0.66,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.06,0.04,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
47,0,1.5330000000000001,0.98,1,0.0,0.0,0.56,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.03,0.07,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
48,0,1.567,0.98,1,0.0,0.0,0.49,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.06,0.07,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
49,0,1.6,0.98,1,0.0,0.0,0.59,0.0,0.0,0.19,0.02,0.0,0.0,0.0,0.0,0.15,0.0,0.04,0.03,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
50,0,1.633,0.98,1,0.0,0.0,0.74,0.0,0.0,0.17,0.02,0.0,0.0,0.0,0.0,0.12,0.0,0.04,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
51,0,1.6669999999999998,0.98,1,0.0,0.0,0.82,0.0,0.0,0.32,0.02,0.0,0.0,0.0,0.0,0.11,0.0,0.06,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
52,0,1.7,0.98,1,0.0,0.0,0.8,0.0,0.0,0.56,0.01,0.0,0.0,0.0,0.07,0.1,0.0,0.14,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
53,0,1.733,0.98,1,0.0,0.0,0.65,0.0,0.0,0.72,0.03,0.0,0.0,0.0,0.11,0.15,0.0,0.21,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
54,0,1.767,0.98,1,0.0,0.0,0.55,0.0,0.0,0.89,0.03,0.0,0.0,0.0,0.17,0.17,0.0,0.19,0.07,0.15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.09166666666666667,0.0,0.04583333333333334,0.04583333333333334,0,0,0.09166666666666667,0.03666666666666667,0,0.0,0,0.18333333333333335,0.09166666666666667,0.02619047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
55,0,1.8,0.98,1,0.0,0.0,0.6,0.0,0.0,0.81,0.01,0.0,0.0,0.0,0.1,0.19,0.01,0.13,0.09,0.19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.09999999999999999,0.0,0.049999999999999996,0.049999999999999996,0,0,0.09999999999999999,0.039999999999999994,0,0.0,0,0.19999999999999998,0.09999999999999999,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
56,0,1.8330000000000002,0.98,1,0.0,0.0,0.65,0.0,0.0,0.77,0.0,0.02,0.0,0.0,0.11,0.18,0.01,0.1,0.12,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.10833333333333334,0.0,0.11833333333333333,0.11833333333333333,0,0,0.11833333333333333,0.069,0,0.0,0,0.34500000000000003,0.23666666666666666,0.04928571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
57,0,1.867,0.98,1,0.0,0.0,0.71,0.0,0.0,0.69,0.0,0.04,0.0,0.0,0.06,0.2,0.02,0.1,0.08,0.11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.11833333333333333,0.0,0.11666666666666665,0.11666666666666665,0,0,0.11666666666666665,0.07033333333333333,0,0.0,0,0.3516666666666666,0.23333333333333334,0.050238095238095234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
58,0,1.9,0.98,1,0.0,0.0,0.7,0.0,0.0,0.8,0.0,0.08,0.0,0.03,0.06,0.25,0.02,0.11,0.08,0.07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.11666666666666665,0.0,0.125,0.125,0,0,0.125,0.07333333333333333,0,0.0,0,0.36666666666666664,0.25,0.052380952380952375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
59,0,1.933,0.98,1,0.0,0.0,0.84,0.0,0.0,0.86,0.02,0.09,0.0,0.14,0.05,0.25,0.04,0.08,0.11,0.01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.13999999999999999,0.0,0.14166666666666666,0.14166666666666666,0,0,0.14166666666666666,0.08466666666666665,0,0.0,0,0.4233333333333333,0.2833333333333333,0.06047619047619047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
60,0,1.9669999999999999,0.98,1,0.0,0.0,1.02,0.0,0.02,1.02,0.04,0.18,0.0,0.22,0.09,0.31,0.07,0.04,0.11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.17,0.0,0.17,0.17,0,0,0.17,0.10200000000000001,0,0.0,0,0.51,0.34,0.07285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
61,0,2.0,0.98,1,0.0,0.0,1.22,0.0,0.05,1.1,0.05,0.24,0.0,0.28,0.13,0.37,0.12,0.0,0.17,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.20333333333333334,0.0,0.19333333333333336,0.19333333333333336,0,0,0.19333333333333336,0.11800000000000002,0,0.0,0,0.5900000000000001,0.3866666666666667,0.0842857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,Pass,sample_data/subj02_timepoint01.mp4
62,0,2.033,0.98,1,0.0,0.0,1.27,0.0,0.07,1.23,0.05,0.29,0.0,0.22,0.09,0.45,0.1,0.0,0.16,0.01,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.21166666666666667,0.0,0.1388888888888889,0.1388888888888889,0,0,0.20833333333333334,0.09788888888888889,0,0.0,0,0.48944444444444446,0.41666666666666663,0.06992063492063492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1388888888888889,0.0,Pass,sample_data/subj02_timepoint01.mp4
63,0,2.0669999999999997,0.98,1,0.02,0.0,1.27,0.0,0.05,1.28,0.03,0.32,0.0,0.22,0.03,0.45,0.05,0.0,0.25,0.01,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.21166666666666667,0.0,0.14166666666666666,0.14166666666666666,0,0,0.2125,0.099,0,0.0,0,0.495,0.42500000000000004,0.07071428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.14166666666666666,0.0,Pass,sample_data/subj02_timepoint01.mp4
64,0,2.1,0.98,1,0.02,0.0,1.3,0.0,0.07,1.4,0.03,0.35,0.0,0.13,0.0,0.4,0.0,0.03,0.19,0.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.21666666666666667,0.0,0.15000000000000002,0.15000000000000002,0,0,0.225,0.10333333333333335,0,0.0,0,0.5166666666666667,0.44999999999999996,0.07380952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.15000000000000002,0.0,Pass,sample_data/subj02_timepoint01.mp4
65,0,2.133,0.98,1,0.05,0.0,1.34,0.0,0.14,1.62,0.08,0.41,0.0,0.08,0.0,0.37,0.02,0.03,0.17,0.01,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.22333333333333336,0.0,0.16444444444444445,0.16444444444444445,0,0,0.24666666666666667,0.11044444444444443,0,0.0,0,0.5522222222222222,0.4933333333333334,0.07888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.16444444444444445,0.0,Pass,sample_data/subj02_timepoint01.mp4
66,0,2.167,0.98,1,0.04,0.0,1.31,0.0,0.21,1.75,0.11,0.42,0.0,0.09,0.0,0.33,0.02,0.03,0.1,0.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.21833333333333335,0.0,0.17,0.17,0,0,0.255,0.11166666666666666,0,0.0,0,0.5583333333333333,0.51,0.07976190476190477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.17,0.0,Pass,sample_data/subj02_timepoint01.mp4
67,0,2.2,0.98,1,0.09,0.0,1.34,0.0,0.21,1.72,0.12,0.39,0.0,0.19,0.01,0.35,0.02,0.0,0.2,0.01,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.11916666666666668,0.0075,0.13125,0.17,0,0,0.255,0.08408333333333333,0,0.0075,0,0.4279166666666667,0.4058333333333334,0.06113095238095239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.2891666666666667,0.0,Pass,sample_data/subj02_timepoint01.mp4
68,0,2.233,0.98,1,0.13,0.0,1.34,0.0,0.16,1.63,0.07,0.33,0.0,0.3,0.05,0.41,0.0,0.0,0.28,0.07,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.12250000000000001,0.010833333333333334,0.12916666666666668,0.16499999999999998,0,0,0.24749999999999997,0.08333333333333334,0,0.010833333333333334,0,0.42750000000000005,0.39416666666666667,0.061071428571428575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.2875,0.0,Pass,sample_data/subj02_timepoint01.mp4
69,0,2.267,0.98,1,0.19,0.0,1.4,0.0,0.15,1.63,0.06,0.28,0.0,0.29,0.06,0.49,0.0,0.0,0.27,0.11,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.13249999999999998,0.015833333333333335,0.13416666666666666,0.16833333333333333,0,0,0.2525,0.087,0,0.015833333333333335,0,0.4508333333333333,0.4041666666666667,0.0644047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.3008333333333333,0.0,Pass,sample_data/subj02_timepoint01.mp4
70,0,2.3,0.98,1,0.14,0.0,1.41,0.0,0.1,1.72,0.07,0.32,0.0,0.26,0.06,0.45,0.0,0.0,0.14,0.25,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.12916666666666665,0.011666666666666667,0.13624999999999998,0.17388888888888887,0,0,0.2608333333333333,0.0878611111111111,0,0.011666666666666667,0,0.45097222222222216,0.41583333333333333,0.06442460317460316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.3030555555555555,0.0,Pass,sample_data/subj02_timepoint01.mp4
71,0,2.333,0.98,1,0.1,0.0,1.39,0.0,0.05,1.63,0.06,0.33,0.0,0.21,0.02,0.47,0.0,0.0,0.04,0.29,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.12416666666666666,0.008333333333333333,0.13,0.16777777777777775,0,0,0.25166666666666665,0.08438888888888887,0,0.008333333333333333,0,0.43027777777777776,0.3958333333333333,0.061468253968253964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.2919444444444444,0.0,Pass,sample_data/subj02_timepoint01.mp4
72,0,2.367,0.98,1,0.07,0.0,1.36,0.0,0.0,1.6,0.03,0.3,0.0,0.17,0.01,0.39,0.0,0.04,0.02,0.24,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.11916666666666668,0.005833333333333334,0.12625,0.16444444444444445,0,0,0.24666666666666667,0.08197222222222222,0,0.005833333333333334,0,0.4156944444444445,0.38583333333333336,0.05938492063492064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.28361111111111115,0.0,Pass,sample_data/subj02_timepoint01.mp4
73,0,2.4,0.98,1,0.19,0.0,1.37,0.0,0.02,1.55,0.0,0.27,0.0,0.09,0.04,0.3,0.0,0.08,0.02,0.13,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0,0.13,0.015833333333333335,0.12958333333333336,0.1622222222222222,0,0,0.24333333333333332,0.08436111111111112,0,0.015833333333333335,0,0.4376388888888889,0.38833333333333336,0.06251984126984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.2922222222222222,0.0,Pass,sample_data/subj02_timepoint01.mp4
