c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,
1.30375,1.33535,0.945565,1.27938,1.04647,0.673152,0.262299,0.35363,0.472812,0.115932,0.344241,0.449835,0.443038,0.75487,0.574056,0.7159,1.63747,1.38366,1.24873,0.801316,1.23185,1.34397,1.00793,1.12463,0.692331,1.00348,1.55327,0.561777,0.141276,0.45424,0.158411,2.56991,0.573547,0.242019,1.28956,1.04919,0.848163,0.6388,1.72154,0.572582,4.33659,2.74421,1.02397,1.61759,1.19652,2.58794,4.33519,0.88039,3.44366,1.67302,0.829556,0.973876,2.14207,1.4711,2.41994,0.281489,0.448692,0.488033,0.904815,0.983622,3.25944,2.87617,5.08563,3.16425,1.90778,3.74888,3.49841,2.9517
2.84887,2.70129,1.5637,1.82934,1.96357,1.38589,0.818483,1.05064,1.21603,0.489496,0.636172,2.27276,1.5916,1.29219,1.51022,1.90893,3.66517,2.91753,3.45638,4.14963,3.245,2.728,3.36126,2.95846,2.241,3.11745,2.48163,2.53571,2.02638,2.82456,3.52797,1.83283,2.05183,2.27371,0.944059,3.62269,3.78476,1.32368,1.11788,1.98435,5.18517,2.65106,3.44519,3.92859,2.37454,3.60988,5.1646,4.26336,5.12201,3.29374,2.60992,4.12268,5.55807,3.99038,2.28491,1.51359,1.51826,3.08531,3.22397,3.37719,3.97903,5.03315,4.79598,6.0886,2.69121,4.98652,5.63551,5.57331
2.82115,2.70745,1.6297,2.01495,1.85449,1.67021,0.79244,0.991148,1.16437,0.458953,0.70937,2.40467,1.57998,1.26002,1.5762,2.1511,3.72707,3.04308,3.46363,4.12556,3.233,2.71047,3.3885,2.88464,2.30804,3.64428,3.11091,2.64687,1.91019,2.80405,3.64506,1.88774,2.09029,2.29131,0.883639,3.82301,3.70769,1.13493,1.07942,1.96234,5.21149,3.03616,3.32551,3.75805,2.43029,3.43145,5.24905,4.52376,5.21543,3.35803,2.71267,4.22077,5.55198,4.16503,2.0783,1.34446,1.37267,2.98732,3.21898,3.22907,3.85043,4.94038,4.56491,5.93528,2.48643,4.70969,5.64508,5.66391
2.79827,2.7185,1.6344,1.89089,1.92861,1.47032,0.769748,1.03713,1.18435,0.375949,0.696038,2.27266,1.52097,1.34038,1.5968,2.20749,3.76797,3.02641,3.54521,4.12878,3.22632,2.75962,3.29884,2.99081,2.34364,3.7373,3.03264,2.63695,1.9737,2.77579,3.61689,1.95994,2.10959,2.37418,1.04684,4.44303,3.48359,1.37702,1.2698,1.93143,5.275,3.10405,3.73533,4.08572,2.69202,3.34213,4.97358,4.36785,5.20171,3.15913,2.42206,4.26988,5.40973,3.96764,2.2687,1.31572,1.35944,2.80325,3.11583,3.07937,3.79472,4.96483,4.50312,5.98796,2.929,4.52419,5.61449,5.57736
2.78493,2.69361,1.6277,1.84462,2.00558,1.45265,0.772874,1.18094,1.1854,0.414761,0.61845,2.29803,1.58479,1.28638,1.55091,2.28462,3.80355,2.96873,3.61124,4.15447,3.16918,2.73072,3.18509,3.07063,2.54111,3.53961,3.06421,2.59774,2.03746,2.77948,3.59985,1.94961,1.99039,2.39708,0.995752,5.00777,3.40808,1.50063,1.34361,1.96167,5.32876,3.20415,3.83219,4.14179,2.59438,3.59962,5.05681,4.23517,5.18867,3.01215,2.26025,4.15241,5.44928,4.09287,2.93159,1.22953,1.50341,2.77127,3.106,3.14732,3.84129,4.88266,4.30951,6.08044,3.27487,4.25759,5.7665,5.59357
2.79646,2.68597,1.66814,1.85334,2.00947,1.61519,0.806298,1.22964,1.30744,0.371035,0.699638,2.22004,1.50503,1.23825,1.44522,2.40553,3.78979,2.9763,3.61562,4.14142,3.2304,2.74952,3.33269,3.11856,2.70226,3.67685,3.25673,2.68422,2.11861,2.76183,3.55515,1.93337,1.9074,2.36755,0.920883,4.88666,3.52826,1.32397,1.29018,2.03143,5.39779,2.99657,3.96509,3.98347,2.72216,3.99436,5.08622,4.42182,5.41198,3.19706,2.41631,4.30071,5.51705,3.99775,2.71427,1.40846,1.46514,2.96625,3.29064,3.40265,3.90632,4.85186,4.3397,6.15399,3.10828,4.26958,5.70933,5.57931
2.80932,2.65962,1.68367,1.84329,2.08923,1.46724,0.830416,1.15212,1.27951,0.424689,0.667576,2.09931,1.53455,1.18429,1.37666,2.08916,3.59857,2.9843,3.60941,4.10267,3.25528,2.71495,3.35704,2.96609,2.77823,3.64519,3.28299,2.80177,2.21657,2.77779,3.47019,1.88835,1.85332,2.35156,0.854336,4.82152,3.47338,1.20174,1.25375,1.93256,5.41054,3.02149,3.79366,3.87758,2.98171,3.88975,5.16433,4.54109,5.575,3.22865,2.69842,4.34041,5.48327,3.88576,2.23632,1.65426,1.47783,2.89799,3.34086,3.53221,3.90962,4.82139,4.42331,6.11699,3.28454,4.34707,5.5386,5.5669
2.82687,2.66525,1.67364,1.81616,2.07585,1.58505,0.778251,1.20102,1.26991,0.378033,0.655629,2.05101,1.48964,1.21302,1.44854,2.28822,3.86509,2.99877,3.61757,4.06468,3.23439,2.79345,3.32281,2.98431,2.43396,3.56526,3.07557,2.6658,2.14201,2.78524,3.5249,1.86355,1.96311,2.42248,0.909965,4.65325,3.41031,1.08107,1.52282,1.62494,5.32609,2.93294,3.98549,3.91603,2.64984,3.75239,5.16071,4.42223,5.44789,3.12605,2.81798,4.35266,5.52407,3.91099,1.837,1.66378,1.4185,2.97276,3.42874,3.4986,3.88862,4.83555,4.46315,5.91123,2.71123,4.19005,5.56393,5.6407
2.85188,2.68461,1.63927,1.83124,2.06446,1.5403,0.766653,1.18735,1.32573,0.382295,0.639651,2.04668,1.43405,1.21879,1.44993,2.26884,3.8771,2.95216,3.62094,4.09617,3.16992,2.77616,3.32506,2.85486,2.43113,3.52829,3.0271,2.65498,2.08576,2.73394,3.55789,1.86678,2.08367,2.47,0.968479,4.53254,3.52057,1.01113,1.50048,1.64896,5.22738,2.83121,3.99195,3.90431,2.92146,3.65019,5.20171,4.23271,5.41218,3.06742,2.79542,4.43772,5.72409,4.08183,1.92858,1.44168,1.39606,2.92937,3.40985,3.38446,3.82861,4.84184,4.50116,5.73161,2.57606,4.22263,5.37815,5.71703
2.87011,2.69444,1.65307,1.81475,2.03465,1.51862,0.749605,1.11941,1.38524,0.405319,0.804333,2.12584,1.4271,1.22945,1.52455,2.03602,3.82239,3.00117,3.59308,4.11918,3.16099,2.79649,3.25562,2.79799,2.25959,3.14032,2.91437,2.67583,2.21331,2.74214,3.57766,1.98434,2.14105,2.487,1.13852,4.43129,3.38445,1.07896,1.58571,1.73139,5.22953,2.71832,3.55979,4.00068,2.85958,3.62425,5.19326,4.56233,5.23458,3.06721,2.72125,4.44679,5.62379,4.03301,1.7605,1.43067,1.64365,3.13185,3.41059,3.46724,3.71988,4.75946,4.56599,5.73674,2.43466,4.06197,5.58197,5.69865
