Frames,mov_headvel,error_reason,dbm_master_url
79,5.728001396647844,Pass,sample_data/subj02_timepoint02.mp4
80,4.82597140480546,Pass,sample_data/subj02_timepoint02.mp4
81,0.714142842854274,Pass,sample_data/subj02_timepoint02.mp4
82,3.894868418830127,Pass,sample_data/subj02_timepoint02.mp4
83,3.026549190084338,Pass,sample_data/subj02_timepoint02.mp4
84,2.5238858928247874,Pass,sample_data/subj02_timepoint02.mp4
85,4.304648650006216,Pass,sample_data/subj02_timepoint02.mp4
86,2.186321110907535,Pass,sample_data/subj02_timepoint02.mp4
87,2.509980079602227,Pass,sample_data/subj02_timepoint02.mp4
88,4.644351407893249,Pass,sample_data/subj02_timepoint02.mp4
89,0.0,Pass,sample_data/subj02_timepoint02.mp4
90,2.385372088375328,Pass,sample_data/subj02_timepoint02.mp4
91,2.3173260452512894,Pass,sample_data/subj02_timepoint02.mp4
92,2.042057785666209,Pass,sample_data/subj02_timepoint02.mp4
93,2.184032966784144,Pass,sample_data/subj02_timepoint02.mp4
94,1.7000000000000028,Pass,sample_data/subj02_timepoint02.mp4
95,1.7204650534085242,Pass,sample_data/subj02_timepoint02.mp4
96,1.4247806848775173,Pass,sample_data/subj02_timepoint02.mp4
97,0.648074069840772,Pass,sample_data/subj02_timepoint02.mp4
98,0.41231056256174436,Pass,sample_data/subj02_timepoint02.mp4
99,2.0832666655999974,Pass,sample_data/subj02_timepoint02.mp4
100,0.10000000000002274,Pass,sample_data/subj02_timepoint02.mp4
101,1.0488088481701503,Pass,sample_data/subj02_timepoint02.mp4
102,2.229349680960796,Pass,sample_data/subj02_timepoint02.mp4
103,2.5922962793631426,Pass,sample_data/subj02_timepoint02.mp4
104,3.5482389998420345,Pass,sample_data/subj02_timepoint02.mp4
105,6.021627686929842,Pass,sample_data/subj02_timepoint02.mp4
106,0.7348469228349424,Pass,sample_data/subj02_timepoint02.mp4
107,3.511409973215892,Pass,sample_data/subj02_timepoint02.mp4
108,5.459853477887448,Pass,sample_data/subj02_timepoint02.mp4
109,6.011655346075622,Pass,sample_data/subj02_timepoint02.mp4
110,4.652956049652737,Pass,sample_data/subj02_timepoint02.mp4
111,4.786439177509738,Pass,sample_data/subj02_timepoint02.mp4
112,5.281098370604351,Pass,sample_data/subj02_timepoint02.mp4
113,3.931920650267498,Pass,sample_data/subj02_timepoint02.mp4
114,3.689173349139355,Pass,sample_data/subj02_timepoint02.mp4
115,5.3413481444294755,Pass,sample_data/subj02_timepoint02.mp4
116,3.9370039370059056,Pass,sample_data/subj02_timepoint02.mp4
117,4.705316142407425,Pass,sample_data/subj02_timepoint02.mp4
118,0.3162277660167947,Pass,sample_data/subj02_timepoint02.mp4
119,3.6918829883949487,Pass,sample_data/subj02_timepoint02.mp4
120,2.7313000567495593,Pass,sample_data/subj02_timepoint02.mp4
121,1.769180601295406,Pass,sample_data/subj02_timepoint02.mp4
122,5.557877292636078,Pass,sample_data/subj02_timepoint02.mp4
123,0.7874007874011822,Pass,sample_data/subj02_timepoint02.mp4
124,1.118033988749895,Pass,sample_data/subj02_timepoint02.mp4
125,2.9086079144497745,Pass,sample_data/subj02_timepoint02.mp4
126,0.0999999999999659,Pass,sample_data/subj02_timepoint02.mp4
127,1.417744687875796,Pass,sample_data/subj02_timepoint02.mp4
128,0.4242640687119073,Pass,sample_data/subj02_timepoint02.mp4
129,4.427188724235731,Pass,sample_data/subj02_timepoint02.mp4
130,9.938812806366734,Pass,sample_data/subj02_timepoint02.mp4
131,1.6309506430300316,Pass,sample_data/subj02_timepoint02.mp4
132,3.000000000000001,Pass,sample_data/subj02_timepoint02.mp4
133,3.5156791662493903,Pass,sample_data/subj02_timepoint02.mp4
134,3.828837943815325,Pass,sample_data/subj02_timepoint02.mp4
135,5.219195340279962,Pass,sample_data/subj02_timepoint02.mp4
136,6.466838485689911,Pass,sample_data/subj02_timepoint02.mp4
137,5.872818744010409,Pass,sample_data/subj02_timepoint02.mp4
138,5.363767332761567,Pass,sample_data/subj02_timepoint02.mp4
139,4.7212286536451495,Pass,sample_data/subj02_timepoint02.mp4
140,8.645808232895288,Pass,sample_data/subj02_timepoint02.mp4
141,0.29999999999999066,Pass,sample_data/subj02_timepoint02.mp4
142,4.409081537009713,Pass,sample_data/subj02_timepoint02.mp4
143,5.493632677928139,Pass,sample_data/subj02_timepoint02.mp4
144,3.047950130825633,Pass,sample_data/subj02_timepoint02.mp4
145,3.4336569426778865,Pass,sample_data/subj02_timepoint02.mp4
146,2.9698484809834946,Pass,sample_data/subj02_timepoint02.mp4
147,3.577708763999654,Pass,sample_data/subj02_timepoint02.mp4
148,2.0712315177208063,Pass,sample_data/subj02_timepoint02.mp4
149,1.0295630140986989,Pass,sample_data/subj02_timepoint02.mp4
150,2.1213203435596433,Pass,sample_data/subj02_timepoint02.mp4
151,0.8306623862917626,Pass,sample_data/subj02_timepoint02.mp4
152,2.6248809496813035,Pass,sample_data/subj02_timepoint02.mp4
153,2.161018278497444,Pass,sample_data/subj02_timepoint02.mp4
154,0.20000000000004547,Pass,sample_data/subj02_timepoint02.mp4
155,1.878829422805611,Pass,sample_data/subj02_timepoint02.mp4
156,1.9723082923315955,Pass,sample_data/subj02_timepoint02.mp4
157,2.1610182784974334,Pass,sample_data/subj02_timepoint02.mp4
158,4.5617978911828425,Pass,sample_data/subj02_timepoint02.mp4
159,5.124451190127582,Pass,sample_data/subj02_timepoint02.mp4
160,3.505709628591603,Pass,sample_data/subj02_timepoint02.mp4
161,6.482283548256738,Pass,sample_data/subj02_timepoint02.mp4
162,0.4123105625617439,Pass,sample_data/subj02_timepoint02.mp4
163,4.8918299234539955,Pass,sample_data/subj02_timepoint02.mp4
164,7.748548251124196,Pass,sample_data/subj02_timepoint02.mp4
165,4.3943145085439665,Pass,sample_data/subj02_timepoint02.mp4
166,9.721111047611801,Pass,sample_data/subj02_timepoint02.mp4
167,2.437211521390788,Pass,sample_data/subj02_timepoint02.mp4
168,5.116639522186405,Pass,sample_data/subj02_timepoint02.mp4
169,1.6999999999999886,Pass,sample_data/subj02_timepoint02.mp4
170,2.3430749027719884,Pass,sample_data/subj02_timepoint02.mp4
171,2.0591260281974044,Pass,sample_data/subj02_timepoint02.mp4
172,3.891015291668712,Pass,sample_data/subj02_timepoint02.mp4
173,2.5199206336708135,Pass,sample_data/subj02_timepoint02.mp4
174,2.3727621035409343,Pass,sample_data/subj02_timepoint02.mp4
175,0.09999999999999964,Pass,sample_data/subj02_timepoint02.mp4
176,0.5999999999999854,Pass,sample_data/subj02_timepoint02.mp4
177,5.60713830755044,Pass,sample_data/subj02_timepoint02.mp4
178,2.609597670139944,Pass,sample_data/subj02_timepoint02.mp4
179,2.617250465660503,Pass,sample_data/subj02_timepoint02.mp4
180,0.9433981132056387,Pass,sample_data/subj02_timepoint02.mp4
181,2.7313000567495216,Pass,sample_data/subj02_timepoint02.mp4
182,1.1401754250991298,Pass,sample_data/subj02_timepoint02.mp4
183,2.23830292855994,Pass,sample_data/subj02_timepoint02.mp4
184,0.41231056256179904,Pass,sample_data/subj02_timepoint02.mp4
185,2.3853720883753127,Pass,sample_data/subj02_timepoint02.mp4
186,2.469817807045713,Pass,sample_data/subj02_timepoint02.mp4
187,3.0430248109405778,Pass,sample_data/subj02_timepoint02.mp4
188,6.949100661236686,Pass,sample_data/subj02_timepoint02.mp4
189,5.240229002629583,Pass,sample_data/subj02_timepoint02.mp4
190,2.824889378365107,Pass,sample_data/subj02_timepoint02.mp4
191,2.87054001888146,Pass,sample_data/subj02_timepoint02.mp4
192,0.7071067811865362,Pass,sample_data/subj02_timepoint02.mp4
193,1.7233687939614364,Pass,sample_data/subj02_timepoint02.mp4
194,0.9539392014169487,Pass,sample_data/subj02_timepoint02.mp4
