mov_hposepitch,mov_hposeyaw,mov_hposeroll,mov_hposedist,error_reason,dbm_master_url
0.128,0.061,0.026000000000000002,0.0037416573867739447,Pass,sample_data/subj01_timepoint01.mp4
0.12300000000000001,0.061,0.027999999999999997,0.005385164807134493,Pass,sample_data/subj01_timepoint01.mp4
0.128,0.063,0.025,0.006164414002968967,Pass,sample_data/subj01_timepoint01.mp4
0.126,0.063,0.024,0.0022360679774997916,Pass,sample_data/subj01_timepoint01.mp4
0.124,0.064,0.024,0.0022360679774997916,Pass,sample_data/subj01_timepoint01.mp4
0.124,0.066,0.021,0.0036055512754639895,Pass,sample_data/subj01_timepoint01.mp4
0.126,0.066,0.019,0.0028284271247461927,Pass,sample_data/subj01_timepoint01.mp4
0.133,0.07,0.015,0.009000000000000006,Pass,sample_data/subj01_timepoint01.mp4
0.132,0.07,0.013999999999999999,0.0014142135623730963,Pass,sample_data/subj01_timepoint01.mp4
0.136,0.071,0.013000000000000001,0.004242640687119285,Pass,sample_data/subj01_timepoint01.mp4
0.136,0.07400000000000001,0.012,0.0031622776601683954,Pass,sample_data/subj01_timepoint01.mp4
0.136,0.07200000000000001,0.011000000000000001,0.0022360679774997907,Pass,sample_data/subj01_timepoint01.mp4
0.134,0.07400000000000001,0.011000000000000001,0.0028284271247461927,Pass,sample_data/subj01_timepoint01.mp4
0.134,0.073,0.01,0.001414213562373106,Pass,sample_data/subj01_timepoint01.mp4
0.134,0.07400000000000001,0.009000000000000001,0.0014142135623731048,Pass,sample_data/subj01_timepoint01.mp4
0.134,0.07400000000000001,0.009000000000000001,0.0,Pass,sample_data/subj01_timepoint01.mp4
0.135,0.07400000000000001,0.008,0.0014142135623730963,Pass,sample_data/subj01_timepoint01.mp4
0.138,0.073,0.009000000000000001,0.0033166247903554068,Pass,sample_data/subj01_timepoint01.mp4
0.14,0.071,0.01,0.0030000000000000022,Pass,sample_data/subj01_timepoint01.mp4
0.139,0.07,0.012,0.002449489742783173,Pass,sample_data/subj01_timepoint01.mp4
0.14,0.068,0.012,0.0022360679774997916,Pass,sample_data/subj01_timepoint01.mp4
0.142,0.067,0.013000000000000001,0.0024494897427831575,Pass,sample_data/subj01_timepoint01.mp4
0.141,0.065,0.013999999999999999,0.0024494897427831787,Pass,sample_data/subj01_timepoint01.mp4
0.142,0.065,0.015,0.0014142135623730963,Pass,sample_data/subj01_timepoint01.mp4
0.139,0.064,0.017,0.0037416573867739226,Pass,sample_data/subj01_timepoint01.mp4
0.145,0.064,0.018000000000000002,0.006082762530298198,Pass,sample_data/subj01_timepoint01.mp4
0.14,0.064,0.018000000000000002,0.004999999999999977,Pass,sample_data/subj01_timepoint01.mp4
0.14400000000000002,0.064,0.021,0.005000000000000003,Pass,sample_data/subj01_timepoint01.mp4
0.139,0.062,0.023,0.005744562646538032,Pass,sample_data/subj01_timepoint01.mp4
0.145,0.062,0.025,0.006324555320336738,Pass,sample_data/subj01_timepoint01.mp4
0.14800000000000002,0.062,0.027000000000000003,0.0036055512754640156,Pass,sample_data/subj01_timepoint01.mp4
0.152,0.064,0.026000000000000002,0.00458257569495582,Pass,sample_data/subj01_timepoint01.mp4
0.158,0.065,0.025,0.006164414002968982,Pass,sample_data/subj01_timepoint01.mp4
0.16,0.066,0.024,0.0024494897427831805,Pass,sample_data/subj01_timepoint01.mp4
0.16,0.067,0.024,0.0010000000000000009,Pass,sample_data/subj01_timepoint01.mp4
0.161,0.065,0.025,0.0024494897427831805,Pass,sample_data/subj01_timepoint01.mp4
0.159,0.063,0.026000000000000002,0.0030000000000000027,Pass,sample_data/subj01_timepoint01.mp4
0.155,0.062,0.027000000000000003,0.004242640687119289,Pass,sample_data/subj01_timepoint01.mp4
0.156,0.063,0.026000000000000002,0.001732050807568879,Pass,sample_data/subj01_timepoint01.mp4
0.157,0.062,0.025,0.001732050807568879,Pass,sample_data/subj01_timepoint01.mp4
0.157,0.061,0.025,0.0010000000000000009,Pass,sample_data/subj01_timepoint01.mp4
0.156,0.06,0.024,0.001732050807568879,Pass,sample_data/subj01_timepoint01.mp4
0.153,0.055999999999999994,0.025,0.00509901951359279,Pass,sample_data/subj01_timepoint01.mp4
0.154,0.055999999999999994,0.024,0.0014142135623730963,Pass,sample_data/subj01_timepoint01.mp4
0.155,0.057999999999999996,0.022000000000000002,0.0030000000000000005,Pass,sample_data/subj01_timepoint01.mp4
0.153,0.057999999999999996,0.021,0.0022360679774997916,Pass,sample_data/subj01_timepoint01.mp4
0.15,0.059000000000000004,0.021,0.003162277660168384,Pass,sample_data/subj01_timepoint01.mp4
0.15,0.061,0.019,0.002828427124746188,Pass,sample_data/subj01_timepoint01.mp4
0.14800000000000002,0.063,0.018000000000000002,0.002999999999999983,Pass,sample_data/subj01_timepoint01.mp4
0.153,0.062,0.015,0.005916079783099598,Pass,sample_data/subj01_timepoint01.mp4
0.149,0.065,0.013999999999999999,0.00509901951359279,Pass,sample_data/subj01_timepoint01.mp4
0.15,0.066,0.013000000000000001,0.0017320508075688767,Pass,sample_data/subj01_timepoint01.mp4
0.14800000000000002,0.066,0.011000000000000001,0.002828427124746172,Pass,sample_data/subj01_timepoint01.mp4
0.149,0.066,0.009000000000000001,0.0022360679774997777,Pass,sample_data/subj01_timepoint01.mp4
0.151,0.07,0.005,0.006000000000000004,Pass,sample_data/subj01_timepoint01.mp4
0.14300000000000002,0.067,0.008,0.0090553851381374,Pass,sample_data/subj01_timepoint01.mp4
0.146,0.071,0.011000000000000001,0.005830951894845281,Pass,sample_data/subj01_timepoint01.mp4
0.138,0.067,0.013999999999999999,0.009433981132056582,Pass,sample_data/subj01_timepoint01.mp4
0.134,0.066,0.016,0.004582575694955844,Pass,sample_data/subj01_timepoint01.mp4
0.14,0.061,0.019,0.008366600265340762,Pass,sample_data/subj01_timepoint01.mp4
0.147,0.063,0.019,0.007280109889280498,Pass,sample_data/subj01_timepoint01.mp4
0.151,0.064,0.019,0.004123105625617665,Pass,sample_data/subj01_timepoint01.mp4
0.152,0.064,0.021,0.0022360679774997916,Pass,sample_data/subj01_timepoint01.mp4
0.155,0.064,0.022000000000000002,0.003162277660168382,Pass,sample_data/subj01_timepoint01.mp4
0.159,0.064,0.021,0.004123105625617665,Pass,sample_data/subj01_timepoint01.mp4
0.162,0.063,0.024,0.004358898943540675,Pass,sample_data/subj01_timepoint01.mp4
0.17,0.063,0.025,0.008062257748298557,Pass,sample_data/subj01_timepoint01.mp4
0.17600000000000002,0.06,0.026000000000000002,0.006782329983125274,Pass,sample_data/subj01_timepoint01.mp4
0.171,0.063,0.027000000000000003,0.005916079783099621,Pass,sample_data/subj01_timepoint01.mp4
0.17300000000000001,0.061,0.028999999999999998,0.0034641016151377535,Pass,sample_data/subj01_timepoint01.mp4
0.168,0.055,0.032,0.008366600265340758,Pass,sample_data/subj01_timepoint01.mp4
0.17,0.063,0.03,0.008485281374238571,Pass,sample_data/subj01_timepoint01.mp4
0.172,0.065,0.027000000000000003,0.0041231056256176455,Pass,sample_data/subj01_timepoint01.mp4
0.165,0.061,0.028999999999999998,0.008306623862918057,Pass,sample_data/subj01_timepoint01.mp4
0.16,0.066,0.028999999999999998,0.007071067811865481,Pass,sample_data/subj01_timepoint01.mp4
0.163,0.066,0.028999999999999998,0.0030000000000000027,Pass,sample_data/subj01_timepoint01.mp4
0.162,0.066,0.027000000000000003,0.0022360679774997855,Pass,sample_data/subj01_timepoint01.mp4
0.152,0.066,0.027999999999999997,0.0100498756211209,Pass,sample_data/subj01_timepoint01.mp4
0.15,0.061,0.026000000000000002,0.005744562646538031,Pass,sample_data/subj01_timepoint01.mp4
0.155,0.062,0.022000000000000002,0.006480740698407864,Pass,sample_data/subj01_timepoint01.mp4
0.155,0.069,0.015,0.009899494936611672,Pass,sample_data/subj01_timepoint01.mp4
0.14800000000000002,0.07200000000000001,0.015,0.00761577310586389,Pass,sample_data/subj01_timepoint01.mp4
0.146,0.075,0.012,0.004690415759823434,Pass,sample_data/subj01_timepoint01.mp4
0.142,0.07400000000000001,0.011000000000000001,0.004242640687119285,Pass,sample_data/subj01_timepoint01.mp4
0.134,0.069,0.012,0.009486832980505122,Pass,sample_data/subj01_timepoint01.mp4
0.133,0.073,0.009000000000000001,0.005099019513592777,Pass,sample_data/subj01_timepoint01.mp4
0.13699999999999998,0.077,0.006,0.006403124237432836,Pass,sample_data/subj01_timepoint01.mp4
0.14,0.079,0.004,0.004123105625617684,Pass,sample_data/subj01_timepoint01.mp4
0.145,0.081,0.001,0.006164414002968958,Pass,sample_data/subj01_timepoint01.mp4
0.142,0.08,0.003,0.003741657386773944,Pass,sample_data/subj01_timepoint01.mp4
0.145,0.08,0.003,0.0030000000000000027,Pass,sample_data/subj01_timepoint01.mp4
0.14300000000000002,0.081,0.004,0.0024494897427831575,Pass,sample_data/subj01_timepoint01.mp4
0.145,0.08,0.005,0.0024494897427831575,Pass,sample_data/subj01_timepoint01.mp4
0.145,0.081,0.004,0.0014142135623730957,Pass,sample_data/subj01_timepoint01.mp4
