aco_mfcc1,aco_mfcc2,aco_mfcc3,aco_mfcc4,aco_mfcc5,aco_mfcc6,aco_mfcc7,aco_mfcc8,aco_mfcc9,aco_mfcc10,aco_mfcc11,aco_mfcc12,Frames,error_reason,dbm_master_url
137.72188972693348,0.031049311143841504,39.94832657042031,-16.129438279056526,54.44904513241884,-37.012791682889436,38.49250443110964,-21.658999380057168,25.274265756274165,-36.637835528960075,24.829860333651446,-16.537919129083207,0,Pass,sample_data/subj01_timepoint02.mp4
142.50113450059274,0.24397768935847708,47.19240070897232,-13.581715559330862,53.913926487121024,-33.02832915242917,38.80441788926862,-22.34293122227435,19.80086003076985,-37.69781009475631,20.553068147061133,-19.679989329661687,1,Pass,sample_data/subj01_timepoint02.mp4
159.93773153087588,1.6732767281194243,53.92479952620429,-17.823639765838184,54.6487436428084,-25.874065491602877,45.62881789818596,-17.505180316540525,24.032688061020867,-33.77523136787058,19.241696074497437,-21.911649798698527,2,Pass,sample_data/subj01_timepoint02.mp4
184.72151409139582,0.11292690052265149,61.973298516054726,-26.006801251149515,59.19969374740889,-19.278890754375947,54.07182816964873,-13.459056983286006,32.04974521862375,-29.98594724128973,18.96576199858591,-24.786677502312,3,Pass,sample_data/subj01_timepoint02.mp4
209.76543661984618,-4.320909983952045,71.92800031836957,-34.994011816444136,65.61140515496108,-19.523368510961213,59.470441015028634,-14.975659460741516,37.800693730268804,-29.454836228233727,19.857465587615568,-26.9721856853604,4,Pass,sample_data/subj01_timepoint02.mp4
231.40242860280262,-8.112363086568333,81.53361923061001,-43.18231287534386,70.48975980707954,-25.67554396208702,61.97649475510587,-19.797789221615364,41.55873822318449,-30.091157762949006,23.014509198044458,-27.34978462021359,5,Pass,sample_data/subj01_timepoint02.mp4
249.9486551378358,-9.949880362352944,89.5177409429542,-49.93847335039311,73.36324179811346,-33.60312404466561,62.72090026472176,-25.266436760016724,44.23183981458195,-30.560144891694982,27.400888666448612,-26.306018023663274,6,Pass,sample_data/subj01_timepoint02.mp4
265.93040633121734,-9.609305698042132,94.87078025973138,-54.73542207692369,74.16509385319809,-40.89605613248163,61.858263504703416,-29.807205984126057,45.84256269491107,-30.118297765563284,31.89987426531546,-23.740788789269892,7,Pass,sample_data/subj01_timepoint02.mp4
280.40708227468156,-7.329894998163732,96.73762288471329,-57.54596520964303,72.8988150090255,-46.571343930247615,59.427408875862966,-32.6939309834108,46.17609150633036,-28.38109283657391,36.0892013983803,-19.12837744603969,8,Pass,sample_data/subj01_timepoint02.mp4
295.1540399749059,-3.6544873214210583,94.71553232160966,-58.51859216413248,70.0811362288263,-50.30959833394048,55.90871770079476,-33.79773910992116,45.01618636978619,-25.69208820620431,39.84975987916184,-12.272761075243693,9,Pass,sample_data/subj01_timepoint02.mp4
312.0615183134529,0.9905307455845588,89.71140827884129,-56.90079691442938,66.96912015470943,-52.09512471376421,52.22079045166209,-33.19615250533304,42.153593796673434,-23.27627998006307,42.391599400724374,-4.430809010554586,10,Pass,sample_data/subj01_timepoint02.mp4
330.8096535095677,5.060603755589762,82.63554281006084,-52.05181245975459,64.34489788191944,-52.41251208544013,49.50510912991861,-30.741236851445525,37.69278000731614,-22.151330862941407,43.07544728665679,2.710706595656241,11,Pass,sample_data/subj01_timepoint02.mp4
348.0816320577784,5.446361581109505,72.70976678884324,-45.89058388123788,61.82357463528839,-51.689416402350936,49.249369879334395,-26.193612849036437,32.185949350094994,-22.392217661214502,42.31099462048431,8.218735230775897,12,Pass,sample_data/subj01_timepoint02.mp4
359.6001146144605,0.8477731779880722,59.77290707482917,-42.451641179532466,59.50960575181246,-49.39296368413433,52.49890147771228,-20.0154467822373,26.551248213406843,-23.888974083416873,39.95742231715569,10.393498362294673,13,Pass,sample_data/subj01_timepoint02.mp4
362.12875260003506,-7.210830762924415,45.58178139508403,-45.08489541547455,57.81175307441106,-45.26578120838388,58.212643081931866,-13.61471241628975,21.974842495476075,-27.154894331310196,34.82782341693392,7.351752658948931,14,Pass,sample_data/subj01_timepoint02.mp4
358.2504596051975,-14.600949384919346,33.87071401487982,-51.96421607004845,56.72668146473086,-40.480326161069286,63.34560838859484,-9.662852252954409,18.258113212134205,-33.78509965384761,25.687823902621968,-0.8099290289250887,15,Pass,sample_data/subj01_timepoint02.mp4
355.8158990705314,-17.511650443082253,28.04898535576761,-56.616196098868706,57.70065734011471,-35.09257413558386,67.43097351478822,-8.077619366632879,14.968667482778637,-42.58628280830086,14.721801833365506,-10.223738430862822,16,Pass,sample_data/subj01_timepoint02.mp4
360.8457302874599,-14.61294657574194,30.508132882881778,-53.95105801205852,62.25159598155748,-28.97412407742905,71.50207839556829,-6.765641730373228,12.921563247823181,-49.921974847226444,6.618313787200084,-16.533340003635313,17,Pass,sample_data/subj01_timepoint02.mp4
373.1226537687887,-9.164302738821757,37.975383209883745,-46.723425241266185,66.48860526662605,-26.397344026839576,72.53576512865168,-6.429765173543269,11.155977411947278,-53.90724927716652,3.624442155925535,-18.93847149632541,18,Pass,sample_data/subj01_timepoint02.mp4
389.4753624627907,-3.9646113592847816,45.52849801460806,-41.096302025336534,66.38464712806633,-29.994647272585357,68.66824990181432,-6.452366776226161,11.128590650972868,-51.018617103058354,7.945195929673966,-16.727253945587176,19,Pass,sample_data/subj01_timepoint02.mp4
404.80064788934044,0.3286706727698293,51.89333213326258,-38.22296742965391,64.60555887054055,-35.60164547160796,62.305587808371726,-6.2518428300314435,11.805113687951186,-43.81359000377978,15.253892508317955,-13.531612758985364,20,Pass,sample_data/subj01_timepoint02.mp4
416.8048883281755,4.632934562197798,57.64729212040775,-36.736472306316756,63.67339407112734,-39.762173657654294,55.15489989214022,-7.009222734196719,11.459228833892528,-37.59371798811334,19.94783636278398,-12.699962117899954,21,Pass,sample_data/subj01_timepoint02.mp4
425.3889020420116,8.701740769475194,62.04620027937411,-35.76451933827077,63.171632960311264,-42.142894884889586,47.56683055161818,-8.961916822570574,11.280931755295292,-34.28474321330131,20.50178419737599,-14.47101628754576,22,Pass,sample_data/subj01_timepoint02.mp4
430.42100229756426,10.516407088098811,63.68975606264625,-34.438144832408035,62.14692517520195,-43.925578012076734,39.66495482779628,-10.93007362758782,12.916897671563255,-33.05837524537736,18.463303889234734,-16.916318617080247,23,Pass,sample_data/subj01_timepoint02.mp4
432.5704127788197,8.671518644100452,62.39022568194232,-31.93314652627749,59.512955893271176,-46.965317961325134,31.579943846478137,-12.161102207630742,15.923284668881978,-33.10969201934987,15.520732467603379,-18.340159956266188,24,Pass,sample_data/subj01_timepoint02.mp4
433.3214928182197,4.085892846763127,59.61005110145057,-28.53479770379435,54.49478376941967,-51.71064649771838,24.513414007806066,-13.278343138587458,17.88063362695046,-34.37258955689953,12.63127600468278,-18.520762451198333,25,Pass,sample_data/subj01_timepoint02.mp4
435.6404595156303,0.04754629900272103,58.09489528687601,-24.608419032908305,47.77505253579639,-56.082785063835246,19.778536610423295,-15.307557679264928,16.755131919517968,-37.62275082048061,9.525581935241732,-19.362198654177657,26,Pass,sample_data/subj01_timepoint02.mp4
441.99607449892403,0.2782470865228669,60.57484162193282,-19.82884460761733,43.07320220170158,-54.97667251274299,20.339592704098752,-16.089133852213916,14.41245227014462,-42.08508427085354,7.953472761479874,-21.383831142509607,27,Pass,sample_data/subj01_timepoint02.mp4
450.3488100977091,4.901470969271044,66.33370606453643,-14.623652371202677,43.61810962094845,-45.89921124773823,26.741621326556395,-13.130579631688036,15.221378484581006,-44.68365323068277,10.436936681444909,-23.24226741861386,28,Pass,sample_data/subj01_timepoint02.mp4
455.33539010403416,9.259492585794836,70.08884742152124,-11.59543139983344,47.955587318949206,-33.241979479371224,34.52019246391837,-8.66273759574323,19.163314515173095,-44.856591601039845,13.687707349716414,-26.565341234016937,29,Pass,sample_data/subj01_timepoint02.mp4
455.13928910838996,10.579766929760623,69.44862172961403,-11.02007862794969,55.134166473452495,-20.335479132350603,41.47841558333111,-3.911655577295017,25.272817369311397,-42.192909034831544,14.716064083083259,-31.306633578313484,30,Pass,sample_data/subj01_timepoint02.mp4
450.7028099013708,8.218654896613305,64.94494765477168,-12.649724279602566,64.17937178272796,-7.821808148713504,47.87478705060887,0.9989772598174872,31.512915188407568,-37.33526163639833,13.990764380295388,-35.19125475367978,31,Pass,sample_data/subj01_timepoint02.mp4
445.0595056242144,2.5131974141935474,57.92861164822895,-16.611679533102013,72.78207415487549,3.93801898905404,53.51793295801819,5.1181215438003775,34.58801658545439,-32.624047713199126,13.70689591424626,-35.857815165162236,32,Pass,sample_data/subj01_timepoint02.mp4
442.03215298704043,-3.783789614173259,52.20722979052209,-21.39601840765743,77.50670574293393,11.69594480385186,55.06748255463573,5.623625142628363,31.7821583838072,-31.02503735816212,13.628073806724286,-34.471209323025086,33,Pass,sample_data/subj01_timepoint02.mp4
441.7395269543705,-9.26451431133455,50.4070431535098,-25.312474216483658,76.98858128044485,14.20742036516688,51.02420470896475,1.5112174621014027,23.514258916211737,-33.31387661726614,12.04250621820476,-33.95702324381917,34,Pass,sample_data/subj01_timepoint02.mp4
440.20099034905866,-15.266084575864834,50.98896994779594,-28.53166764905713,72.4321569626845,13.302966106423902,44.17661067269974,-3.9606118849486336,14.552511505668658,-36.34537985988375,9.81487346418328,-34.75591435502734,35,Pass,sample_data/subj01_timepoint02.mp4
436.24728624610435,-21.44598793937687,51.937233325464355,-32.223709412240396,65.09163209543233,8.930969286687871,35.53614241661719,-9.412274756194018,7.439577980108253,-37.903216062430594,8.972748528047362,-35.20389476344059,36,Pass,sample_data/subj01_timepoint02.mp4
432.2483344316049,-24.952181502610774,54.03887476473004,-34.866608325851665,58.069234909199096,1.85556567425814,27.106510043191612,-13.628694967763227,4.761467585433528,-36.112811802589626,12.396627659800398,-32.412097488742035,37,Pass,sample_data/subj01_timepoint02.mp4
430.89352093358406,-24.06275004668403,59.03166298970718,-34.09170697287259,54.72875642540495,-5.533635096525221,21.015375364663704,-16.180374255144923,6.9363128328839085,-31.470649177377673,19.782032886307483,-26.32895239591063,38,Pass,sample_data/subj01_timepoint02.mp4
