aco_fm1,aco_fm2,aco_fm3,aco_fm4,error_reason,Frames,dbm_master_url
,,,,Pass,0,sample_data/subj01_timepoint01.mp4
,,,,Pass,1,sample_data/subj01_timepoint01.mp4
,,,,Pass,2,sample_data/subj01_timepoint01.mp4
,,,,Pass,3,sample_data/subj01_timepoint01.mp4
,,,,Pass,4,sample_data/subj01_timepoint01.mp4
,,,,Pass,5,sample_data/subj01_timepoint01.mp4
,,,,Pass,6,sample_data/subj01_timepoint01.mp4
,,,,Pass,7,sample_data/subj01_timepoint01.mp4
,,,,Pass,8,sample_data/subj01_timepoint01.mp4
,,,,Pass,9,sample_data/subj01_timepoint01.mp4
,,,,Pass,10,sample_data/subj01_timepoint01.mp4
,,,,Pass,11,sample_data/subj01_timepoint01.mp4
,,,,Pass,12,sample_data/subj01_timepoint01.mp4
,,,,Pass,13,sample_data/subj01_timepoint01.mp4
,,,,Pass,14,sample_data/subj01_timepoint01.mp4
,,,,Pass,15,sample_data/subj01_timepoint01.mp4
,,,,Pass,16,sample_data/subj01_timepoint01.mp4
,,,,Pass,17,sample_data/subj01_timepoint01.mp4
,,,,Pass,18,sample_data/subj01_timepoint01.mp4
,,,,Pass,19,sample_data/subj01_timepoint01.mp4
,,,,Pass,20,sample_data/subj01_timepoint01.mp4
,,,,Pass,21,sample_data/subj01_timepoint01.mp4
,,,,Pass,22,sample_data/subj01_timepoint01.mp4
,,,,Pass,23,sample_data/subj01_timepoint01.mp4
1422.315461312738,2285.359770547746,3430.0988098347293,4714.007968585737,Pass,24,sample_data/subj01_timepoint01.mp4
1390.2379902420453,2277.227045318207,3415.248242878042,4709.860286786855,Pass,25,sample_data/subj01_timepoint01.mp4
1329.833657148551,2259.6381147051047,3387.1179626237686,4703.151221554945,Pass,26,sample_data/subj01_timepoint01.mp4
1269.5254060784214,2236.6363515361127,3359.4923106592028,4699.101427866222,Pass,27,sample_data/subj01_timepoint01.mp4
1209.6385353249382,2206.4711641123317,3335.370927616493,4698.936976932638,Pass,28,sample_data/subj01_timepoint01.mp4
701.038076215597,1614.7566813818319,2695.784812361999,3958.2835274004524,Pass,29,sample_data/subj01_timepoint01.mp4
493.75872581085594,1059.1649699181617,2124.75681647606,3317.5915049360515,Pass,30,sample_data/subj01_timepoint01.mp4
684.9352344344098,1116.0472026981115,2081.8143523582703,3336.709595286876,Pass,31,sample_data/subj01_timepoint01.mp4
671.3443050669816,1306.7573348985172,2046.0222246731057,3379.6051499138753,Pass,32,sample_data/subj01_timepoint01.mp4
636.0900597127242,1453.0783751821175,2018.8500371038228,3440.970651761267,Pass,33,sample_data/subj01_timepoint01.mp4
606.2645475203191,1535.0877711040998,1996.2018922952911,3508.579111271236,Pass,34,sample_data/subj01_timepoint01.mp4
579.8802896759693,1569.7127232583998,1973.0966878749198,3571.2884283295525,Pass,35,sample_data/subj01_timepoint01.mp4
556.3763795653923,1564.6469196674775,1947.70099201928,3624.3569913354368,Pass,36,sample_data/subj01_timepoint01.mp4
535.1601106210933,1510.8748587820116,1920.3989421358294,3667.9661398882677,Pass,37,sample_data/subj01_timepoint01.mp4
514.7761729623406,1367.0050530497347,1890.711298707359,3703.8840868511634,Pass,38,sample_data/subj01_timepoint01.mp4
490.2975463836794,961.3461213807053,1856.2113871119336,3733.8363815410776,Pass,39,sample_data/subj01_timepoint01.mp4
450.65530071066485,1278.6780477101515,2872.3804707742597,4094.4756363123856,Pass,40,sample_data/subj01_timepoint01.mp4
397.8750519797521,1667.2001050501717,2677.3750688124287,4072.119598332045,Pass,41,sample_data/subj01_timepoint01.mp4
356.5800586763402,1613.1257192856579,1884.354877232477,3799.4934825626174,Pass,42,sample_data/subj01_timepoint01.mp4
338.6502953346968,1631.077252475968,2101.4067023871767,3817.8253565555706,Pass,43,sample_data/subj01_timepoint01.mp4
338.5947776073519,1591.6425312050756,2201.6662068472256,3844.241412670998,Pass,44,sample_data/subj01_timepoint01.mp4
356.57365955561016,1573.4675254695003,2246.5845679545137,3903.6713392179417,Pass,45,sample_data/subj01_timepoint01.mp4
400.1465231965377,1570.4146985721154,2306.5287699482706,4018.6998649726384,Pass,46,sample_data/subj01_timepoint01.mp4
471.2241240995038,1577.2377416424818,2435.1003985839548,4128.937189841822,Pass,47,sample_data/subj01_timepoint01.mp4
550.2151758475144,1589.2317952636313,2570.7625951974514,4257.300629369195,Pass,48,sample_data/subj01_timepoint01.mp4
610.4581099802094,1602.9366464865693,2637.5580762178433,4343.056910282889,Pass,49,sample_data/subj01_timepoint01.mp4
644.8818843919458,1618.212742207535,2665.464741534032,4351.0012298407,Pass,50,sample_data/subj01_timepoint01.mp4
662.5083262754489,1638.070186356716,2693.1855459288527,4350.9727310115595,Pass,51,sample_data/subj01_timepoint01.mp4
673.7246443772701,1666.8445924942507,2729.9734502889182,4346.502180947601,Pass,52,sample_data/subj01_timepoint01.mp4
685.2767176159037,1707.6205166266514,2773.9283312364532,4339.677757011362,Pass,53,sample_data/subj01_timepoint01.mp4
699.544156104226,1758.5501795303428,2815.866267825225,4331.824062645371,Pass,54,sample_data/subj01_timepoint01.mp4
715.1941112597075,1812.1874061113397,2844.361641868869,4323.9712137865545,Pass,55,sample_data/subj01_timepoint01.mp4
729.366692553115,1860.5855688815266,2853.552496894591,4317.224910582769,Pass,56,sample_data/subj01_timepoint01.mp4
739.7791881482873,1899.652569685223,2845.910153729737,4312.9673882966135,Pass,57,sample_data/subj01_timepoint01.mp4
744.6708843631645,1928.689664939848,2827.898608888453,4312.888644559294,Pass,58,sample_data/subj01_timepoint01.mp4
740.8235579651173,1948.3883531889708,2803.502297834724,4319.236811467602,Pass,59,sample_data/subj01_timepoint01.mp4
720.681520874387,1959.2718165812673,2768.044395245092,4335.8910570299595,Pass,60,sample_data/subj01_timepoint01.mp4
674.586697132433,1955.7677076271611,2680.798098310024,4369.421762745384,Pass,61,sample_data/subj01_timepoint01.mp4
613.8149031085248,1803.9528469474317,2487.0498285162876,3899.8213831360645,Pass,62,sample_data/subj01_timepoint01.mp4
566.1366986415776,1606.943172985719,2373.852357331862,3515.067757386228,Pass,63,sample_data/subj01_timepoint01.mp4
540.3547399994407,1519.4404940171628,2381.8907873893163,3554.7789104515396,Pass,64,sample_data/subj01_timepoint01.mp4
528.5518468011853,1479.3341666725837,2389.8398625669543,3555.4422871823695,Pass,65,sample_data/subj01_timepoint01.mp4
523.7561160776877,1451.084700385067,2398.8449572559384,3545.5768556951916,Pass,66,sample_data/subj01_timepoint01.mp4
522.0080148479079,1428.5401984725372,2410.7849424123515,3529.6725101957054,Pass,67,sample_data/subj01_timepoint01.mp4
521.2615798461924,1411.1725697543104,2426.663049306887,3509.619032044501,Pass,68,sample_data/subj01_timepoint01.mp4
520.619495700425,1400.354717216712,2447.275327013465,3486.852434030582,Pass,69,sample_data/subj01_timepoint01.mp4
519.8263230484288,1398.7468951587084,2474.206810585662,3461.5134682902108,Pass,70,sample_data/subj01_timepoint01.mp4
518.8393781057581,1410.5840338832952,2510.6493276465385,3430.342455037013,Pass,71,sample_data/subj01_timepoint01.mp4
517.4378426360894,1442.322575217704,2560.1079201546613,3384.665257295749,Pass,72,sample_data/subj01_timepoint01.mp4
515.0189191324974,1502.3375931443993,2617.4243034811116,3313.7117748518344,Pass,73,sample_data/subj01_timepoint01.mp4
510.8287766621984,1594.7642807064615,2665.297898258911,3196.302279944282,Pass,74,sample_data/subj01_timepoint01.mp4
