frame,fac_asymmaskmouth,fac_asymmaskeyebrow,fac_asymmaskeye,fac_asymmaskcom,error_reason,face_id,timestamp,confidence,success,dbm_master_url
1,2.2863027754779157,2.484686454423138,2.1945163655351454,2.3095238246920995,pass,0,0.0,0.98,1,sample_data/subj01_timepoint01.mp4
2,2.9928861049749247,3.169202593704111,2.882228570726182,3.0043406964566866,pass,0,0.033,0.98,1,sample_data/subj01_timepoint01.mp4
3,3.2770877068517263,2.8335880800793336,2.416055171267386,2.888472267516568,pass,0,0.067,0.98,1,sample_data/subj01_timepoint01.mp4
4,3.748958625434584,4.264120968135069,3.9497886758968215,3.9479476789227865,pass,0,0.1,0.98,1,sample_data/subj01_timepoint01.mp4
5,4.080954140368952,4.549107067387381,4.078942730043383,4.203517096849938,pass,0,0.133,0.98,1,sample_data/subj01_timepoint01.mp4
6,4.32601925828214,4.146144449507782,3.6579173446876037,4.067704230627456,pass,0,0.16699999999999998,0.98,1,sample_data/subj01_timepoint01.mp4
7,4.587114003922515,4.326996384772531,3.877916354340284,4.294704846383394,pass,0,0.2,0.98,1,sample_data/subj01_timepoint01.mp4
8,4.320555898190294,3.888561830934946,3.744844296847407,4.025069585330606,pass,0,0.233,0.98,1,sample_data/subj01_timepoint01.mp4
9,4.345084126837007,3.8015940073550567,3.7946392207613804,4.0282357040020855,pass,0,0.267,0.98,1,sample_data/subj01_timepoint01.mp4
10,4.074643601374448,3.6646967784788664,3.6603798765163944,3.835942734867805,pass,0,0.3,0.98,1,sample_data/subj01_timepoint01.mp4
11,3.7627967467242254,3.450456971910989,3.4263461937133353,3.5743545260857243,pass,0,0.33299999999999996,0.98,1,sample_data/subj01_timepoint01.mp4
12,3.421414247930322,3.283337184502405,3.1928866531875215,3.3129115697410385,pass,0,0.36700000000000005,0.98,1,sample_data/subj01_timepoint01.mp4
13,3.3332670473561468,3.292805209089579,3.2783622411826667,3.3052808353364767,pass,0,0.4,0.98,1,sample_data/subj01_timepoint01.mp4
14,3.39309619522424,3.332973129207667,3.3476477215789298,3.3629221861739915,pass,0,0.433,0.98,1,sample_data/subj01_timepoint01.mp4
15,3.599467328273158,3.4522768180970664,3.4546215189036027,3.5149922015838,pass,0,0.467,0.98,1,sample_data/subj01_timepoint01.mp4
16,3.7747424750007514,3.4260493619855685,3.511608025462859,3.599886040142685,pass,0,0.5,0.98,1,sample_data/subj01_timepoint01.mp4
17,4.140928519128839,3.5994838726481895,3.653887725890165,3.844640730084877,pass,0,0.5329999999999999,0.98,1,sample_data/subj01_timepoint01.mp4
18,4.097567620944464,3.5758922258463173,3.4886607124405056,3.7679982300752806,pass,0,0.5670000000000001,0.98,1,sample_data/subj01_timepoint01.mp4
19,3.7843730210523026,3.517776622887534,3.49118087040546,3.621629079225729,pass,0,0.6,0.98,1,sample_data/subj01_timepoint01.mp4
20,3.381694484275053,3.2348969555785536,3.2978171238992435,3.3165759681836136,pass,0,0.633,0.98,1,sample_data/subj01_timepoint01.mp4
21,3.19366128089814,3.253578787214044,3.2256395056374365,3.219527432477893,pass,0,0.667,0.98,1,sample_data/subj01_timepoint01.mp4
22,3.462610263525751,3.2636653268464793,3.2084624120392147,3.3299991165617735,pass,0,0.7,0.98,1,sample_data/subj01_timepoint01.mp4
23,3.3631626037365567,3.20243657221386,3.161326174777642,3.2571284599804002,pass,0,0.733,0.98,1,sample_data/subj01_timepoint01.mp4
24,2.605779943522598,2.764087993388075,2.655769341680776,2.6632260823792535,pass,0,0.767,0.98,1,sample_data/subj01_timepoint01.mp4
25,2.2720112430317774,2.743317603657776,2.727363437329927,2.5398346624485613,pass,0,0.8,0.98,1,sample_data/subj01_timepoint01.mp4
26,2.593306973865486,2.73739173073369,2.727291892894307,2.673535042208325,pass,0,0.833,0.98,1,sample_data/subj01_timepoint01.mp4
27,2.8042548606046878,2.906902549578662,2.905018337800215,2.863087455764847,pass,0,0.867,0.98,1,sample_data/subj01_timepoint01.mp4
