aco_hnr,Frames,dbm_master_url,error_reason
,0,sample_data/subj01_timepoint01.mp4,Pass
,1,sample_data/subj01_timepoint01.mp4,Pass
,2,sample_data/subj01_timepoint01.mp4,Pass
,3,sample_data/subj01_timepoint01.mp4,Pass
,4,sample_data/subj01_timepoint01.mp4,Pass
,5,sample_data/subj01_timepoint01.mp4,Pass
,6,sample_data/subj01_timepoint01.mp4,Pass
,7,sample_data/subj01_timepoint01.mp4,Pass
,8,sample_data/subj01_timepoint01.mp4,Pass
,9,sample_data/subj01_timepoint01.mp4,Pass
-16.586347663537893,10,sample_data/subj01_timepoint01.mp4,Pass
-10.972198046920184,11,sample_data/subj01_timepoint01.mp4,Pass
-8.771022640592301,12,sample_data/subj01_timepoint01.mp4,Pass
-7.59807576051174,13,sample_data/subj01_timepoint01.mp4,Pass
-6.599491490770668,14,sample_data/subj01_timepoint01.mp4,Pass
-4.58747443398178,15,sample_data/subj01_timepoint01.mp4,Pass
,16,sample_data/subj01_timepoint01.mp4,Pass
,17,sample_data/subj01_timepoint01.mp4,Pass
,18,sample_data/subj01_timepoint01.mp4,Pass
3.426389231953016,19,sample_data/subj01_timepoint01.mp4,Pass
-2.8081081920913147,20,sample_data/subj01_timepoint01.mp4,Pass
-9.842626245845484,21,sample_data/subj01_timepoint01.mp4,Pass
-5.378380661175008,22,sample_data/subj01_timepoint01.mp4,Pass
-1.0549350735709295,23,sample_data/subj01_timepoint01.mp4,Pass
-0.01903640190383474,24,sample_data/subj01_timepoint01.mp4,Pass
-2.2281852263346282,25,sample_data/subj01_timepoint01.mp4,Pass
-8.196679527500164,26,sample_data/subj01_timepoint01.mp4,Pass
-10.122875985629884,27,sample_data/subj01_timepoint01.mp4,Pass
-7.019481065777622,28,sample_data/subj01_timepoint01.mp4,Pass
-3.7653790471989614,29,sample_data/subj01_timepoint01.mp4,Pass
-1.6482436727975824,30,sample_data/subj01_timepoint01.mp4,Pass
-0.5575088661802294,31,sample_data/subj01_timepoint01.mp4,Pass
-1.0225508595619877,32,sample_data/subj01_timepoint01.mp4,Pass
-3.2188466084815346,33,sample_data/subj01_timepoint01.mp4,Pass
-5.842099507659519,34,sample_data/subj01_timepoint01.mp4,Pass
-10.939065215454898,35,sample_data/subj01_timepoint01.mp4,Pass
1.4875227298631657,36,sample_data/subj01_timepoint01.mp4,Pass
-1.6279918639657316,37,sample_data/subj01_timepoint01.mp4,Pass
-4.617312625191824,38,sample_data/subj01_timepoint01.mp4,Pass
-6.98635144541125,39,sample_data/subj01_timepoint01.mp4,Pass
-7.127124966616137,40,sample_data/subj01_timepoint01.mp4,Pass
-6.54738686909491,41,sample_data/subj01_timepoint01.mp4,Pass
-6.8415219028700704,42,sample_data/subj01_timepoint01.mp4,Pass
-9.10412960379139,43,sample_data/subj01_timepoint01.mp4,Pass
-5.532113912166038,44,sample_data/subj01_timepoint01.mp4,Pass
-4.428105554074068,45,sample_data/subj01_timepoint01.mp4,Pass
-4.5576836327267065,46,sample_data/subj01_timepoint01.mp4,Pass
-7.115815859334197,47,sample_data/subj01_timepoint01.mp4,Pass
-7.050089433915696,48,sample_data/subj01_timepoint01.mp4,Pass
-9.217123972625581,49,sample_data/subj01_timepoint01.mp4,Pass
-7.415916254215603,50,sample_data/subj01_timepoint01.mp4,Pass
-7.76107525824862,51,sample_data/subj01_timepoint01.mp4,Pass
-7.636442750653806,52,sample_data/subj01_timepoint01.mp4,Pass
-5.486492154044384,53,sample_data/subj01_timepoint01.mp4,Pass
-3.8313410151226686,54,sample_data/subj01_timepoint01.mp4,Pass
-0.3799435086317996,55,sample_data/subj01_timepoint01.mp4,Pass
2.0828618964000665,56,sample_data/subj01_timepoint01.mp4,Pass
2.353899325954574,57,sample_data/subj01_timepoint01.mp4,Pass
0.9942868916374393,58,sample_data/subj01_timepoint01.mp4,Pass
-1.8910033059159213,59,sample_data/subj01_timepoint01.mp4,Pass
-3.9614780467193142,60,sample_data/subj01_timepoint01.mp4,Pass
-2.868703700251441,61,sample_data/subj01_timepoint01.mp4,Pass
-0.854344885322595,62,sample_data/subj01_timepoint01.mp4,Pass
3.689584182064156,63,sample_data/subj01_timepoint01.mp4,Pass
11.741668215048373,64,sample_data/subj01_timepoint01.mp4,Pass
24.165361567004947,65,sample_data/subj01_timepoint01.mp4,Pass
5.697629203729189,66,sample_data/subj01_timepoint01.mp4,Pass
1.220914974657454,67,sample_data/subj01_timepoint01.mp4,Pass
0.2522129251963372,68,sample_data/subj01_timepoint01.mp4,Pass
0.9301532747691204,69,sample_data/subj01_timepoint01.mp4,Pass
1.4771127114436537,70,sample_data/subj01_timepoint01.mp4,Pass
0.6505476856775572,71,sample_data/subj01_timepoint01.mp4,Pass
-0.398942736590634,72,sample_data/subj01_timepoint01.mp4,Pass
-0.8723558325812674,73,sample_data/subj01_timepoint01.mp4,Pass
0.29193530125568196,74,sample_data/subj01_timepoint01.mp4,Pass
1.829922523386809,75,sample_data/subj01_timepoint01.mp4,Pass
3.457465461650175,76,sample_data/subj01_timepoint01.mp4,Pass
4.231653747045003,77,sample_data/subj01_timepoint01.mp4,Pass
3.807392019546112,78,sample_data/subj01_timepoint01.mp4,Pass
2.1966431265120665,79,sample_data/subj01_timepoint01.mp4,Pass
0.4428177435579805,80,sample_data/subj01_timepoint01.mp4,Pass
-1.0169563458262127,81,sample_data/subj01_timepoint01.mp4,Pass
-0.7422468953505085,82,sample_data/subj01_timepoint01.mp4,Pass
1.6796581660056134,83,sample_data/subj01_timepoint01.mp4,Pass
1.062573853239078,84,sample_data/subj01_timepoint01.mp4,Pass
0.4980059591008323,85,sample_data/subj01_timepoint01.mp4,Pass
0.8166242301736653,86,sample_data/subj01_timepoint01.mp4,Pass
1.244814867286025,87,sample_data/subj01_timepoint01.mp4,Pass
1.5707114024655575,88,sample_data/subj01_timepoint01.mp4,Pass
0.8941888428887511,89,sample_data/subj01_timepoint01.mp4,Pass
-3.028625366354299,90,sample_data/subj01_timepoint01.mp4,Pass
-3.39757425740653,91,sample_data/subj01_timepoint01.mp4,Pass
0.05660044810512728,92,sample_data/subj01_timepoint01.mp4,Pass
1.259205545394972,93,sample_data/subj01_timepoint01.mp4,Pass
0.17039777427194158,94,sample_data/subj01_timepoint01.mp4,Pass
-1.4749972954118715,95,sample_data/subj01_timepoint01.mp4,Pass
-1.9715123445042446,96,sample_data/subj01_timepoint01.mp4,Pass
-1.9923783771989425,97,sample_data/subj01_timepoint01.mp4,Pass
-0.61595738962008,98,sample_data/subj01_timepoint01.mp4,Pass
2.8068202167515413,99,sample_data/subj01_timepoint01.mp4,Pass
6.574491363134544,100,sample_data/subj01_timepoint01.mp4,Pass
5.987960642780266,101,sample_data/subj01_timepoint01.mp4,Pass
0.3624995558278885,102,sample_data/subj01_timepoint01.mp4,Pass
-4.125787115877993,103,sample_data/subj01_timepoint01.mp4,Pass
-0.9184481363162001,104,sample_data/subj01_timepoint01.mp4,Pass
0.1799715753488027,105,sample_data/subj01_timepoint01.mp4,Pass
-0.027624157651406234,106,sample_data/subj01_timepoint01.mp4,Pass
