mov_blink_ear,vid_dur,fps,mov_blinkframes,mov_blinkdur,dbm_master_url
0.15213373909554787,6.62,29,9,0.3103448275862069,sample_data/subj02_timepoint02.mp4
0.13576386255654804,6.62,29,167,5.448275862068965,sample_data/subj02_timepoint02.mp4
