frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, AU09_c, AU23_r,s_confidence,fac_hapintsoft,fac_sadintsoft,fac_surintsoft,fac_feaintsoft,fac_angintsoft,fac_disintsoft,fac_conintsoft,fac_paiintsoft,fac_negintsoft,fac_posintsoft,neu_exp,fac_comlowintsoft,fac_comuppintsoft,cai_exp,fac_comintsoft,fac_happres,fac_sadpres,fac_surpres,fac_feapres,fac_angpres,fac_dispres,fac_conpres,fac_hapinthard,fac_sadinthard,fac_surinthard,fac_feainthard,fac_anginthard,fac_disinthard,fac_coninthard,fac_paiinthard,fac_neginthard,fac_posinthard,neu_exp_full,cai_exp_full,fac_comlowinthard,fac_comuppinthard,fac_cominthard,error_reason,dbm_master_url
11,0,0.33299999999999996,0.98,1,0.0,0.0,0.0,0.0,1.08,1.81,0.0,1.14,0.57,1.78,0.0,0.25,0.0,0.09,0.24,0.55,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9800000000000001,0.18000000000000002,0.0,0.0,0.3016666666666667,0.3016666666666667,0.0,0.2966666666666667,0.22388888888888892,0.18000000000000002,0.18000000000000002,0.0,0.2966666666666667,0.7833333333333334,0.7783333333333333,0.1542857142857143,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.18000000000000002,0.0,Pass,sample_data/subj02_timepoint02.mp4
12,0,0.36700000000000005,0.98,1,0.0,0.0,0.0,0.0,1.09,1.53,0.0,1.08,0.54,1.64,0.0,0.13,0.0,0.13,0.48,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9800000000000001,0.18166666666666667,0.0,0.0,0.255,0.255,0.0,0.2733333333333333,0.20555555555555557,0.15666666666666668,0.18166666666666667,0.0,0.2733333333333333,0.6916666666666667,0.71,0.13785714285714284,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.18166666666666667,0.0,Pass,sample_data/subj02_timepoint02.mp4
13,0,0.4,0.98,1,0.0,0.0,0.0,0.0,1.14,1.47,0.0,1.09,0.51,1.58,0.0,0.13,0.0,0.19,0.69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.18999999999999997,0.0,0.0,0.0,0.0,0.0,0.26333333333333336,0.18583333333333332,0.052666666666666674,0.18999999999999997,0.0,0.26333333333333336,0.18999999999999997,0.45333333333333337,0.06476190476190477,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.18999999999999997,0.0,Pass,sample_data/subj02_timepoint02.mp4
14,0,0.433,0.98,1,0.0,0.0,0.0,0.0,1.1,1.46,0.01,1.01,0.52,1.67,0.0,0.07,0.0,0.17,0.66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.18333333333333335,0.0,0.0,0.0,0.0,0.0,0.2783333333333333,0.17583333333333337,0.05566666666666666,0.18333333333333335,0.0,0.2783333333333333,0.18333333333333335,0.46166666666666667,0.06595238095238096,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.18333333333333335,0.0,Pass,sample_data/subj02_timepoint02.mp4
15,0,0.467,0.98,1,0.0,0.0,0.0,0.0,1.03,1.38,0.01,0.99,0.5,1.83,0.0,0.19,0.0,0.13,0.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.17166666666666666,0.0,0.0,0.0,0.0,0.0,0.305,0.16833333333333333,0.061,0.17166666666666666,0.0,0.305,0.17166666666666666,0.4766666666666667,0.0680952380952381,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.17166666666666666,0.0,Pass,sample_data/subj02_timepoint02.mp4
16,0,0.5,0.98,1,0.0,0.0,0.0,0.0,0.98,1.37,0.01,0.93,0.49,1.92,0.0,0.32,0.0,0.09,0.49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.32,0.15916666666666668,0.064,0.16333333333333333,0.0,0.32,0.16333333333333333,0.48333333333333334,0.06904761904761905,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.16333333333333333,0.0,Pass,sample_data/subj02_timepoint02.mp4
17,0,0.5329999999999999,0.98,1,0.0,0.0,0.0,0.0,0.97,1.19,0.0,0.92,0.45,1.91,0.0,0.43,0.0,0.03,0.51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.16166666666666665,0.0,0.0,0.0,0.0,0.0,0.3183333333333333,0.1575,0.06366666666666666,0.16166666666666665,0.0,0.3183333333333333,0.16166666666666665,0.48,0.06857142857142857,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.16166666666666665,0.0,Pass,sample_data/subj02_timepoint02.mp4
18,0,0.5670000000000001,0.98,1,0.0,0.0,0.0,0.0,0.99,1.12,0.0,0.94,0.44,1.91,0.0,0.49,0.0,0.01,0.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.165,0.0,0.0,0.0,0.0,0.0,0.3183333333333333,0.16083333333333333,0.06366666666666666,0.165,0.0,0.3183333333333333,0.165,0.4833333333333333,0.06904761904761904,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.165,0.0,Pass,sample_data/subj02_timepoint02.mp4
19,0,0.6,0.98,1,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.95,0.4,1.82,0.0,0.52,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.30333333333333334,0.1625,0.06066666666666667,0.16666666666666666,0.0,0.30333333333333334,0.16666666666666666,0.47,0.06714285714285714,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.16666666666666666,0.0,Pass,sample_data/subj02_timepoint02.mp4
20,0,0.633,0.98,1,0.0,0.0,0.0,0.0,1.0,1.07,0.05,0.91,0.39,1.78,0.0,0.49,0.0,0.02,0.41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.2966666666666667,0.15916666666666668,0.059333333333333335,0.16666666666666666,0.0,0.2966666666666667,0.16666666666666666,0.4633333333333334,0.0661904761904762,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.16666666666666666,0.0,Pass,sample_data/subj02_timepoint02.mp4
21,0,0.667,0.98,1,0.0,0.0,0.0,0.0,1.02,1.12,0.08,0.89,0.43,1.73,0.0,0.36,0.0,0.06,0.39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.17,0.0,0.0,0.0,0.0,0.0,0.28833333333333333,0.15916666666666668,0.057666666666666665,0.17,0.0,0.28833333333333333,0.17,0.45833333333333337,0.06547619047619048,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.17,0.0,Pass,sample_data/subj02_timepoint02.mp4
22,0,0.7,0.98,1,0.0,0.0,0.0,0.0,1.06,1.23,0.06,0.81,0.46,1.74,0.0,0.25,0.04,0.06,0.41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.17666666666666667,0.0,0.0,0.0,0.0,0.0,0.29,0.15583333333333335,0.057999999999999996,0.17666666666666667,0.0,0.29,0.17666666666666667,0.4666666666666667,0.06666666666666667,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.17666666666666667,0.0,Pass,sample_data/subj02_timepoint02.mp4
23,0,0.733,0.98,1,0.0,0.0,0.0,0.0,1.09,1.39,0.03,0.75,0.48,1.72,0.0,0.13,0.04,0.04,0.37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.18166666666666667,0.0,0.0,0.0,0.0,0.0,0.2866666666666667,0.15333333333333335,0.05733333333333333,0.18166666666666667,0.0,0.2866666666666667,0.18166666666666667,0.4683333333333334,0.06690476190476191,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.18166666666666667,0.0,Pass,sample_data/subj02_timepoint02.mp4
24,0,0.767,0.98,1,0.0,0.0,0.0,0.0,1.06,1.36,0.03,0.77,0.41,1.7,0.0,0.16,0.04,0.04,0.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.17666666666666667,0.0,0.0,0.0,0.0,0.0,0.2833333333333333,0.1525,0.056666666666666664,0.17666666666666667,0.0,0.2833333333333333,0.17666666666666667,0.45999999999999996,0.06571428571428571,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.17666666666666667,0.0,Pass,sample_data/subj02_timepoint02.mp4
25,0,0.8,0.98,1,0.0,0.0,0.0,0.0,1.04,1.27,0.04,0.82,0.37,1.73,0.0,0.16,0.07,0.04,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.17333333333333334,0.0,0.0,0.0,0.0,0.0,0.28833333333333333,0.155,0.057666666666666665,0.17333333333333334,0.0,0.28833333333333333,0.17333333333333334,0.46166666666666667,0.06595238095238096,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.17333333333333334,0.0,Pass,sample_data/subj02_timepoint02.mp4
26,0,0.833,0.98,1,0.0,0.0,0.0,0.0,1.04,1.23,0.08,0.92,0.35,1.73,0.0,0.36,0.16,0.04,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9800000000000001,0.17333333333333334,0.0,0.0,0.0,0.0,0.0,0.28833333333333333,0.16333333333333333,0.057666666666666665,0.17333333333333334,0.0,0.28833333333333333,0.17333333333333334,0.46166666666666667,0.06595238095238096,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.17333333333333334,0.0,Pass,sample_data/subj02_timepoint02.mp4
27,0,0.867,0.98,1,0.0,0.0,0.0,0.0,1.1,1.2,0.06,0.85,0.39,1.72,0.0,0.42,0.16,0.0,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9800000000000001,0.18333333333333335,0.0,0.0,0.0,0.0,0.0,0.2866666666666667,0.1625,0.05733333333333333,0.18333333333333335,0.0,0.2866666666666667,0.18333333333333335,0.47000000000000003,0.06714285714285714,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.18333333333333335,0.0,Pass,sample_data/subj02_timepoint02.mp4
28,0,0.9,0.98,1,0.0,0.0,0.0,0.0,1.11,1.28,0.05,0.89,0.43,1.68,0.0,0.52,0.1,0.02,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9800000000000001,0.18500000000000003,0.0,0.0,0.0,0.0,0.0,0.27999999999999997,0.16666666666666666,0.055999999999999994,0.18500000000000003,0.0,0.27999999999999997,0.18500000000000003,0.46499999999999997,0.06642857142857142,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.18500000000000003,0.0,Pass,sample_data/subj02_timepoint02.mp4
29,0,0.9329999999999999,0.98,1,0.0,0.0,0.0,0.0,1.12,1.26,0.03,0.96,0.42,1.62,0.0,0.46,0.0,0.04,0.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.18666666666666668,0.0,0.0,0.0,0.0,0.0,0.27,0.17333333333333334,0.054000000000000006,0.18666666666666668,0.0,0.27,0.18666666666666668,0.45666666666666667,0.06523809523809523,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.18666666666666668,0.0,Pass,sample_data/subj02_timepoint02.mp4
30,0,0.9670000000000001,0.98,1,0.0,0.0,0.0,0.0,1.13,1.38,0.04,1.1,0.38,1.65,0.0,0.52,0.0,0.06,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.9800000000000001,0.18833333333333332,0.0,0.0,0.0,0.0,0.0,0.27499999999999997,0.18583333333333332,0.05499999999999999,0.18833333333333332,0.0,0.27499999999999997,0.18833333333333332,0.46333333333333326,0.06619047619047617,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.18833333333333332,0.0,Pass,sample_data/subj02_timepoint02.mp4
31,0,1.0,0.98,1,0.0,0.0,0.0,0.0,1.12,1.37,0.04,1.16,0.36,1.66,0.0,0.59,0.0,0.04,0.39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.9800000000000001,0.18666666666666668,0.0,0.0,0.0,0.0,0.0,0.27666666666666667,0.19000000000000003,0.05533333333333333,0.18666666666666668,0.0,0.27666666666666667,0.18666666666666668,0.4633333333333334,0.0661904761904762,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.18666666666666668,0.0,Pass,sample_data/subj02_timepoint02.mp4
32,0,1.033,0.98,1,0.0,0.0,0.0,0.0,1.09,1.43,0.0,1.15,0.36,1.74,0.0,0.67,0.0,0.04,0.41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9800000000000001,0.18166666666666667,0.0,0.0,0.0,0.0,0.0,0.29,0.18666666666666668,0.057999999999999996,0.18166666666666667,0.0,0.29,0.18166666666666667,0.4716666666666667,0.06738095238095239,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.18166666666666667,0.0,Pass,sample_data/subj02_timepoint02.mp4
33,0,1.067,0.98,1,0.0,0.0,0.0,0.0,1.03,1.42,0.0,1.02,0.37,1.78,0.0,0.57,0.01,0.02,0.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.9800000000000001,0.17166666666666666,0.0,0.0,0.0,0.0,0.0,0.2966666666666667,0.1708333333333333,0.059333333333333335,0.17166666666666666,0.0,0.2966666666666667,0.17166666666666666,0.4683333333333334,0.06690476190476191,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.17166666666666666,0.0,Pass,sample_data/subj02_timepoint02.mp4
34,0,1.1,0.98,1,0.0,0.0,0.0,0.0,0.97,1.49,0.02,0.93,0.33,1.74,0.0,0.41,0.01,0.02,0.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.9800000000000001,0.16166666666666665,0.0,0.0,0.0,0.0,0.0,0.29,0.15833333333333333,0.057999999999999996,0.16166666666666665,0.0,0.29,0.16166666666666665,0.45166666666666666,0.06452380952380952,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.16166666666666665,0.0,Pass,sample_data/subj02_timepoint02.mp4
35,0,1.133,0.98,1,0.0,0.0,0.0,0.0,0.9,1.49,0.02,0.84,0.3,1.6,0.0,0.23,0.03,0.0,0.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.9800000000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.145,0.05333333333333333,0.15,0.0,0.26666666666666666,0.15,0.41666666666666663,0.05952380952380952,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.15,0.0,Pass,sample_data/subj02_timepoint02.mp4
36,0,1.167,0.98,1,0.02,0.06,0.0,0.0,0.95,1.57,0.02,0.96,0.33,1.58,0.0,0.26,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.9800000000000001,0.15833333333333333,0.0,0.0,0.0,0.0,0.0,0.26333333333333336,0.15916666666666665,0.052666666666666674,0.15833333333333333,0.0,0.26333333333333336,0.15833333333333333,0.4216666666666667,0.06023809523809524,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.15833333333333333,0.0,Pass,sample_data/subj02_timepoint02.mp4
