mov_hposepitch,mov_hposeyaw,mov_hposeroll,mov_hposedist,error_reason,dbm_master_url
0.11800000000000001,0.057,0.136,0.010723805294763616,Pass,sample_data/subj01_timepoint02.mp4
0.12300000000000001,0.052000000000000005,0.142,0.00927361849549569,Pass,sample_data/subj01_timepoint02.mp4
0.127,0.054000000000000006,0.14300000000000002,0.004582575694955838,Pass,sample_data/subj01_timepoint02.mp4
0.131,0.054000000000000006,0.14300000000000002,0.0040000000000000036,Pass,sample_data/subj01_timepoint02.mp4
0.127,0.059000000000000004,0.145,0.006708203932499362,Pass,sample_data/subj01_timepoint02.mp4
0.11900000000000001,0.063,0.141,0.009797958971132706,Pass,sample_data/subj01_timepoint02.mp4
0.124,0.065,0.133,0.009643650760992934,Pass,sample_data/subj01_timepoint02.mp4
0.11800000000000001,0.068,0.127,0.009,Pass,sample_data/subj01_timepoint02.mp4
0.11800000000000001,0.07,0.12,0.007280109889280525,Pass,sample_data/subj01_timepoint02.mp4
0.12,0.07400000000000001,0.11,0.010954451150103317,Pass,sample_data/subj01_timepoint02.mp4
0.12,0.08199999999999999,0.096,0.01612451549659709,Pass,sample_data/subj01_timepoint02.mp4
0.12300000000000001,0.08,0.084,0.012529964086141666,Pass,sample_data/subj01_timepoint02.mp4
0.124,0.081,0.07,0.014071247279470286,Pass,sample_data/subj01_timepoint02.mp4
0.135,0.085,0.048,0.024919871588754236,Pass,sample_data/subj01_timepoint02.mp4
0.13,0.08199999999999999,0.035,0.01424780684877501,Pass,sample_data/subj01_timepoint02.mp4
0.133,0.076,0.018000000000000002,0.018275666882497064,Pass,sample_data/subj01_timepoint02.mp4
0.126,0.071,0.005,0.015588457268119901,Pass,sample_data/subj01_timepoint02.mp4
0.131,0.07400000000000001,-0.006999999999999999,0.01334166406412634,Pass,sample_data/subj01_timepoint02.mp4
0.126,0.07200000000000001,-0.018000000000000002,0.012247448713915894,Pass,sample_data/subj01_timepoint02.mp4
0.133,0.071,-0.027999999999999997,0.012247448713915891,Pass,sample_data/subj01_timepoint02.mp4
0.133,0.07,-0.038,0.01004987562112089,Pass,sample_data/subj01_timepoint02.mp4
0.13,0.068,-0.045,0.007874007874011811,Pass,sample_data/subj01_timepoint02.mp4
0.124,0.066,-0.052000000000000005,0.009433981132056611,Pass,sample_data/subj01_timepoint02.mp4
0.12300000000000001,0.064,-0.059000000000000004,0.007348469228349533,Pass,sample_data/subj01_timepoint02.mp4
0.131,0.064,-0.062,0.008544003745317523,Pass,sample_data/subj01_timepoint02.mp4
0.135,0.06,-0.065,0.006403124237432854,Pass,sample_data/subj01_timepoint02.mp4
0.131,0.062,-0.065,0.004472135954999583,Pass,sample_data/subj01_timepoint02.mp4
0.129,0.054000000000000006,-0.06,0.009643650760992953,Pass,sample_data/subj01_timepoint02.mp4
0.128,0.047,-0.052000000000000005,0.01067707825203131,Pass,sample_data/subj01_timepoint02.mp4
0.12,0.034,-0.044000000000000004,0.01723368793961409,Pass,sample_data/subj01_timepoint02.mp4
0.11,0.022000000000000002,-0.036000000000000004,0.017549928774784243,Pass,sample_data/subj01_timepoint02.mp4
0.096,0.008,-0.022000000000000002,0.024248711305964284,Pass,sample_data/subj01_timepoint02.mp4
0.09300000000000001,0.009000000000000001,-0.009000000000000001,0.01337908816025965,Pass,sample_data/subj01_timepoint02.mp4
0.094,-0.001,0.006999999999999999,0.018894443627691184,Pass,sample_data/subj01_timepoint02.mp4
0.095,-0.003,0.018000000000000002,0.011224972160321827,Pass,sample_data/subj01_timepoint02.mp4
0.09300000000000001,-0.008,0.033,0.015937377450509226,Pass,sample_data/subj01_timepoint02.mp4
0.094,-0.013000000000000001,0.048,0.01584297951775486,Pass,sample_data/subj01_timepoint02.mp4
0.095,-0.012,0.064,0.016062378404209012,Pass,sample_data/subj01_timepoint02.mp4
0.098,-0.002,0.08,0.0191049731745428,Pass,sample_data/subj01_timepoint02.mp4
0.1,-0.004,0.092,0.01232882800593795,Pass,sample_data/subj01_timepoint02.mp4
0.098,-0.002,0.10400000000000001,0.012328828005937964,Pass,sample_data/subj01_timepoint02.mp4
0.09699999999999999,0.004,0.114,0.011704699910719622,Pass,sample_data/subj01_timepoint02.mp4
0.095,0.003,0.12300000000000001,0.00927361849549571,Pass,sample_data/subj01_timepoint02.mp4
0.096,0.011000000000000001,0.13,0.010677078252031307,Pass,sample_data/subj01_timepoint02.mp4
0.10099999999999999,0.012,0.133,0.005916079783099609,Pass,sample_data/subj01_timepoint02.mp4
0.106,0.025,0.134,0.013964240043768944,Pass,sample_data/subj01_timepoint02.mp4
0.109,0.028999999999999998,0.133,0.0050990195135927835,Pass,sample_data/subj01_timepoint02.mp4
0.10800000000000001,0.031,0.128,0.005477225575051663,Pass,sample_data/subj01_timepoint02.mp4
0.10300000000000001,0.034,0.122,0.008366600265340763,Pass,sample_data/subj01_timepoint02.mp4
0.10099999999999999,0.044000000000000004,0.11199999999999999,0.01428285685708571,Pass,sample_data/subj01_timepoint02.mp4
0.10400000000000001,0.043,0.107,0.005916079783099618,Pass,sample_data/subj01_timepoint02.mp4
0.09699999999999999,0.043,0.10300000000000001,0.008062257748298562,Pass,sample_data/subj01_timepoint02.mp4
0.08900000000000001,0.04,0.096,0.011045361017187248,Pass,sample_data/subj01_timepoint02.mp4
0.081,0.040999999999999995,0.09300000000000001,0.008602325267042629,Pass,sample_data/subj01_timepoint02.mp4
0.077,0.045,0.085,0.009797958971132722,Pass,sample_data/subj01_timepoint02.mp4
0.063,0.04,0.081,0.01539480431834065,Pass,sample_data/subj01_timepoint02.mp4
0.042,0.039,0.077,0.021400934559032695,Pass,sample_data/subj01_timepoint02.mp4
0.036000000000000004,0.040999999999999995,0.07,0.009433981132056596,Pass,sample_data/subj01_timepoint02.mp4
0.033,0.045,0.064,0.007810249675906661,Pass,sample_data/subj01_timepoint02.mp4
0.023,0.047,0.06,0.010954451150103326,Pass,sample_data/subj01_timepoint02.mp4
0.006999999999999999,0.051,0.053,0.017916472867168916,Pass,sample_data/subj01_timepoint02.mp4
0.003,0.054000000000000006,0.046,0.008602325267042629,Pass,sample_data/subj01_timepoint02.mp4
0.013000000000000001,0.055,0.047,0.01009950493836208,Pass,sample_data/subj01_timepoint02.mp4
0.003,0.055999999999999994,0.040999999999999995,0.011704699910719629,Pass,sample_data/subj01_timepoint02.mp4
0.005,0.055,0.036000000000000004,0.005477225575051652,Pass,sample_data/subj01_timepoint02.mp4
0.002,0.055,0.036000000000000004,0.003,Pass,sample_data/subj01_timepoint02.mp4
0.004,0.055999999999999994,0.034,0.002999999999999999,Pass,sample_data/subj01_timepoint02.mp4
0.013000000000000001,0.055999999999999994,0.034,0.009000000000000001,Pass,sample_data/subj01_timepoint02.mp4
0.021,0.053,0.032,0.008774964387392122,Pass,sample_data/subj01_timepoint02.mp4
0.039,0.055999999999999994,0.031,0.018275666882497064,Pass,sample_data/subj01_timepoint02.mp4
0.05,0.051,0.03,0.012124355652982142,Pass,sample_data/subj01_timepoint02.mp4
0.054000000000000006,0.055999999999999994,0.03,0.006403124237432849,Pass,sample_data/subj01_timepoint02.mp4
0.063,0.057999999999999996,0.027999999999999997,0.0094339811320566,Pass,sample_data/subj01_timepoint02.mp4
0.083,0.063,0.027000000000000003,0.020639767440550297,Pass,sample_data/subj01_timepoint02.mp4
0.091,0.067,0.024,0.009433981132056601,Pass,sample_data/subj01_timepoint02.mp4
0.10300000000000001,0.065,0.024,0.01216552506059645,Pass,sample_data/subj01_timepoint02.mp4
0.121,0.066,0.023,0.018055470085267776,Pass,sample_data/subj01_timepoint02.mp4
0.124,0.066,0.023,0.0030000000000000027,Pass,sample_data/subj01_timepoint02.mp4
0.126,0.067,0.026000000000000002,0.0037416573867739447,Pass,sample_data/subj01_timepoint02.mp4
0.126,0.065,0.027000000000000003,0.0022360679774997916,Pass,sample_data/subj01_timepoint02.mp4
0.127,0.064,0.027999999999999997,0.0017320508075688748,Pass,sample_data/subj01_timepoint02.mp4
0.125,0.061,0.028999999999999998,0.0037416573867739447,Pass,sample_data/subj01_timepoint02.mp4
0.11900000000000001,0.057999999999999996,0.028999999999999998,0.006708203932499363,Pass,sample_data/subj01_timepoint02.mp4
0.11699999999999999,0.061,0.027999999999999997,0.003741657386773952,Pass,sample_data/subj01_timepoint02.mp4
0.11199999999999999,0.06,0.028999999999999998,0.005196152422706636,Pass,sample_data/subj01_timepoint02.mp4
0.102,0.057999999999999996,0.03,0.010246950765959594,Pass,sample_data/subj01_timepoint02.mp4
0.106,0.06,0.028999999999999998,0.004582575694955844,Pass,sample_data/subj01_timepoint02.mp4
0.10099999999999999,0.059000000000000004,0.03,0.005196152422706635,Pass,sample_data/subj01_timepoint02.mp4
0.102,0.062,0.028999999999999998,0.0033166247903553964,Pass,sample_data/subj01_timepoint02.mp4
0.096,0.057999999999999996,0.027999999999999997,0.007280109889280514,Pass,sample_data/subj01_timepoint02.mp4
0.09300000000000001,0.061,0.026000000000000002,0.004690415759823422,Pass,sample_data/subj01_timepoint02.mp4
0.094,0.055,0.027999999999999997,0.006403124237432844,Pass,sample_data/subj01_timepoint02.mp4
0.091,0.055999999999999994,0.028999999999999998,0.0033166247903554007,Pass,sample_data/subj01_timepoint02.mp4
0.084,0.052000000000000005,0.028999999999999998,0.008062257748298537,Pass,sample_data/subj01_timepoint02.mp4
0.087,0.053,0.034,0.005916079783099613,Pass,sample_data/subj01_timepoint02.mp4
0.085,0.05,0.034,0.003605551275463979,Pass,sample_data/subj01_timepoint02.mp4
0.08199999999999999,0.051,0.037000000000000005,0.004358898943540686,Pass,sample_data/subj01_timepoint02.mp4
0.08199999999999999,0.051,0.038,0.000999999999999994,Pass,sample_data/subj01_timepoint02.mp4
0.08,0.049,0.040999999999999995,0.004123105625617649,Pass,sample_data/subj01_timepoint02.mp4
0.083,0.051,0.040999999999999995,0.0036055512754639887,Pass,sample_data/subj01_timepoint02.mp4
0.087,0.051,0.042,0.0041231056256176525,Pass,sample_data/subj01_timepoint02.mp4
0.092,0.049,0.045,0.006164414002968977,Pass,sample_data/subj01_timepoint02.mp4
0.09300000000000001,0.046,0.047,0.0037416573867739486,Pass,sample_data/subj01_timepoint02.mp4
0.09699999999999999,0.047,0.049,0.00458257569495582,Pass,sample_data/subj01_timepoint02.mp4
0.10400000000000001,0.05,0.05,0.007681145747868628,Pass,sample_data/subj01_timepoint02.mp4
