aco_totaltime,aco_speakingtime,aco_numpauses,aco_pausetime,aco_pausefrac,error_reason,dbm_master_url
2.9000000000000026,2.120000000000002,1,0.7800000000000007,0.2689655172413793,Pass,sample_data/subj02_timepoint01.mp4
