Frames,mov_headvel,error_reason,dbm_master_url
0,,Pass,sample_data/subj01_timepoint01.mp4
1,2.5258661880630178,Pass,sample_data/subj01_timepoint01.mp4
2,5.821511831131165,Pass,sample_data/subj01_timepoint01.mp4
3,10.31552228440229,Pass,sample_data/subj01_timepoint01.mp4
4,0.7280109889280407,Pass,sample_data/subj01_timepoint01.mp4
5,1.827566688249718,Pass,sample_data/subj01_timepoint01.mp4
6,2.817800560721085,Pass,sample_data/subj01_timepoint01.mp4
7,1.41774468787576,Pass,sample_data/subj01_timepoint01.mp4
8,6.003332407921453,Pass,sample_data/subj01_timepoint01.mp4
9,0.10000000000000009,Pass,sample_data/subj01_timepoint01.mp4
10,0.39999999999997726,Pass,sample_data/subj01_timepoint01.mp4
11,0.6082762530298443,Pass,sample_data/subj01_timepoint01.mp4
12,0.33166247903555074,Pass,sample_data/subj01_timepoint01.mp4
13,0.22360679774996883,Pass,sample_data/subj01_timepoint01.mp4
14,0.33166247903555074,Pass,sample_data/subj01_timepoint01.mp4
15,0.1732050807568689,Pass,sample_data/subj01_timepoint01.mp4
16,0.905538513813719,Pass,sample_data/subj01_timepoint01.mp4
17,0.31622776601684877,Pass,sample_data/subj01_timepoint01.mp4
18,0.24494897427830914,Pass,sample_data/subj01_timepoint01.mp4
19,0.7280109889280956,Pass,sample_data/subj01_timepoint01.mp4
20,0.1732050807568666,Pass,sample_data/subj01_timepoint01.mp4
21,0.41231056256179915,Pass,sample_data/subj01_timepoint01.mp4
22,0.1732050807568689,Pass,sample_data/subj01_timepoint01.mp4
23,0.6164414002969201,Pass,sample_data/subj01_timepoint01.mp4
24,0.5099019513592787,Pass,sample_data/subj01_timepoint01.mp4
25,0.31622776601684877,Pass,sample_data/subj01_timepoint01.mp4
26,0.14142135623731025,Pass,sample_data/subj01_timepoint01.mp4
27,1.0049875621120887,Pass,sample_data/subj01_timepoint01.mp4
28,0.22360679774996883,Pass,sample_data/subj01_timepoint01.mp4
29,1.8138357147217166,Pass,sample_data/subj01_timepoint01.mp4
30,0.31622776601684877,Pass,sample_data/subj01_timepoint01.mp4
