mov_hposepitch,mov_hposeyaw,mov_hposeroll,mov_hposedist,error_reason,dbm_master_url
0.092,0.023,0.04,,Pass,sample_data/subj02_timepoint02.mp4
0.091,0.021,0.043,0.0037416573867739373,Pass,sample_data/subj02_timepoint02.mp4
0.08900000000000001,0.021,0.043,0.001999999999999988,Pass,sample_data/subj02_timepoint02.mp4
0.085,0.021,0.044000000000000004,0.0041231056256176655,Pass,sample_data/subj02_timepoint02.mp4
0.08199999999999999,0.021,0.043,0.0031622776601683976,Pass,sample_data/subj02_timepoint02.mp4
0.086,0.018000000000000002,0.039,0.006403124237432848,Pass,sample_data/subj02_timepoint02.mp4
0.09,0.023,0.036000000000000004,0.007071067811865474,Pass,sample_data/subj02_timepoint02.mp4
0.09300000000000001,0.027000000000000003,0.034,0.005385164807134517,Pass,sample_data/subj02_timepoint02.mp4
0.086,0.026000000000000002,0.027999999999999997,0.009273618495495722,Pass,sample_data/subj02_timepoint02.mp4
0.11199999999999999,0.031,0.02,0.027658633371878655,Pass,sample_data/subj02_timepoint02.mp4
0.111,0.039,0.017,0.008602325267042625,Pass,sample_data/subj02_timepoint02.mp4
0.111,0.038,0.015,0.0022360679774997916,Pass,sample_data/subj02_timepoint02.mp4
0.12,0.038,0.009000000000000001,0.010816653826391963,Pass,sample_data/subj02_timepoint02.mp4
0.12,0.037000000000000005,0.008,0.0014142135623730913,Pass,sample_data/subj02_timepoint02.mp4
0.11800000000000001,0.037000000000000005,0.008,0.001999999999999988,Pass,sample_data/subj02_timepoint02.mp4
0.12,0.036000000000000004,0.008,0.0022360679774997795,Pass,sample_data/subj02_timepoint02.mp4
0.12,0.036000000000000004,0.008,0.0,Pass,sample_data/subj02_timepoint02.mp4
0.12,0.032,0.011000000000000001,0.005000000000000004,Pass,sample_data/subj02_timepoint02.mp4
0.121,0.032,0.012,0.001414213562373095,Pass,sample_data/subj02_timepoint02.mp4
0.12300000000000001,0.032,0.013999999999999999,0.0028284271247462,Pass,sample_data/subj02_timepoint02.mp4
0.124,0.032,0.015,0.0014142135623730866,Pass,sample_data/subj02_timepoint02.mp4
0.121,0.031,0.018000000000000002,0.004358898943540678,Pass,sample_data/subj02_timepoint02.mp4
0.11599999999999999,0.03,0.018000000000000002,0.00509901951359279,Pass,sample_data/subj02_timepoint02.mp4
0.11599999999999999,0.031,0.019,0.001414213562373094,Pass,sample_data/subj02_timepoint02.mp4
0.11599999999999999,0.031,0.017,0.0019999999999999983,Pass,sample_data/subj02_timepoint02.mp4
0.115,0.033,0.016,0.002449489742783175,Pass,sample_data/subj02_timepoint02.mp4
0.109,0.035,0.018000000000000002,0.006633249580710806,Pass,sample_data/subj02_timepoint02.mp4
0.115,0.035,0.017,0.006082762530298225,Pass,sample_data/subj02_timepoint02.mp4
0.11,0.036000000000000004,0.019,0.005477225575051665,Pass,sample_data/subj02_timepoint02.mp4
0.106,0.031,0.024,0.008124038404635965,Pass,sample_data/subj02_timepoint02.mp4
0.106,0.03,0.025,0.0014142135623730963,Pass,sample_data/subj02_timepoint02.mp4
0.10400000000000001,0.026000000000000002,0.027999999999999997,0.005385164807134494,Pass,sample_data/subj02_timepoint02.mp4
0.099,0.02,0.035,0.010488088481701522,Pass,sample_data/subj02_timepoint02.mp4
