l0_x,l1_x,l2_x,l3_x,l4_x,l5_x,l6_x,l7_x,l8_x,l9_x,l10_x,l11_x,l12_x,l13_x,l14_x,l15_x,l16_x,l17_x,l18_x,l19_x,l20_x,l21_x,l22_x,l23_x,l24_x,l25_x,l26_x,l27_x,l28_x,l29_x,l30_x,l31_x,l32_x,l33_x,l34_x,l35_x,l36_x,l37_x,l38_x,l39_x,l40_x,l41_x,l42_x,l43_x,l44_x,l45_x,l46_x,l47_x,l48_x,l49_x,l50_x,l51_x,l52_x,l53_x,l54_x,l55_x,l56_x,l57_x,l58_x,l59_x,l60_x,l61_x,l62_x,l63_x,l64_x,l65_x,l66_x,l67_x,l0_y,l1_y,l2_y,l3_y,l4_y,l5_y,l6_y,l7_y,l8_y,l9_y,l10_y,l11_y,l12_y,l13_y,l14_y,l15_y,l16_y,l17_y,l18_y,l19_y,l20_y,l21_y,l22_y,l23_y,l24_y,l25_y,l26_y,l27_y,l28_y,l29_y,l30_y,l31_y,l32_y,l33_y,l34_y,l35_y,l36_y,l37_y,l38_y,l39_y,l40_y,l41_y,l42_y,l43_y,l44_y,l45_y,l46_y,l47_y,l48_y,l49_y,l50_y,l51_y,l52_y,l53_y,l54_y,l55_y,l56_y,l57_y,l58_y,l59_y,l60_y,l61_y,l62_y,l63_y,l64_y,l65_y,l66_y,l67_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz
445.502,444.231,446.148,450.344,460.735,478.989,501.058,529.352,563.733,597.86,627.617,652.145,670.923,682.661,688.929,693.254,695.536,468.837,485.422,506.087,527.269,547.729,605.884,627.384,646.81,665.094,677.983,576.587,576.425,576.321,576.11,546.875,560.086,573.549,587.688,600.223,495.392,509.459,525.906,539.825,524.875,508.661,608.198,623.241,639.49,651.78,640.003,624.425,513.169,536.466,557.07,571.799,588.785,608.271,626.621,607.461,587.755,570.005,554.361,534.029,520.967,556.147,571.231,588.456,619.347,587.73,570.629,555.478,299.192,335.734,372.772,408.845,443.616,474.975,501.36,522.752,530.051,526.617,508.154,483.106,453.422,419.819,385.184,350.393,314.906,277.351,264.825,260.802,263.975,270.769,272.625,266.361,265.507,270.116,281.99,302.712,326.746,350.922,375.802,391.392,397.19,402.364,398.289,393.513,307.127,299.659,300.337,309.029,312.561,312.504,312.143,303.977,304.752,312.793,317.127,316.313,430.746,428.264,428.143,432.246,429.743,431.642,434.89,449.869,455.901,457.124,454.856,447.109,433.201,438.519,440.898,439.4,436.93,440.383,441.848,439.526,16.984,11.1648,430.659,0.0924126,0.0226319,0.040397
445.451,443.963,445.797,450.177,460.679,478.775,500.61,528.809,563.154,597.094,626.546,650.953,670.057,682.263,688.864,693.464,696.041,469.164,485.491,505.762,526.567,546.622,606.436,628.136,647.51,665.533,678.232,575.874,575.75,575.641,575.398,546.215,559.465,573.036,587.278,599.947,494.94,508.933,525.349,539.314,524.392,508.24,608.148,623.119,639.354,651.628,639.916,624.355,513.811,536.627,556.675,571.573,588.785,608.195,626.154,607.537,588.007,570.025,554.273,534.446,521.692,555.719,570.959,588.411,618.975,587.792,570.479,555.16,298.886,335.218,372.014,407.902,442.592,474.13,500.866,522.731,530.354,527.297,509.397,484.63,454.895,421.047,385.845,350.332,314.109,277.376,265.004,261.037,263.992,270.201,271.968,265.916,265.218,270.253,282.346,302.736,326.878,351.162,376.09,391.267,397.221,402.444,398.248,393.432,307.453,299.925,300.506,308.968,312.649,312.707,312.049,304.035,304.84,312.772,317.079,316.274,431.153,428.283,428.018,432.122,429.654,431.602,435.168,449.611,455.541,456.734,454.352,446.736,433.502,438.36,440.766,439.295,437.057,440.279,441.692,439.225,16.8618,11.1505,430.308,0.0909939,0.0210494,0.0425988
445.113,443.498,445.312,449.746,460.179,478.15,500.075,528.319,562.794,596.902,626.406,650.813,669.846,681.941,688.46,693.097,695.696,469.026,485.112,505.268,526.021,546.081,606.312,627.832,647.08,664.989,677.661,575.492,575.324,575.158,574.842,545.89,559.075,572.607,586.779,599.405,494.493,508.512,524.969,539.027,524.062,507.856,607.967,623.074,639.379,651.688,639.97,624.305,513.827,536.451,556.349,571.103,588.157,607.492,625.45,606.853,587.41,569.575,553.967,534.319,521.685,555.379,570.48,587.768,618.26,587.168,570.016,554.836,298.571,335.039,371.918,407.9,442.621,474.203,500.9,522.657,530.311,527.43,509.835,485.206,455.402,421.437,386.111,350.386,313.911,277.971,265.361,261.242,264.136,270.227,271.944,265.96,265.258,270.313,282.495,302.684,326.986,351.423,376.493,391.61,397.539,402.751,398.591,393.835,307.688,300.131,300.715,309.226,312.91,312.99,312.316,304.252,305.055,313.012,317.383,316.574,431.639,428.74,428.403,432.505,430.042,432.139,435.781,450.152,455.96,457.104,454.734,447.179,433.975,438.764,441.16,439.733,437.662,440.698,442.04,439.567,16.6265,11.2554,429.455,0.0894426,0.0211719,0.0431776
444.473,442.96,444.767,449.119,459.4,477.183,499.052,527.424,562.092,596.361,625.881,650.319,669.353,681.385,687.859,692.573,695.21,468.091,484.36,504.755,525.741,545.974,605.005,626.945,646.66,664.959,677.777,574.727,574.543,574.356,574.032,544.832,558.12,571.791,586.081,598.82,493.452,507.508,524.02,538.241,523.144,506.88,607.189,622.491,638.804,651.243,639.336,623.619,513.071,535.787,555.624,570.3,587.262,606.59,624.684,605.992,586.565,568.833,553.326,533.719,520.933,554.659,569.67,586.872,617.442,586.297,569.255,554.165,298.738,335.141,371.996,407.958,442.544,474.053,500.726,522.636,530.461,527.695,510.397,485.831,455.97,421.822,386.257,350.298,313.6,278.226,265.598,261.565,264.488,270.631,272.257,266.304,265.749,271.127,283.724,302.952,327.233,351.629,376.684,391.626,397.643,402.905,398.739,393.999,307.982,300.5,301.062,309.489,313.187,313.318,312.537,304.599,305.523,313.401,317.73,316.859,431.956,428.929,428.536,432.621,430.139,432.352,436.095,450.286,455.916,457.001,454.649,447.234,434.236,438.836,441.211,439.79,437.869,440.652,441.937,439.466,16.2067,11.3172,428.342,0.0853076,0.0208689,0.044257
443.47,442.086,443.993,448.498,458.824,476.62,498.518,527.035,561.851,596.139,625.643,649.863,668.776,680.687,687.149,691.992,694.755,467.004,483.182,503.395,524.272,544.497,603.885,625.826,645.524,663.973,677.322,573.481,573.332,573.159,572.833,543.771,557.076,570.804,585.145,597.983,492.309,506.417,522.809,537.277,522.102,505.988,606.234,621.699,637.919,650.546,638.4,622.741,512.229,534.795,554.638,569.433,586.465,605.976,624.21,605.42,585.863,568.034,552.425,532.803,520.161,553.68,568.797,586.078,616.907,585.506,568.4,553.209,299.262,335.316,371.881,407.755,442.358,474.05,501.022,523.11,531.01,528.221,511.076,486.64,456.891,422.832,387.148,350.968,314.042,278.316,265.932,262.055,264.997,271.022,272.435,266.338,265.672,270.781,283.027,303.243,327.406,351.683,376.64,391.617,397.669,402.932,398.714,393.97,308.823,301.703,302.065,309.853,313.658,313.965,312.64,305.302,306.287,313.697,317.939,317.018,432.362,429.173,428.659,432.723,430.181,432.548,436.423,450.866,456.6,457.76,455.414,447.913,434.617,439.143,441.494,440.024,438.171,440.903,442.218,439.766,15.7152,11.4559,427.368,0.081617,0.021436,0.0431569
442.386,440.613,442.134,446.981,457.834,475.873,497.631,525.395,560.136,594.279,623.679,647.675,666.781,679.102,685.756,690.66,693.678,466.168,481.962,501.396,521.888,541.757,601.654,623.52,643.006,661.03,674.337,570.665,570.718,570.745,570.604,541.347,554.927,569.069,583.629,596.603,491.26,505.34,520.577,535.477,520.6,505.594,602.528,618.14,633.418,646.45,633.866,618.941,510.544,532.784,552.551,567.958,585.775,605.193,623.11,604.722,585.526,566.907,550.795,531.072,518.396,551.745,567.395,585.438,616.055,585.013,567.109,551.346,299.786,335.851,372.692,408.688,443.09,474.413,501.041,522.813,530.866,528.139,511.207,486.996,457.499,423.561,387.97,351.985,315.497,279.093,267.074,262.975,265.585,271.225,272.003,266.143,265.291,270.556,282.302,305.45,329.027,352.64,376.952,391.862,397.802,403.088,398.622,393.768,312.525,307.551,307.481,312.545,316.08,316.895,315.05,310.123,311.128,316.317,319.955,319.09,432.311,429.485,428.894,432.918,430.408,432.537,435.604,450.156,456.518,458.045,455.729,448.161,434.717,439.04,441.464,439.979,437.556,440.768,442.347,439.978,14.7403,11.9281,427.075,0.0864197,0.0182817,0.039374
440.653,439.237,440.813,445.6,456.568,474.862,496.399,524.124,558.747,592.65,622.393,646.508,665.447,677.428,683.72,688.529,691.812,464.252,479.716,498.741,519.092,538.89,598.394,620.661,640.425,658.443,671.607,567.706,567.896,568.077,568.108,539.538,552.941,566.754,581.081,593.889,490.488,504.217,518.705,533.343,518.882,504.657,598.27,613.316,627.928,641.038,628.161,613.919,509.741,531.443,550.718,565.968,583.391,602.396,620.019,601.889,583.193,564.973,549.2,529.889,517.45,550.07,565.461,583.134,612.951,582.661,565.178,549.689,300.181,336.103,372.955,408.995,443.278,474.452,500.865,522.874,531.188,528.284,511.399,487.457,458.362,424.519,388.759,352.822,316.647,279.038,267.171,262.952,265.719,271.655,272.668,266.847,266.218,271.729,283.304,308.726,331.078,353.39,376.513,392.206,397.965,403.112,398.693,393.878,315.922,312.231,311.937,315.241,319.129,320.072,317.831,314.717,315.92,319.799,323.124,322.207,433.014,429.815,429.069,433.024,430.62,432.698,435.71,450.205,456.484,458.061,455.826,448.464,435.202,439.293,441.616,440.139,437.538,440.698,442.298,440.094,13.6341,12.5584,430.491,0.0901136,0.0231059,0.0364401
439.086,437.888,439.478,444.373,455.551,474.129,495.325,522.681,557.034,591.105,621.287,645.448,664.267,676.069,682.19,687.183,691.02,462.996,477.594,496.699,517.276,537.396,596.687,618.506,637.72,655.75,669.547,566.174,566.109,565.976,565.682,537.326,550.825,564.821,579.452,592.583,489.273,503.016,517.152,531.459,517.285,503.562,598.698,613.586,627.935,640.73,627.96,614.089,507.477,529.418,548.879,564.345,582.039,601.509,619.701,600.999,581.8,563.315,547.27,527.809,515.211,548.159,563.837,581.769,612.623,581.256,563.501,547.747,301.166,337.044,373.331,409.024,443.393,474.745,501.314,523.173,531.121,527.908,510.7,486.682,457.419,423.666,388.137,352.48,316.47,281.423,268.47,263.647,266.301,272.207,273.276,267.284,266.537,271.252,282.315,308.492,331.155,353.861,377.356,392.117,398.2,403.609,398.841,393.78,316.671,313.326,312.802,315.189,319.292,320.264,317.724,315.583,316.777,320.24,323.237,322.22,432.435,429.866,429.682,433.575,431.107,432.624,435.256,449.901,456.419,458.181,456.001,448.662,434.81,439.738,442.129,440.451,437.266,440.882,442.634,440.455,12.9701,12.7907,434.558,0.0927869,0.027395,0.0338187
437.1,436.163,438.028,443.107,454.323,472.969,494.167,521.417,555.519,589.589,619.58,644.044,663.216,675.099,681.062,685.746,689.014,459.534,474.851,494.287,514.804,534.863,594.14,616.121,635.377,653.724,668.15,563.84,563.831,563.759,563.578,534.936,548.58,562.769,577.511,590.738,484.394,498.276,513.142,527.746,513.046,498.639,597.895,613.1,628.047,641.001,628.163,613.714,505.49,527.773,547.443,562.5,579.658,599.42,618.074,599.041,579.496,561.529,545.793,526.168,513.414,546.718,562.051,579.46,610.847,578.898,561.657,546.287,302.201,337.689,373.699,409.159,443.484,474.886,501.488,523.494,531.222,527.656,509.878,485.31,455.796,421.999,386.634,351.05,315.187,281.411,269.075,264.666,267.117,272.587,273.039,267.2,266.389,270.675,281.514,307.343,330.524,353.786,377.822,392.36,398.424,403.734,398.937,393.812,315.846,311.581,311.068,314.408,318.723,319.666,316.029,312.77,313.87,317.981,321.364,320.441,433.408,430.177,429.483,433.156,430.367,432.034,435.112,450.018,456.639,458.474,456.566,449.528,435.739,440.151,442.229,440.379,437.159,440.448,442.284,440.345,11.8893,12.5202,433.387,0.0864981,0.0258156,0.0282027
435.429,435.012,437.472,442.69,453.741,472.111,493.131,520.688,555.245,589.652,619.824,644.042,662.727,674.193,679.831,683.976,686.631,457.896,473.507,493.008,513.522,533.458,591.024,613.458,633.246,651.886,665.771,562.055,562.236,562.37,562.424,534.039,547.455,561.434,576.17,589.286,484.047,497.571,512.423,526.527,512.222,497.785,594.921,609.371,624.218,636.922,624.477,610.264,504.173,526.177,545.889,561.166,578.661,598.513,617.083,598.169,578.426,560.116,544.128,524.517,512.004,545.218,560.77,578.533,609.958,577.87,560.265,544.686,301.778,337.458,373.715,409.117,443.56,474.964,501.704,523.815,531.34,527.516,508.924,483.562,453.727,419.936,384.753,349.154,312.946,281.302,269.363,265.111,267.625,273.238,273.327,266.79,265.741,270.297,281.369,306.37,330.13,353.983,378.555,392.527,398.738,404.09,399.17,393.704,313.977,308.79,308.322,312.538,316.758,317.704,313.756,309.277,310.161,315.031,318.509,317.714,433.336,430.301,429.89,433.679,430.881,432.018,434.653,449.873,456.669,458.523,456.397,449.062,435.632,440.225,442.356,440.443,436.76,440.719,442.646,440.551,11.1116,12.3041,433.825,0.11234,0.0308192,0.0202418
